"spelling","lexicality","rt","subtlex.frequency","length","POS","bigram.freq"
"spoorbaan","W",675.3448276,10,9,"N",267413
"spoorde","W",614.4615385,42,7,"WW",266197
"spoorlijn","W",612.7567568,109,9,"N",243064
"spoorloos","W",570.4473684,239,9,"ADJ",189384
"spoortje","W",595.5675676,21,8,"N",203134
"spoortjes","W",663.5454545,1,9,"N",195429
"spoorweg","W",583.8717949,146,8,"N",150601
"spoot","W",665.9310345,68,5,"WW",121937
"sporen","W",559.3589744,1682,6,"N",345264
"sport","W",546.4358974,880,5,"N",126284
"sporten","W",543.974359,143,7,"WW",384085
"sporter","W",605.6410256,34,7,"N",309060
"sporters","W",561.2432432,48,8,"N",338234
"sportief","W",541.025641,128,8,"ADJ",165436
"sportlui","W",623.4117647,8,8,"N",121783
"sportman","W",581.9722222,60,8,"N",217069
"sportveld","W",600.5405405,18,9,"N",218452
"spot","W",589.4864865,331,4,"N",95092
"spoten","W",720.9583333,19,6,"WW",352893
"spots","W",662.6388889,28,5,"N",104393
"spotte","W",679.137931,8,6,"WW",206520
"spottend","W",579.5897436,12,8,"WW",362040
"spraak","W",576.2564103,46,6,"N",133129
"spraakzaam","W",618.1842105,46,10,"ADJ",181480
"sprak","W",562.8684211,2342,5,"WW",96197
"sprake","W",581.3783784,416,6,"N",183209
"spraken","W",634.8974359,483,7,"WW",337517
"sprankje","W",724.6818182,36,8,"N",200963
"spreek","W",546.7894737,4342,6,"WW",160562
"spreekbuis","W",689.1176471,13,10,"N",232668
"spreekt","W",549.8684211,3178,7,"WW",195483
"spreekuur","W",632.972973,14,9,"N",193072
"spreekwoord","W",576.2051282,48,11,"N",261885
"spreeuw","W",589.6052632,22,7,"N",151863
"spreeuwen","W",644.5526316,8,9,"N",387596
"sprei","W",625.5757576,28,5,"N",116873
"spreidde","W",618.1794872,21,8,"WW",270034
"spreidden","W",630.2857143,4,9,"WW",424342
"spreiden","W",577.1891892,80,8,"WW",420684
"spreiding","W",600.2307692,10,9,"N",226627
"spreien","W",664.625,4,7,"N",372863
"spreken","W",541.4871795,12304,7,"WW",366108
"sprekend","W",612.4358974,190,8,"WW",367320
"spreker","W",556.025641,95,7,"N",291083
"sprekers","W",596.3846154,19,8,"N",320257
"spreuk","W",555.7692308,268,6,"N",120362
"spreuken","W",626.7179487,130,8,"N",361682
"spring","W",596.6388889,1120,6,"WW",169122
"springen","W",536.1794872,2049,8,"WW",435010
"springend","W",596.9210526,16,9,"WW",436222
"springplank","W",654.6410256,18,11,"N",233782
"springt","W",539.5,506,7,"WW",190598
"springtouw","W",638.7631579,6,10,"N",184666
"sprinkhaan","W",647.2631579,66,10,"N",295756
"sprint","W",598.974359,48,6,"N",179643
"sprinten","W",602.974359,13,8,"WW",437444
"sproet","W",646.0789474,18,6,"N",154739
"sproeten","W",652.1081081,56,8,"N",412540
"sproetjes","W",628.8918919,11,9,"N",197039
"sprong","W",553.7631579,1057,6,"WW",151054
"sprongen","W",599.3947368,186,8,"WW",416942
"sprookje","W",557.025641,267,8,"N",188494
"sprookjes","W",572.1025641,188,9,"N",180789
"sprot","W",815.5789474,4,5,"N",120172
"spruit","W",607.2571429,19,6,"N",138860
"spruiten","W",705.5675676,12,8,"N",396661
"spruitjes","W",602.2777778,23,9,"N",181160
"spugen","W",700.0294118,170,6,"WW",330884
"spuit","W",570.2,428,5,"N",122631
"spuitbus","W",599.6388889,30,8,"N",131090
"spuiten","W",588.6923077,242,7,"WW",380432
"spuitje","W",692.0769231,69,7,"N",172636
"spuitjes","W",686.9705882,9,8,"N",164931
"spul","W",579.0512821,2974,4,"N",60904
"spullen","W",562.2307692,4828,7,"N",312840
"spurt","W",723,3,5,"N",106364
"spurten","W",686.3888889,8,7,"WW",364165
"spuug","W",710.8285714,238,5,"N",68131
"spuugde","W",621.3611111,58,7,"WW",195690
"spuwde","W",562.7179487,33,6,"WW",193774
"spuwen","W",592.4358974,44,6,"WW",289962
"squash","W",669.4,38,6,"N",48198
"sta","W",584.2352941,10287,3,"WW",105234
"staaf","W",592.6578947,73,5,"N",159343
"staafje","W",589.0789474,10,7,"N",232534
"staafjes","W",609.0769231,8,8,"N",224829
"staak","W",741.04,149,5,"WW",157171
"staakte","W",635.3142857,5,7,"WW",295585
"staakten","W",678.8125,4,8,"WW",449893
"staal","W",562.1282051,445,5,"N",165451
"staaldraad","W",827.5652174,6,10,"N",273752
"staaltje","W",679.9142857,102,8,"N",246279
"staaltjes","W",710.6285714,14,9,"N",238574
"staan","W",519.3076923,18443,5,"WW",251897
"staand","W",638.8378378,66,6,"WW",253109
"staande","W",641,147,7,"WW",363233
"staar","W",650.4411765,196,5,"WW",188745
"staarde","W",637.4857143,131,7,"WW",325846
"staarden","W",614.4444444,28,8,"WW",480154
"staart","W",593.4871795,785,6,"N",212778
"staarten","W",682.09375,37,8,"N",470579
"staat","W",545.5897436,28550,5,"WW",192404
"staatjes","W",708.2222222,2,8,"N",234704
"staats","W",647.6923077,30,6,"N",201705
"staatsgreep","W",696.3714286,64,11,"N",272946
"staatshoofd","W",640.9459459,27,11,"N",245435
"staatsman","W",694.6774194,23,9,"N",296786
"staatsrecht","W",691.7837838,5,11,"N",311169
"staatsvorm","W",722.5483871,3,10,"N",217971
"stabiel","W",597.5128205,485,7,"ADJ",208281
"stad","W",562.7368421,11921,4,"N",139759
"stadhuis","W",658.5945946,203,8,"N",192127
"stadje","W",562.4615385,691,6,"N",189778
"stadjes","W",611.1470588,33,7,"N",182073
"stads","W",701.4074074,21,5,"ADJ",151232
"stadsbeeld","W",667.7352941,1,10,"N",270287
"stadsdeel","W",693.3142857,15,9,"N",288596
"staf","W",554.8857143,508,4,"N",122411
"stafchef","W",752.3461538,52,8,"N",185131
"stafchefs","W",855.7058824,17,9,"N",215583
"stafje","W",654.3225806,1,6,"N",195602
"stafjes","W",687.88,4,7,"N",187897
"stage","W",576.2820513,128,5,"N",237831
"stages","W",637.6842105,6,6,"N",230126
"stak","W",646,773,4,"WW",120239
"staken","W",611.0540541,329,6,"WW",361559
"staking","W",610.3333333,142,7,"N",203127
"stakker","W",607.0833333,218,7,"N",293913
"stakkers","W",660.2903226,54,8,"N",323087
"stal","W",561.1794872,965,4,"N",128519
"stalen","W",662.2424242,358,6,"ADJ",372400
"stalknecht","W",692.1724138,28,10,"N",239849
"stallen","W",662.75,140,7,"N",380455
"stam","W",585.0263158,545,4,"N",117064
"stamboom","W",571.025641,84,8,"N",167957
"stamde","W",676.1764706,2,6,"WW",253938
"stamhoofd","W",607.4871795,63,9,"N",188302
"stammen","W",633.8378378,259,7,"N",359797
"stamp","W",663.5789474,57,5,"WW",122164
"stampen","W",630.3684211,80,7,"WW",358792
"stampend","W",654.7894737,3,8,"WW",360004
"stampte","W",624.6388889,13,7,"WW",259828
"stampten","W",722.1875,3,8,"WW",414136
"stampvol","W",624.9189189,31,8,"ADJ",149875
"stamt","W",681.4375,93,5,"WW",148281
"stand","W",584.1052632,687,5,"N",216177
"standaard","W",550.0526316,409,9,"ADJ",305135
"standaards","W",614.5625,14,10,"N",316608
"standbeeld","W",561.2702703,203,10,"N",337691
"standen","W",685.3529412,23,7,"N",480609
"standje","W",604.1944444,81,7,"N",266196
"standjes","W",636.9487179,35,8,"N",258491
"standplaats","W",650.1891892,12,11,"N",315247
"standpunt","W",583.9473684,328,9,"N",248746
"stands","W",655.7142857,19,6,"ADJ",227650
"stang","W",593.6896552,101,5,"N",181378
"stangen","W",795.2692308,56,7,"WW",447266
"stank","W",579.4444444,487,5,"N",153163
"stanken","W",699.6896552,2,7,"WW",394483
"stap","W",553.2162162,5533,4,"N",114904
"stapel","W",625.8717949,447,6,"N",190555
"stapels","W",635.9473684,128,7,"N",221129
"stapjes","W",569.9210526,43,7,"N",181463
"stappen","W",587.2368421,1480,7,"WW",356793
"stapt","W",597.5897436,506,5,"WW",149075
"stapte","W",595.6842105,410,6,"WW",252568
"stapten","W",632.7777778,71,7,"WW",406876
"stapvoets","W",657.25,4,9,"ADJ",208208
"staren","W",662.9210526,572,6,"WW",394826
"starend","W",644.0277778,31,7,"WW",396038
"starheid","W",728.4827586,2,8,"N",202985
"starre","W",660.3225806,8,6,"ADJ",243539
"start","W",558.0769231,1623,5,"N",175846
"startbaan","W",630.4594595,63,9,"N",302048
"starten","W",551.5128205,808,7,"WW",433647
"starter","W",599.6756757,31,7,"N",358622
"starters","W",650.1052632,11,8,"N",387796
"startpunt","W",550.7179487,13,9,"N",203664
"starts","W",653.3,2,6,"N",185147
"startte","W",590.9166667,98,7,"WW",287274
"staten","W",691.8064516,441,6,"N",413273
"statief","W",669.8,30,7,"N",194624
"statig","W",729.4444444,12,6,"ADJ",183606
"station","W",545.7837838,1226,7,"N",257620
"stations","W",568.1052632,119,8,"N",228936
"statisch","W",661.5945946,24,8,"ADJ",231820
"status","W",562.5,470,6,"N",165341
"statuut","W",601.6486486,20,7,"N",170246
"staven","W",603.5555556,140,6,"N",358904
"steden","W",564.5135135,653,6,"N",468266
"stee","W",684.5,2,4,"N",262950
"steeg","W",636.2702703,382,5,"N",224493
"steek","W",570.5135135,2116,5,"WW",219985
"steekjes","W",669.1515152,6,8,"N",284122
"steekproef","W",613.2894737,5,10,"N",281449
"steekt","W",592.3243243,807,6,"WW",254906
"steel","W",646.5757576,377,5,"N",256281
"steels","W",683.4210526,1,6,"ADJ",286855
"steelse","W",713.0714286,6,7,"ADJ",338771
"steeltje","W",706.375,4,8,"N",337109
"steeltjes","W",696.88,1,9,"N",329404
"steen","W",531.8205128,1562,5,"N",417258
"steenkool","W",608.1538462,57,9,"N",403731
"steentje","W",589.3684211,119,8,"N",444197
"steentjes","W",605.0789474,39,9,"N",436492
"steenworp","W",671.53125,18,9,"N",377641
"steevast","W",631.972973,12,8,"ADJ",311836
"stegen","W",710.9666667,20,6,"WW",454607
"steiger","W",643.7567568,56,7,"N",401942
"steigers","W",650.1315789,9,8,"N",431116
"steil","W",640.9210526,77,5,"ADJ",192779
"steile","W",659.5675676,41,6,"ADJ",282352
"stek","W",615.2333333,57,4,"N",184211
"stekel","W",670.4054054,8,6,"N",264554
"stekels","W",677.5675676,22,7,"N",295128
"steken","W",593.0810811,1567,6,"WW",425531
"stekken","W",705.0416667,1,7,"N",432910
"stekker","W",636.1578947,137,7,"N",357885
"stekkers","W",662.7058824,8,8,"N",387059
"stel","W",560.4722222,9399,4,"WW",220507
"stelde","W",613.6923077,965,6,"WW",362244
"stelden","W",678.0769231,105,7,"WW",516552
"stelen","W",589.8918919,2616,6,"WW",464388
"stellen","W",591.7631579,4627,7,"WW",472443
"stellig","W",654.6774194,26,7,"ADJ",281941
"stelling","W",623.2564103,150,8,"N",332343
"stelsel","W",663.2432432,98,7,"N",296328
"stelsels","W",688.7428571,17,8,"N",326902
"stelt","W",589.2894737,2374,5,"WW",251330
"stelten","W",635.9722222,13,7,"N",509131
"stem","W",564.6153846,3784,4,"N",174820
"stemde","W",616.2631579,136,6,"WW",311694
"stemden","W",643.9411765,24,7,"WW",466002
"stemmen","W",547.4358974,1750,7,"N",417553
"stemmig","W",644.1428571,1,7,"ADJ",219179
"stemming","W",600.6153846,759,8,"N",269581
"stempel","W",553.4210526,215,7,"N",255571
"stempels","W",610.6410256,20,8,"N",286145
"stemrecht","W",668.2058824,45,9,"N",312213
"stemt","W",590.8918919,198,5,"WW",206037
"stencil","W",696.5333333,1,7,"N",327269
"stencils","W",715.7857143,1,8,"N",357843
"stenen","W",594.6052632,1222,6,"N",545436
"stengel","W",654.4,16,7,"N",452808
"stengels","W",681.9428571,6,8,"N",483382
"step","W",615.7586207,23,4,"N",173208
"steppe","W",685.5517241,34,6,"N",260789
"steppen","W",638.8,15,7,"N",415097
"steps","W",796.8461538,18,5,"N",204475
"ster","W",551.8157895,1914,4,"N",306459
"sterf","W",571.3846154,1409,5,"WW",289101
"sterfbed","W",614.8205128,76,8,"N",349602
"sterft","W",566.6666667,1995,6,"WW",320776
"sterfte","W",647.2941176,11,7,"N",424269
"steriel","W",657.4722222,60,7,"ADJ",406361
"sterk","W",553.3421053,4164,5,"ADJ",296803
"sterke","W",582.2432432,1466,6,"ADJ",383815
"sterken","W",625.1,73,7,"WW",538123
"sterker","W",567.0769231,1492,7,"ADJ",463098
"sterkst","W",624.1578947,31,7,"ADJ",384820
"sterkste","W",596.9473684,490,8,"ADJ",488313
"sterkte","W",551.5384615,364,7,"N",435217
"sterkten","W",630.8611111,2,8,"N",589525
"sterktes","W",612.3529412,2,8,"N",427512
"sternen","W",846,2,7,"N",525960
"sterren","W",561.4615385,1509,7,"N",552493
"sterven","W",578.4615385,7664,7,"WW",538994
"stervend","W",583.8421053,52,8,"WW",540206
"steun","W",560.7948718,1429,5,"N",250418
"steunde","W",609.6666667,99,7,"WW",361754
"steunden","W",605.974359,30,8,"WW",516062
"steunen","W",577.1081081,806,7,"WW",414370
"steunend","W",611.025641,2,8,"WW",415582
"steunpunt","W",614.9142857,12,9,"N",235571
"steunt","W",577.0769231,361,6,"WW",227352
"steuntje","W",609.5945946,6,8,"N",277357
"steur","W",709.5789474,11,5,"N",203614
"steuren","W",668.8947368,1,7,"N",446627
"stevig","W",542.2564103,681,6,"ADJ",209186
"stichten","W",646.0285714,211,8,"WW",469496
"stichter","W",610.6,26,8,"N",394471
"stichters","W",662.4594595,28,9,"N",423645
"stichting","W",615.2820513,193,9,"N",290231
"stichtte","W",614.3611111,40,8,"WW",323123
"stichtten","W",676.3684211,15,9,"WW",477431
"stick","W",667.2121212,81,5,"N",131125
"stiefbroer","W",629.5945946,45,10,"N",358347
"stiefbroers","W",703,4,11,"N",387521
"stiekem","W",589.7027027,511,7,"ADJ",210407
"stier","W",589.6842105,420,5,"N",297999
"stieren","W",619.8108108,90,7,"N",541012
"stierf","W",607.1842105,3377,6,"WW",280641
"stiertje","W",726.4545455,1,8,"N",372037
"stierven","W",627.5945946,537,8,"WW",530534
"stiet","W",597.3333333,2,5,"WW",204073
"stift","W",645.5675676,35,5,"N",155951
"stiften","W",656.0571429,12,7,"N",413752
"stijf","W",574.6578947,348,5,"ADJ",151231
"stijfheid","W",625.4705882,12,9,"N",219426
"stijfjes","W",640.7297297,17,8,"ADJ",216717
"stijfsel","W",644.8484848,24,8,"N",226930
"stijgen","W",581.5675676,381,7,"WW",425490
"stijgend","W",602.5526316,21,8,"WW",426702
"stijging","W",650.2105263,36,8,"N",235967
"stijgt","W",564.8918919,344,6,"WW",181078
"stijl","W",589.1052632,1078,5,"N",153745
"stijlen","W",619.1842105,23,7,"N",397626
"stijlvol","W",567.5945946,128,8,"ADJ",178411
"stijve","W",620.6315789,470,6,"ADJ",244564
"stikken","W",578.5128205,372,7,"WW",378258
"stikstof","W",646.1351351,58,8,"N",207114
"stikte","W",608.6923077,67,6,"WW",267973
"stil","W",544.6052632,7032,4,"ADJ",133517
"stille","W",558.0769231,378,6,"ADJ",231145
"stillen","W",633.6086957,38,7,"WW",385453
"stiller","W",583.7297297,97,7,"ADJ",310428
"stilstaan","W",641.9189189,229,9,"WW",350005
"stilstand","W",616.6756757,55,9,"N",314285
"stilte","W",549.7105263,1656,6,"N",267833
"stiltes","W",628.4324324,17,7,"N",260128
"stinkdier","W",621.7837838,92,9,"N",362020
"stinken","W",594.8108108,239,7,"WW",415324
"stinkend","W",567.3589744,145,8,"WW",416536
"stinker","W",621.5151515,8,7,"N",340299
"stinkers","W",648.7419355,16,8,"N",369473
"stinkt","W",602.4871795,1035,6,"WW",208925
"stip","W",638.5405405,68,4,"N",124057
"stippen","W",693.2222222,80,7,"N",365946
"stipt","W",585.0540541,129,5,"ADJ",158228
"stoeien","W",638.8205128,49,7,"WW",400190
"stoel","W",557.6666667,2239,5,"N",188411
"stoelen","W",557.3421053,490,7,"N",432292
"stoelgang","W",587.1025641,25,9,"N",264974
"stoeltje","W",593.5897436,7,8,"N",269239
"stoeltjes","W",596.4473684,7,9,"N",261534
"stoep","W",613.1891892,336,5,"N",141112
"stoepen","W",677.1818182,3,7,"N",377740
"stoeprand","W",773.4285714,38,9,"N",283413
"stoer","W",553.3846154,492,5,"ADJ",274363
"stoere","W",620.8918919,550,6,"ADJ",363068
"stoet","W",570.8387097,40,5,"N",180437
"stoeten","W",760.56,2,7,"N",438238
"stof","W",558.972973,1279,4,"N",113221
"stoffen","W",603.3947368,190,7,"N",337568
"stoffig","W",592.3714286,62,7,"ADJ",150294
"stofjas","W",687.9285714,3,7,"N",153741
"stofje","W",608.6176471,21,6,"N",186412
"stofjes","W",650.6756757,4,7,"N",178707
"stofwolk","W",656.3548387,16,8,"N",133141
"stok","W",533.3783784,633,4,"N",115505
"stokbrood","W",588.5526316,20,9,"N",199524
"stoken","W",725.4848485,87,6,"WW",356825
"stoker","W",726.6875,17,6,"N",281800
"stokers","W",702.1612903,10,7,"N",310974
"stokje","W",616.5789474,134,6,"N",187347
"stokjes","W",546.5945946,63,7,"N",179642
"stokken","W",601.4705882,122,7,"N",364204
"stokstijf","W",628.6315789,5,9,"ADJ",231070
"stokte","W",669.3448276,8,6,"WW",253919
"stokvis","W",578.8823529,3,7,"N",167425
"stol","W",720.1111111,1,4,"N",124145
"stolen","W",616.3684211,10,6,"WW",368026
"stollen","W",673.0666667,17,7,"WW",376081
"stolp","W",689.7692308,8,5,"N",121536
"stom","W",537.9166667,4544,4,"ADJ",120963
"stomheid","W",610.5,56,8,"N",190529
"stomme","W",599.6756757,4567,6,"ADJ",209388
"stommen","W",717.7391304,2,7,"WW",363696
"stomp","W",608.4571429,102,5,"N",126063
"stompe","W",771.7142857,6,6,"ADJ",208383
"stompen","W",643.9722222,36,7,"N",362691
"stompje","W",722.0625,22,7,"N",200327
"stompjes","W",786.9310345,8,8,"N",192622
"stompte","W",725.0322581,13,7,"WW",263727
"stond","W",549.8157895,7334,5,"WW",211551
"stonden","W",605.4871795,1113,7,"WW",475983
"stoned","W",709.3666667,459,6,"ADJ",196641
"stonk","W",626.6285714,103,5,"WW",148537
"stonken","W",697.8333333,12,7,"WW",389857
"stoof","W",684.0588235,12,5,"WW",140066
"stoofpot","W",614.9230769,110,8,"N",185097
"stool","W",638.6,2,5,"N",150990
"stoom","W",620.4210526,257,5,"N",147808
"stoomboot","W",665.6944444,25,9,"N",223608
"stoomschip","W",750,53,10,"N",219971
"stoorde","W",608.5263158,94,7,"WW",316975
"stoornis","W",578.6486486,58,8,"N",222937
"stoort","W",607.3428571,476,6,"WW",203907
"stoot","W",619.2368421,498,5,"WW",172715
"stootje","W",656.6,24,7,"N",222720
"stootte","W",618.3076923,115,7,"WW",284143
"stootten","W",721.84375,7,8,"WW",438451
"stop","W",531.6052632,13205,4,"WW",122779
"stopen","W",608,7,6,"WW",359407
"stoplicht","W",601.6285714,71,9,"N",247234
"stoppel","W",654.7222222,2,7,"WW",203691
"stoppels","W",692.2432432,13,8,"N",234265
"stoppen","W",570.3947368,8494,7,"WW",364668
"stops","W",662.4615385,15,5,"N",154046
"stopt","W",522.8108108,1668,5,"WW",156950
"stopte","W",624.0512821,1057,6,"WW",260443
"stopten","W",591.7631579,217,7,"WW",414751
"storen","W",579.3611111,964,6,"WW",396042
"storend","W",566.5135135,39,7,"WW",397254
"storing","W",605.3333333,333,7,"N",243103
"storm","W",559.1842105,1295,5,"N",139377
"stormde","W",602.1891892,64,7,"WW",276251
"stormden","W",602.7894737,17,8,"WW",430559
"stormen","W",618.8461538,201,7,"WW",377701
"stormloop","W",663.9459459,16,9,"N",196895
"stormpje","W",635.2580645,1,8,"N",218741
"stormwind","W",650.9411765,5,9,"N",263362
"stort","W",636.1666667,504,5,"WW",177062
"stortbui","W",667.4102564,15,8,"N",170617
"storten","W",614.7631579,440,7,"WW",434863
"stortte","W",587.7567568,248,7,"WW",288490
"stortten","W",668.4516129,34,8,"WW",442798
"stortvloed","W",730.7428571,16,10,"N",232088
"story's","W",646.8888889,1,7,"N",163026
"stoten","W",621.3428571,279,6,"WW",403671
"stout","W",597.6052632,438,5,"ADJ",150559
"stoute","W",591.2777778,506,6,"ADJ",254052
"stoutste","W",661.027027,36,8,"ADJ",321053
"stoven","W",683.8421053,9,6,"WW",362218
"straal","W",566.0810811,318,6,"N",190546
"straalde","W",589.7027027,39,8,"WW",332283
"straalden","W",614.4594595,6,9,"WW",486591
"straalt","W",602.0526316,174,7,"WW",221369
"straaltje","W",614.5,8,9,"N",271374
"straaltjes","W",669.4594595,2,10,"N",263669
"straat","W",605.5405405,4388,6,"N",217499
"straatbeeld","W",651.974359,3,11,"N",334789
"straathoek","W",648.1315789,36,10,"N",247413
"straatje","W",652.0526316,34,8,"N",267504
"straatjes","W",645.4054054,19,9,"N",259799
"straatkant","W",676.4705882,7,10,"N",282141
"straf","W",523.2820513,1550,5,"N",147506
"strafbaar","W",595.3428571,147,9,"ADJ",237827
"straffe","W",658.2647059,34,7,"ADJ",217545
"straffen","W",567.3947368,594,8,"WW",371853
"strafmaat","W",714.25,9,9,"N",243672
"strafrecht","W",646.6315789,69,10,"N",285300
"strafte","W",645.3714286,41,7,"WW",282674
"strak","W",547.8947368,733,5,"ADJ",145334
"strakke","W",652.5277778,200,7,"ADJ",239725
"strakker","W",679.0434783,101,8,"ADJ",319008
"stralen","W",560.2820513,231,7,"N",397495
"stralend","W",582.6842105,121,8,"WW",398707
"straling","W",593.7631579,370,8,"N",257395
"stram","W",643.6818182,6,5,"ADJ",142159
"stramien","W",771.8666667,3,8,"N",403316
"stramme","W",739.7142857,1,7,"ADJ",230584
"strand","W",548.7368421,1756,6,"N",241272
"stranden","W",623.5675676,109,8,"N",505704
"straten","W",607.1142857,857,7,"N",438368
"streden","W",636.3333333,32,7,"WW",457980
"streed","W",679.3684211,31,6,"WW",229322
"streefde","W",617.1052632,17,8,"WW",333047
"streefden","W",659.7297297,5,9,"WW",487355
"streeft","W",643.5833333,32,7,"WW",228458
"streek","W",545.7435897,1401,6,"N",209699
"streelde","W",601.9230769,38,8,"WW",387732
"streelden","W",640.5945946,4,9,"WW",542040
"streelt","W",608.025641,58,7,"WW",276818
"streep","W",575.5945946,290,6,"N",198696
"streepje","W",596.6666667,60,8,"N",272960
"streepjes","W",570.7368421,32,9,"N",265255
"streken","W",654.2727273,149,7,"N",415245
"strekken","W",623.2285714,154,8,"WW",422624
"strekking","W",695.0689655,14,9,"N",264192
"strekt","W",625.75,70,6,"WW",208846
"strekte","W",706.875,19,7,"WW",312339
"strekten","W",746.2,7,8,"WW",466647
"strelen","W",577.2051282,116,7,"WW",454102
"streling","W",624.3333333,19,8,"N",314002
"stremsel","W",762.4444444,2,8,"N",240581
"streng","W",575.1025641,589,6,"ADJ",337611
"strenge","W",633.4,146,7,"ADJ",449191
"strengen","W",701,9,8,"N",603499
"strenger","W",646.25,50,8,"ADJ",528474
"strengheid","W",678.4827586,2,10,"N",397997
"strengste","W",674.1081081,21,9,"ADJ",528350
"strepen","W",597.2105263,262,7,"N",399550
"stress","W",566.9210526,606,6,"N",217818
"streven","W",590.8421053,151,7,"WW",411945
"striem","W",658.3142857,6,6,"N",182400
"striemen","W",703.5405405,31,8,"N",420724
"strijd","W",559.2105263,1956,6,"N",192057
"strijde","W",702.7894737,8,7,"N",302181
"strijden","W",618.7027027,326,8,"WW",456489
"strijder","W",606.8974359,217,8,"N",381464
"strijders","W",663.3714286,184,9,"N",410638
"strijdig","W",616.7105263,16,8,"ADJ",212030
"strijdlust","W",641.7894737,9,10,"N",264791
"strijdmacht","W",692.6764706,29,11,"N",274855
"strijk","W",588.5675676,77,6,"N",174869
"strijken","W",603.4871795,201,8,"WW",416189
"strijkplank","W",604.8157895,8,11,"N",246860
"strijkstok","W",676.4848485,9,10,"N",254708
"strijkt","W",588.3243243,50,7,"WW",209790
"strik","W",583.0789474,89,5,"N",145599
"strikje","W",580.7105263,37,7,"N",217441
"strikjes","W",635.8378378,16,8,"N",209736
"strikken","W",618.3783784,124,8,"WW",394298
"strikt","W",598.9444444,265,6,"ADJ",180520
"strikte","W",655.8611111,78,7,"ADJ",284013
"strip","W",629.4871795,174,5,"N",140097
"strippen","W",584.2,100,8,"N",381986
"strips","W",587.3076923,132,6,"N",171364
"stro","W",594.5945946,78,4,"N",127470
"stroef","W",723.6571429,16,6,"ADJ",162638
"stroeve","W",760.75,1,7,"ADJ",259266
"strofe","W",776.8333333,8,6,"N",203823
"strofen","W",784.0625,1,7,"N",358131
"strohalm","W",738.4193548,20,8,"N",161819
"strohoed","W",773.2692308,5,8,"N",207642
"stroken","W",712.5806452,6,7,"N",380264
"stromen","W",626.5675676,255,7,"WW",382726
"stromend","W",642.974359,62,8,"WW",383938
"stroming","W",655.4166667,148,8,"N",234754
"stronk","W",675.84375,26,6,"N",171976
"stronken","W",718.3870968,4,8,"N",413296
"stront","W",586.3513514,1203,6,"N",210712
"strooide","W",632.6756757,11,8,"WW",306128
"strooien","W",640.5526316,71,8,"WW",412615
"strook","W",612.3333333,29,6,"N",165789
"strookjes","W",648.7027027,22,9,"N",229926
"stroom","W",538.1052632,1306,6,"N",171247
"stroomde","W",627.3333333,74,8,"WW",308121
"stroomden","W",633.972973,19,9,"WW",462429
"stroompje","W",682.9677419,12,9,"N",250611
"stroompjes","W",687.4857143,5,10,"N",242906
"stroomt","W",601.4,317,7,"WW",202464
"stroop","W",607.1388889,117,6,"N",173063
"stroopte","W",695.4411765,5,8,"WW",310727
"strop","W",609.7027027,191,5,"N",146218
"stropdas","W",637.9722222,196,8,"N",190357
"stropen","W",692.5428571,38,7,"WW",382846
"stroper","W",622.4166667,35,7,"N",307821
"stropers","W",655.9393939,111,8,"N",336995
"stroppen","W",683.84375,2,8,"WW",388107
"strot","W",627.8,312,5,"N",169309
"strotje","W",716.5384615,1,7,"N",219314
"strotjes","W",791.1,1,8,"N",211609
"strotten","W",803.1875,3,8,"N",435045
"strozak","W",722.7272727,3,7,"N",149731
"structuur","W",578.7435897,244,9,"N",164093
"struik","W",587.3888889,118,6,"N",148254
"struiken","W",613.2564103,167,8,"N",389574
"struikje","W",591.0263158,4,8,"N",220096
"struikjes","W",632.5405405,1,9,"N",212391
"struise","W",703.7727273,7,7,"ADJ",240658
"struweel","W",640.75,1,8,"N",230125
"stucwerk","W",769.6666667,6,8,"N",249918
"studeert","W",555.5641026,258,8,"WW",377331
"student","W",530.7948718,750,7,"N",369483
"studie","W",559.4864865,699,6,"N",214989
"studies","W",597.2564103,143,7,"N",207284
"stug","W",771.9130435,55,4,"ADJ",113281
"stugge","W",685.7333333,8,6,"ADJ",227083
"stuifmeel","W",658.6363636,18,9,"N",238130
"stuip","W",733.4782609,5,5,"N",125671
"stuipen","W",656.2777778,135,7,"N",362299
"stuipjes","W",777.2,5,8,"N",192230
"stuit","W",731.7241379,34,5,"WW",170916
"stuiten","W",658.8918919,74,7,"WW",428717
"stuitte","W",643,31,7,"WW",282344
"stuitten","W",682.7058824,22,8,"WW",436652
"stuiver","W",643.1111111,153,7,"N",298385
"stuivers","W",625.8823529,60,8,"N",327559
"stuk","W",562.7179487,7682,4,"N",106787
"stukje","W",568.7894737,2260,6,"N",178629
"stukjes","W",560.6315789,616,7,"N",170924
"stukken","W",615.2894737,1410,7,"N",355486
"stuks","W",626.6857143,197,5,"N",137104
"stumper","W",696.1666667,65,7,"N",269751
"stumpers","W",655.3333333,25,8,"N",298925
"stunt","W",606.974359,279,5,"N",154354
"stunts","W",619.1764706,102,6,"N",163655
"sturen","W",559.9210526,4052,6,"WW",373629
"sturend","W",593.6315789,2,7,"WW",374841
"sturing","W",670,5,7,"N",220690
"stuur","W",547.8333333,5054,5,"WW",133751
"stuurboord","W",623.9722222,266,10,"N",226422
"stuurde","W",587.3076923,1465,7,"WW",270852
"stuurden","W",602.3846154,313,8,"WW",425160
"stuurgroep","W",718.7307692,4,10,"N",182761
