"sentiment","tweet"
"positive","tafe quiz then PHOTOSHOOT with my sezdawg "
"positive","@ellie1971 *LOL* ... I think this is impossible. Unfortunately!  I wish you having a nice and deep sleep with many beautiful dreams! CU"
"positive","@daNanner Night, darlin'!  Sweet dreams to you "
"positive","@derangedangel cheer up its our birthday soon "
"positive","@matt_the_great forget the rest...You need to spend the night in prayer cause your only hope tomorrow is a good dose of grace &amp; mercy! "
"positive","Got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol "
"positive","I'm too much of a twitter lurk to use this. I will anyway, though. "
"positive","Getting a nice break, excited about classes and this INCREDIBLE weather, but especially about this weekend  home! &lt;3"
"positive","@mpconnolly finally someone else tweeting about Nouveau Riche.  #NRU"
"positive","One more hour for lunch .. its tough to kill time.. particularly when u are supposed to be working "
"positive","called my hunnybunny, and i miss her already!  night lova'!"
"positive","hit up my myspace - im goin to sleep tho so peace. www.myspace.com/dxckinyamouth "
"positive","is thinking big v twin "
"positive","@KeepinUpWKris I am so jealous, hope you had a great time in vegas! how did you like the ACM's?! LOVE YOUR SHOW!! "
"positive","@Gerry_Butler If it's something you will enjoy and will make you happy, why not do it? "
"positive","at work - listening to punk rock &amp; about to eat face cake - life is a mad lil drug "
"positive","@dougiemcfly @tommcfly good morning tom and dougie, how are you today? "
"positive","This latest episode of NewNowNext is like full of awesome! "
"positive","@Jenniferlaurenh I miss you. You were my first follower. &lt;3 We need to talk more! Or do a vlogbrothers thing and communicate thru vlogs. "
"positive","noodlebox with amanda tonight "
"positive","@rmolden LOL yes - but I truly can't believe what I forgot! OMG Oh #$@! perhaps I am doing to much? #@&amp;# that! lol w love!x  hehe help..."
"positive","...so i just ordered my copy of Hardcore Underground 3  love me, love me! Canary in skinny jeans going balls deep."
"positive","@markegli &amp; @kariegli the dinner menu this week is something pasta-y (we have cheese?) and also chicken noodle soup. "
"positive","@nicolerichie only one of the best sappy love stories ever "
"positive","just an hour and 25mins left of work and then jo and i are hitting the gym "
"positive","@cityrat59 lol! you counted 15 times! Yeah, it was a drag today...wasn't sure if my tweets were going out. seems to behave now though "
"positive","Karaoke with XT on Wed and drum lessons on Thursday!!! What a week... I'll work somewhere in there "
"positive","I'm sooooooooooo over him, its funny. "
"positive","@MaraBG Goodnight I've enjoyed getting to know you too. Twitter you later "
"positive","@JonathanRKnight Yay...Jon is an activist too!  Wooho..."
"positive","@djgreatscott ill git on dov to hookitUPPPP!!!!!!! thanks so much 4 sayin hey! "
"positive"," Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554"
"positive","@pmeanwellralph not at ALL.  I was SO offline from here for about 6 wks with my PACKING and then MOVING to #Vegas. "
"positive","@LaBelleMusik I got slumdog millionaire from my netflix today. yeaaaaaa "
"positive","@EmilyCello Nessun realmente! ... I guess &quot;No! Davvvero!&quot; is what you mean "
"positive","i'm feeling somewhat artistic...time to break out the sketching pad, i feel a new dress design coming "
"positive","3 apples, 2 nectarines, 1/2 flat strawberries, 1/2 bag of grapes, cup of chopped walnuts, sliced, diced, and mixed 2 yummy perfection "
"positive","turkish style = ek sure  re: http://ff.im/1XWae"
"positive","@EivindJ I wish my dentist told me that. "
"positive","ahhhh time to feed the tribe lol chicken casserole with veg yummo "
"positive","@DEEJAY_BOOGIE ya we did trying to beat traffic but ya hope to be back soon "
"positive","@hiphopnonstoptv  That's a lot of people for sure!"
"positive","@RightGirl Give it a try. Twitter will still be here if you can't. "
"positive","@pfspleen I'm good! Had some very strange dreams last night but hey dreamin' means i'm sleepin'  How's you this morning?"
"positive","@mkl4  oops sorry dude, i'll go and get on that.  i'll be looking forward to your tweets "
"positive","@lapcat Need to send 'em to my accountant tomorrow. Oddly, I wasn't even referring to my taxes. Those are supporting evidence, though. "
"positive","@angiekaybee yep i saw him in february and i get to see @dfcook on may 8th. looking forward to seeing him again "
"positive","Hoping I can get some good sleep tonight... Poor baby, I still feel bad. A nice warm lavender bath made her feel good though  she's tough!"
"positive","@jfreem94 got a grade of 96.8/100 on @grader.  Check it out:  http://twitter.grader.com/jfreem94. Twitter fun! "
"positive","Just won 20$ on unc game "
"positive","@DaveB41 can you help? "
"positive","finally going to bed!  so tired. Was gonna watch The Hills but didnt =/"
"positive","@LordPov Are you meant to add on the back of that &quot;twittering from a toilet cubicle somewhere&quot;? "
"positive","@stylekid  the mint ones are the fall cookies.  The spring ones are the chocolate/vanilla.  I think I can still get some mint ones. "
"positive","@Lyanna I couldn't agree more "
"positive","A fair goodnight sweet Twitters. Have pleasing dreams and a restful slumber. "
"positive","@Ramoso Hihi I love it! Drinking Red Bull in the morning  "
"positive","Finally made my map of Panama. &quot;What's a Panama, is that like an animal?&quot; Haha love my friends "
"positive","@Susielin I LOVE YOU and ain't no one in this whole world who could convey that to you like me! "
"positive","@ElaineGiles LOL 3 is enough, mind its never off as it is on my second monitor "
"positive","@pkahleeb how that big baby boy doing? How are you and Em doing? Have you figured out you may never get a full nights rest again? "
"positive","@youtube  check it out  my page subcribe updating soon http://www.youtube.com/user/KoolKidzBlock"
"positive","http://tr.im/imwb &lt;- ?i m�y bay n�n ng?i ch? n�o ?? l�c r?i th� c? h?i s?ng l� cao nh?t? "
"positive","I noticed a lot of Apple product placement tonight  #hhrs"
"positive","@heidimontag Great episodes.  Didnt know there would be two!"
"positive","@smange Oh France instead? That'd be fine by me, too!  Oh I see... Agen. Nice spot?"
"positive","T @BennyGreenberg Tools of the Road Warrior http://hub.tm/?KXJBQ Pretty Cool - Please Retweet "
"positive","@MerCleve go to sleep. I hope u pee on yourself in the middle of the night.  I'd hate to have to beat u on the golf course tomorrow. "
"positive","@Pesamob i was in Kenya when i was 11 years old, one of the best holidays of my life! it was amazing! my hubby is South African "
"positive","tea and the tonight show  .. say hello to john melendez, kevin eubanks, and the tonight show band!"
"positive","Good morning everyone!  It's a sunny day here!"
"positive","sitting here watching a lovely young man watch anime on youtube   Sweet  He's so interesting "
"positive","@jaybrannan it doesn't =( just take it and run with it! "
"positive","http://twitpic.com/2y3cc - new baawwnggggg!  but no green. sigh."
"positive","@esotericsean heh, thanks for advertising my skills "
"positive","@tommcfly ah, congrats mr fletcher for finally joining twitter "
"positive","@berofx: good luck with your challenge "
"positive","@jorskwen omg i sooo cannot wait. once it's properly ready will take pix and upload k! "
"positive","is feeling a little cold, but very very happy about being back home again "
"positive","Last call soon! Slow night "
"positive","@FizzyDuck Five? Seems a little bit too late in the morning but what the hell ! "
"positive","@DanniAsheOnline Awwww she called me sexy  nice! you rock Danni! you just made my night gurl! muah! I'll give you props anytime! "
"positive","Apart from I-tunes, can anyone recommend a good and reasonable download site? And I should say &quot;legitimate.&quot; "
"positive","By the way... I never imagined that I'd have 111 followers. Thank you all, even the robots "
"positive","@ty_fed u asked earlier about waking up....guess what...waking up at 3 am is bullshittery too! Past bedtime night guys! "
"positive","Only �18, that's brill! I can see my pic now, did I disappear for a while? Strange. "
"positive","Champions League back on tonight "
"positive","@augustography hmmm think we need to get you climbing up hills .. you'll be really sining then "
"positive","Didn't place in the Peeps contest but thanks for voting anyways. "
"positive","Up bright and breezy this morning and looking forward to a life sorting run at lunchtime "
"positive","@mehulbhuva Good luck, and let me know how it goes! "
"positive","the best way to succeed is to make all the right mistakes "
"positive","Just installed twitterberry on my blackberry bold "
"positive","(@thuquoc) jizzin' in my pants excited about seeing ARMIN VAN BUUREN tomorrow "
"positive","@nsastrasasmita k. i'll try to figure it out. i'm gonna go to bed. night night  "
"positive","@andy065 podcasts are on my laptop "
"positive","http://tinyurl.com/dg82p9  ok this might be in top 5 funny family guy clips "
"positive","@HuntersMama1985 LOL, I was thinking the same thing "
"positive","@nanalipzz89 BabyKnightOwl  I won't call you Trudy if you don't want it lol I am fine why are you in a bad mood sweetheart?"
"positive","looooooong day ahead! another sunny day "
"positive","@thejoe78 sounds like you're enjoying pregnancy "
"positive","Had an interesting, really random day... I'm glad my friends have found it hilarious... keeps me goinig. "
"positive","@JonathanRKnight I am beginning to think that you are now finally Twiverted "
"positive","My brother is sick too lol. Quite weird "
"positive","@nileyjileyluver Haha, don't worry! You'll get the hang of it! "
"positive","@JonathanRKnight hmm you have a lot to say tonight! That's great!  Of course, here I am up late reading it. haha"
"positive","It's been a while since i have watched the Cosby Show, i forgot how funny it was  BUT CAN'T SLEEP THOUGH grrrrr"
"positive","A jar of jif and a spoon is all I need "
"positive","@zeet75 Hahaha. ) I'm taking HRIM.  So I think it's only basic math. "
"positive","@fachatc  Obi und Hornbach. #Baumarkt (via twitter.com): @fachatc  Obi und Hornbach. #Baumarkt http://tiny.. http://tinyurl.com/d9wnza"
"positive","@JoyAndLife am doing well... just been hectic and busy with work and family "
"positive","@ballookey Recoil pal? I'm a guy like me!  I will grab this up online tomorrow, currently texting from bed like a moron."
"positive","@tothepc Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun."
"positive","@karanbir Excuse me? 3 yrs ago you were all over Subway's nuts  Indian Restaurant, cuz all these years I still haven't been to one."
"positive","... 31 days until I leave for Ontario!! "
"positive","I am doing a study of Think &amp; Grow Rich - Wow - it's amazing how timeless the law of attraction is! So now we're on our 6 step program! "
"positive","On leave today.. taking care of the baby. He is going to be 8 months old "
"positive","@BuzzEdition how have you been susan "
"positive","@pinkcat Morning "
"positive","@aaminahh I'm excited about the books you received too! "
"positive","@Mpits its super easy lol I wish everyone would jump on the bandwagon "
"positive","HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you "
"positive","http://twitpic.com/2y4ky - Cute shirt from @threadless "
"positive","@camillejaiden Dude.  Wow   Now I kind of sort of wished I'd gone, but still ehh.  $35 for 1 band."
"positive","ugh... allergies are killing me tonight! this house is driving me crazy! you and i should just run off and live in a bubble together  yes?"
"positive","@noarmsjames my lovely man is cooking me dinner and then we're going for a walk "
"positive","should be in bed, but whatever "
"positive","@darkknight808 okay! I think little oven again on wednesday!  7-9pm?"
"positive","@theDebbyRyan  where!!?!? "
"positive","I have eight days off in New York before dance. booking my flight now "
"positive","Pray for my friend @growline late work...pray it all goes well...with energy from our Lord!!  God is Good! #worldprayer"
"positive","@fmsQuatro the A's are my AL team "
"positive","@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! "
"positive","@davidgideon Yeah, those were the days  - no, it's now around 1.47ish..."
"positive","@Fang04 i dont know how to tell u this, but ive found soemone else...jk "
"positive","Im going to JAY LENO!!! "
"positive","@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!"
"positive","@Mike_Greening .Man - you need to get back on the horse. "
"positive","@kayotae Just had a martini myself. "
"positive","@ApothecaryJeri  I love Sicilians best damn pizza on the planet [says I] "
"positive","@Scyranth "
"positive","@nashipear Sorry I am talking to my best friend.. So I havent replied!!  But I can talk to you too!"
"positive","@MintCool uh, because we really need each other, plus, you'd be my designated driver on PCH "
"positive","@RyanStar  Hey Ryan, just thought I'd say that u put on a great show in Radford Sunday night, &amp; I'm so glad I got to meet you! "
"positive","noches twitterricolsss "
"positive","@mrskutcher it's only 1am here...i'm just on my way TO bed lol. weird. hope you have a good morning! "
"positive","@bumbers Even though this will be my 3rd SlingPlayer Mobile, but I am as excited as ever "
"positive","ok, it's officially my birthday!  crack a beer if you got one, that's what I'm doing "
"positive","@momentbymoment1 - I'm sure you and your site will! "
"positive","@Stacey9705 ahh hi stacey! "
"positive","Totally in awe of Firebug for Firefox. Wow.. now that is a cool tool "
"positive","@creativejenius long story man!! ill tell u one day when we have more time to talk  :["
"positive","Going training with a bug in my system. Thank god Shihan is coming up "
"positive","@stonedi Awww, you're so sweet. Thank you for the compliment "
"positive","@MrChInBsC changed the channel... "
"positive","I have a new background  It didn't exactly work how I wanted but I was bored with the old one."
"positive","@geekmp3 I can, I just have to convince a friend to go with me to sign the paper.   I don't think it's Ultimate or anything fancy, though."
"positive","@LBheart_Jessica Yes... I'm going to Kenya in August for 10 days w/ Tumaini International, loving on cute AIDS orphans. SO excited! "
"positive","@robs_maid thanks "
"positive","Nice run last night in the rain. Nobody about just me and some twittering birds!! Spinning tonight #triathlon training "
"positive","http://twitpic.com/2y3v4 - vote for Gilles Marini on Dancing with the Stars! "
"positive","Gooooooooood Morning Twitterville. I wonder what today will bring and which song I'll have stuck in my head most of the day "
"positive","@EdwardLawrence different time zones or way too much coffee. "
"positive","@ PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&amp;B-would love to work there!"
"positive","is watching Prince Turns to Frog  http://plurk.com/p/n04bs"
"positive","can't stop laughing "
"positive","@wolfsoul Thanks!  "
"positive","@JMAC777 i like how you real mature bout it. nd they not ya average abc rhymes "
"positive","@KevinRuddPM: you're a dead set legend! Please make the broadbands super fast I will love you forever. "
"positive","@ShawnORourke lol tru dat! thanks bro! "
"positive","@koriannespeaks  your blog is like an addiction for me."
"positive","He feels what I have felt right now, can't sleep and need attention from somebody "
"positive","@I3renda maybe. there's nothing wrong with being caring. but try not to care too much. "
"positive","@JoeandJesse awesome!!! see you there!! "
"positive","@MajorGutterball and goodnight also! "
"positive","I like making friends with people who are building very cools things. One such person is @nathanchase who built http://flickchart.com "
"positive","@janicerose i know u are  best one too"
"positive","BeiiNg NaUgHtY "
"positive","@RuthyLANY Awesome! I love that show. No, I didn't see it but, I did record it, so I'll probably watch it in a little bit.  Ryan's cute."
"positive","I'm up. quite... err, early. My colleague &amp; i are off for outfit hunting. Need some new gowns. Gonna leave my 2 big babies sleeping. "
"positive","@justis likewise "
"positive","@paulmason10538 Ha-ha, don't you go starting again. I've stopped playing with it now, Mobbler I mean "
"positive","Bad day today just bad but loved seeing sancha again "
"positive","@SuperTim hehehe thanks!  I saw it in the store and just couldn't leave without it. I love hats. "
"positive","@DonnieWahlberg you make me smile "
"positive","Or maybe i can -_- Idk i still think twitter is weird but i like the name "
"positive","@phatelara awesome Debbs! "
"positive","@LisaNoelRuocco oh and i like your new hair too. i think it really suits you. "
"positive","would love to stress that her last status was directed towards her wonderful parents, not her amazing Twitter contacts! "
"positive","@janeeTMB thank U so much, you're not late, technically there are 45 mins left in the day since I'm in Cali.  "
"positive","Nikki is off working her ass off on a bike, trying to recover from her knee injury.  (Good for her. "
"positive","@maxandcats there was an avvie of me but this is bunny week! my pic returns on Monday "
"positive","@leogaggl 3 would be nice  Outside of TAFE SA for the moment"
"positive","Mmmmmm shower and cozy bed. Soooo nice after this long day "
"positive","@asurana you're welcome, I haven't used aptana in &gt;6 months, let me know if you like it. "
"positive","@KatiePorrello thank you Katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! "
"positive","@shannonelizab Happy Anniversary! As promised, here is your present from all of us at DSFF.  http://www.youtube.com/watch?v=mp1JzFFLMS0"
"positive","@RRankinWalker i would LOVE to be in California! "
"positive","@NLPride08 oh alright "
"positive","I think im in love "
"positive","Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram "
"positive","@nick_carter Your weird. The end. "
"positive","@drdrew *gives a hug and a cookie* Hope you feel better! "
"positive","@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in"
"positive","@rodnet  I think #PHP would be much better if they got rid of half of the functions in the language "
"positive","@Cookcj I love reading your tweets but it would be nice to see your lovely mug when I read them. Where's your picture? "
"positive","@viaHourt ahhh i see i see.  im in bed watching ugly betty  lol"
"positive","fight fight fight "
"positive","@sarakgee  im not sur ehon, im coming with 2 more people, we have like 10 days. How bout ya'll come ot LA? "
"positive","Hi @DaveJMatthews ! Greetings from Poland, love your music "
"positive","@milagro88 LOL! That's ok. Yeah, we did.  He's looking forward to Thursday since we're going around for Visita Iglesia. 14 churches!"
"positive","A je kak�en rip od Trenutek resnice? Link, link, link "
"positive","@DontaStorey Boy stop Pssh!  What you been up to?"
"positive","@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!"
"positive","For everyones clarification I am not on the run from the law or anything I am just having a few quiet months trying not to go out "
"positive","Jasmine and Bohdi are here for the holidays!! "
"positive","My Chumby blasting 80's tunes....good times.  http://www.matthartley.com/chumby.html"
"positive","YO CONOSCO A SUMMER GLAU !!!!!!!!! SUMMER GLAU IS MY FRIEND "
"positive","@markhoppus lol you�re so fucking funny "
"positive","@Shantymanfan I got your package! Wow, I'm so excited! My very own one! So, do I plant it in a pot for now, and water it till it grows? "
"positive","amazing night with llama and malcolm and megan&lt;---fuck the theatre! "
"positive","Now we just need to get Yvonne a blackberry and a twitter account "
"positive","@xJane Well, since I'm on the subject, maybe I'll complain about it some more. "
"positive","@mayhemstudios Yes, using it for 3 week now. Pretty happy with the result "
"positive","I am at work.....going shopping soon "
"positive","had a wonderful Portland evening! Thanks Carrie "
"positive","@mantia Do you have an example of the animation? I mean a youtube video or something? I'm curious to see it work. Snowing there too? "
"positive","@lchin jogging while talking about ruby... the new frontier of fitness for the ruby hacker?  seems cool anyway"
"positive","@realchrissystar I'm sure if I saw you I'd think you're way little! "
"positive","@matswife Yes you do have followers...12 of them! That's gotten at least one person into serious trouble "
"positive","@TerryFree Yes unfortunately, but did have a day off yesterday and got another on Friday so its a 3 day week "
"positive","Watching funny TV show clips on Hulu.com  "
"positive","If I can make it to bed without running into a wall or tripping over my own feet, that is. Heh. "
"positive","Wondering why Twitter had the arse with me last night. Bizarro!  xx"
"positive","Going to bed after a very blessed day today night twits! "
"positive","www.twitter.com/Go0seEgg .. add our baby!!! "
"positive","Maybe if I jus listen to hawaiian music everyday my life will be more relaxing haha no? (via @lisakimfleming)worked for me "
"positive","@idonthavefleas "
"positive","@jaredleto Yeah...Here is 1 vegan  P.S. Jared, you are one of the greatest artist of all time !"
"positive","@JamesDeen you are my own personal Jeepers "
"positive","@Hetty4Christ yeah, no problem  yw means to me your welcome ;-)"
"positive","@klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka, heaven and eggs ba to? "
"positive","@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. "
"positive","@contactnaveen this is gr8 news indeed "
"positive","city all day soo happy to be home. school in the morning "
"positive","hanging out with Emily. I love her. She's wonderful. "
"positive","Fast &amp; the Furious! It's awesome... Vin diesel? F-ing hot! Same goes for Paul...yum "
"positive","@enbaldarlingg No, that's just the mirror you're looking in. "
"positive","got a great background from @professorhazard now!  "
"positive","@missvic what do you mean, I do those things now and I'm OLD! "
"positive","@JonathanRKnight how does it feel to have thousands of girls anwering ur every twitter? Must be cool "
"positive","@PhillyD hope he's doing better. best reguards and get well wishes. "
"positive","@Malunis Ohh! Classics Armada. I'd want the Seekers in that series, or the minicons. "
"positive","Lets Drop ..Ich hatte gerade K�se auf Toast. Germandoo. Oh the Joy of knowing some words in german  (via twitt.. http://tinyurl.com/dbwg8p"
"positive","got my beta code of bumptop need to find a machine to run it  #bumptop"
"positive","day 2 is almost over!  i can't wait to eat wade...hehe..."
"positive","@ArfanChaudhry  Candles are not ment for a specific gender. Im telling u. U gotta be open to things of life. Don't matter what it is. "
"positive","@brainstormprick broke ya record and i got 2 witness it  yaaaay!"
"positive","Working papers - what the original order called Flying Rolls &amp; we call &quot;Aerodynamic Biscuits&quot;  - also available. http://bit.ly/BsS7b #wbc2"
"positive","@dj_bubble ur welcome  ...yes I have 'Accounting' Exam today"
"positive","@julesbianchi OMG, you participated in the Fusion Tour, looks so cool "
"positive","@teleken It's a feat of USB engineering! Makes every day a party.  "
"positive","@DefyGravity81 damn B, espanol and francais? you are one talented lady "
"positive","@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? "
"positive","@M2ThaK Lmao ...5$ footlong ...yOu're retarded "
"positive","@michellecottis  God! how many Tweets do you make a day. I have 89407 calls left for today "
"positive","@sherlockjr but you can't be bitter if you stop watching! "
"positive","Better then what I thought, I can sleep now "
"positive","@squishymatter good night and wonderful dreams and thanks for checking up on me "
"positive","i just finished doing my nails, they are electric blue "
"positive","Today its biz side vs dev side @yunoo  Tennis, bowling &amp; beers! Let the games begin..."
"positive","@therealjspace am I the first one to tell you you tweet the most while drinking! LOL. "
"positive","   uploading pictures on friendster "
"positive","@mmcallen Sigh, wish I could have a GMIC meeting here in San Diego! Spoke to Johanna already, she said it was great... "
"positive","Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter, so it will wash off. HARDCORE "
"positive","mock + documentary=mockumentary  "
"positive","@comeagainjen Which two people?? "
"positive","@blooms5887 Just use Tweetdeck and you can update facebook and twitter at the same time "
"positive","I LOVE @Health4UandPets u guys r the best!! "
"positive","is at Moffitt Library with Ate Golda and Kuya Rosauro  iChat with Ate Golda = So much for studying -_-"
"positive","@benhafner i would have to agree that @jocam is quite an amazing girl....and in a few weeks I'll be having dinner with an amazing couple "
"positive","@darthweef thx. you guys would definately had fun. but i do know you were already having awesome times in sf -part of rev3's scam school! "
"positive","loves clean sheets "
"positive","finally back on twitter "
"positive","@lordshaper baited breath, huh?    I hope we can't maintain those expectations!  Shooting for an update this weekend.  keep u posted!"
"positive","@GoldenFish00 I've got the DVD! (well it's not mine!) "
"positive","Tune Hotels, has opened bookings for brand new rooms in its upcoming new hotels in Kuching. "
"positive","Really tired. Going to prepare for bed. G'night! "
"positive","Sleeeep time! I'll check back in tomorrow!  raining tomorrow? wtheck?"
"positive","@teknetia thanks!! "
"positive","Strawberry cheesecake ice cream and Captain Jack Sparrow.  Yeah, it's a good life. "
"positive","@snufsnuf I'm living in penang, its far from singapore plus i'm just getting started on IM so maybe a little while before i can go travel "
"positive","@nick_carter http://fanclub.backstreetboys.com/chat.php  ? is not crazy! we're like 3 persons there! lol"
"positive","@procoder hmmm, sure sure  so what r u upto ? hows the day for u?"
"positive","Het Tony, isn't you given forename &quot;Anthony&quot;? So that would make you no so cool.....right? TW "
"positive","tweeting from my brand new Sony PSP... just because I CAN!!  "
"positive","Good morning to all followers. I wish you a nice Tuesday and good luck with your business. | Allen Verfolgern einen sonnigen Dienstag.  "
"positive","@ddlovato I saw u were on and I just wanted to say hi! U r an amazin person + an inspiration.Thank you so much! I hope I can meet u 1 day "
"positive","@ashleeadams doesn't make you look fat at all man. Good photo. "
"positive","@Jen_Huckdoll I'm headed to bed soon. Maybe.  I miss my west coast time zone days."
"positive","@loic I want to see that too! But it'll take so long to get 800 friends.. "
"positive","Studying philosophy and math... &lt;----BLAH aka listening to music and on twitter, facebook, and myspace "
"positive","laying in bed. I have high hopes. it's going to be good.  God is GOOD !!! "
"positive","@EricBttn Yeah right!! Just hang out with the cast and accidentally have ALEX fall in love with you too right??? "
"positive","@michaelgrainger we have much more than that in common my friend!! "
"positive","@mariannemarlow Hehe Watch out for it tho  Have a great morning at your end..."
"positive","@RepeaterBand I missed the show last Friday! I was so bummed! But I'm excited that you guys will start recording with @ROSS_ROBINSON !! "
"positive","@jakechew ang ganda nga ng mr. intentional "
"positive","kisha they cnt get over u til they get out frm under u just remember ur on top "
"positive","Finished reading 1st book of the Hollows series by Kim Harrison 'Dead Witch walking' LOVED IT!  Started book 2 already  "
"positive","@dorkas426 i totally took the change of scenery. it was great. "
"positive","@chazdrums if i know how to do something, and have time... Its so easy to answer "
"positive","@myopicjoe Yup, not many of us are named &quot;Benjamin Button&quot; "
"positive","@katdogs Ya I'm first generation here in the states so my parents and grandparents mainly speak Greek.  Yiayia's are the best! "
"positive","vote for @xxStephy http://www.tripcentral.ca/PHP/funny/index.php?action=playVideo&amp;videoID=89 !  yayyy"
"positive","Progress on the Math Quilt is slow, but steady. Tomorrow I will teach children and finish sewing the Quilt. Then on to my beloved comics "
"positive","@DrSecret Nice to meet you too buddy "
"positive","believes i'm a twitter-whore. (twitterers Anonymous), T.A meetings here i come "
"positive","Just tryna get inspired thats all "
"positive","is twittering at uni "
"positive","@chocolate_dip lol i wasnt complaining just making sure @yoeyfreshier wasnt getting off before me but @tivon cleared that up "
"positive","@comeagainjen hey x] just wanted to say your awesome, and angilena or however your spell it has nothing on you "
"positive","I'm on brookes computer on piczo and twitter watching viva la bam. ?luv it? its 1:00 am and still in my skinny jeans. "
"positive","@phatelara morning debbs webbs!!  Hope you had a nice sleep! "
"positive","almost late for work had ten minutes to get ready, the lack of sleep had it's consequences. factory on friday. beachbar on sunday "
"positive","@suitelifeofkell that's freakin' cooool   i love twitter .haha"
"positive","@Steve_Buscemi I'll feed you for life is you say my cookies are the best. "
"positive","@julieand break out your Bible and share some scripture...its what I do!! "
"positive","@vene2ia I know...what a crazy world! "
"positive","Had a great night..really enjoying life  "
"positive","@vdichev Don't read past tweets  Hey, it's not email!"
"positive","is home from work "
"positive","@aniita_0517 Ani!! You finally discovered twitterworld!! hehe welcome!!!!   Oh this is so good! "
"positive","@jamiegirl9 you silly goose...taking the cleveland browns to the superbowl eh?  i'm rootin for ya! "
"positive","back from school, long walk! its flippin cold outside  2 days ago it was sunny, next day raining, and today snowing!"
"positive","@Bncngoffthwlls Like the ones i have now, but am willing to look at other ones "
"positive","loving life... and loving you "
"positive","Good morning twitters! Tuesday... but like Thursday "
"positive","Gooooooood morning to ya all! "
"positive","@gary_hitchman thanks. "
"positive","@leoncitobonito oh! that's cool. the mug came out well. good job. "
"positive","ADD ME ON MYSPACE!!!  myspace.com/LookThunder"
"positive","@mandiebear I promise.I am so tired today I think it'll be an early one for me too. Tis 4pm &amp; I'm stuffed  #blib"
"positive","herbal essence  smells so good"
"positive","Almost Wednesday...NIte all. "
"positive","@lauredhel I just friended you on LJ "
"positive","@JonathanRKnight Hey Jon we all love ya and understand,that's all it counts  "
"positive","@tayswift Im glad to hear im not the only one awake at 2 in the morning "
"positive","@ravensymone hayy! big fan love your music and your show !! "
"positive","@rowanpony And I thought I was cold this morning in 16 deg C weather? Brrr!  "
"positive","@Honey3223 Lurkers now that was interesting "
"positive","supposedly i should be a motel owner, to get an insurance for the same as per some call-center execs.... man i feel rich "
"positive","@munche yay for following me!  I'll try me best to entertain the shit out of you via twitter "
"positive","@jeanchia you're welcome dearie!  voted already! goodluck!"
"positive","@lightblue_82 woo, you won't regret it. "
"positive","@Kal_Penn Maaan, I'm going to miss Kutner. He was my favorite on the show. Keep being awesome, Kal! "
"positive","I love you best "
"positive","@deon upload di indowebster dong banggggg "
"positive","@TheNewsChick u are a true fan (and optimist). i'll take a winning season   #Mariners"
"positive","@Hematocrit Are you serious? "
"positive","@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8 "
"positive","@dangersqueezit I agree. I have weak enough teeth as is without bleaching away layers after layers.  Oh and Victory! Or death?... "
"positive","Yesss, Chris's parents are going out of town on Friday till May. You know what that means... Rachel is moving temporarily "
"positive","Much Luv to @espressowoman54 &amp; @tommyruffin who's now following me on twitter!! "
"positive","@ellie1971 yes, that�s a good idea!  how late is it at your side of the world?"
"positive","@cameradeath  Well we're glad you're back.  Any pics from Curvy?"
"positive","@javajive humm, the iStore had alot of similiar reqs. Maybe you should head their way "
"positive","No much traffic at the vacation time, but the few cars are driving more than crazy. Most germans are very agressive drivers.I miss Canada "
"positive","@JonathanRKnight you close your eyes and pick one and hit reply. "
"positive","@araza13 it could have been one of those miniatures "
"positive","Headed off to Wal*Mart for more boxes. Uber excited "
"positive","@NormGregory Oh and I'm a HUGE Big Love fan! Trying to wrap Season 2 up. That show is so creepily accurate - take it from a Utah girl. "
"positive","@DaKing240 never mind  I hope GF II is worth buying it ?"
"positive","@StacieLane Oh...well, never mind then.  lol But what if a guy you really liked had a mama like that?"
"positive","listening to then by Brad Paisley! "
"positive","@TissieTC I agree with you!.. @nick_carter doesnt love us as much as @brian_littrell does  ? cuz he comes and visit us at fanclub chat!"
"positive","Dodgers beat the Padres  Go Blue!"
"positive","@daygan Wow! This Ubuntu feature is really cool  ?? again! Got More??"
