cue,pos_cue,pos_feature,pos_translated,a1,a2
print,noun,noun,noun,none,none
print,noun,verb,noun,past_tense,none
print,noun,verb,verb,none,none
print,noun,noun,verb,present_participle,none
print,noun,verb,verb,characteristic,none
printer,noun,noun,verb,person_object,none
printer,noun,noun,noun,person_object,none
printer,noun,noun,noun,numbers,none
printer,noun,noun,noun,none,none
printer,noun,noun,noun,present_participle,none
printer,noun,noun,noun,third_person,none
prison,noun,noun,noun,numbers,none
prison,noun,verb,verb,none,none
prison,noun,verb,verb,past_tense,none
prison,noun,noun,verb,actions_process,none
prison,noun,noun,noun,none,none
prison,noun,adjective,noun,person_object,none
prison,noun,noun,noun,person_object,numbers
prisoner,noun,other,other,none,none
prisoner,noun,adjective,adjective,none,none
prisoner,noun,noun,noun,numbers,none
prisoner,noun,noun,noun,none,none
prisoner,noun,verb,noun,past_tense,none
prisoner,noun,noun,noun,person_object,none
prisoner,noun,adjective,noun,person_object,none
prisoner,noun,noun,noun,person_object,numbers
prisoner,noun,verb,verb,past_tense,none
prisoner,noun,verb,noun,not,past_tense
prisoner,noun,noun,verb,actions_process,none
prisoner,noun,adjective,noun,characteristic,none
private,adjective,verb,verb,none,none
private,adjective,verb,verb,present_participle,none
private,adjective,verb,verb,third_person,none
private,adjective,adjective,adjective,none,none
private,adjective,verb,adjective,past_tense,none
private,adjective,noun,adjective,person_object,none
private,adjective,noun,adjective,characteristic,none
private,adjective,verb,adjective,third_person,none
private,adjective,noun,noun,numbers,none
private,adjective,noun,noun,none,none
private,adjective,adjective,noun,characteristic,none
private,adjective,other,noun,characteristic,characteristic
private,adjective,adjective,adjective,characteristic,none
private,adjective,noun,adjective,numbers,none
pro,noun,noun,noun,none,none
pro,noun,adjective,adjective,none,none
pro,noun,verb,noun,present_participle,none
pro,noun,adjective,verb,actions_process,characteristic
pro,noun,other,verb,actions_process,characteristic
problem,noun,adjective,adjective,none,none
problem,noun,noun,adjective,characteristic,none
problem,noun,noun,noun,characteristic,none
problem,noun,adjective,noun,characteristic,none
problem,noun,noun,noun,none,none
problem,noun,verb,noun,past_tense,none
problem,noun,verb,noun,third_person,none
problem,noun,verb,verb,none,none
problem,noun,verb,verb,past_tense,none
problem,noun,verb,verb,present_participle,none
problem,noun,adjective,verb,not,characteristic
procedure,noun,verb,verb,none,none
procedure,noun,verb,verb,past_tense,none
procedure,noun,noun,noun,none,none
procedure,noun,noun,noun,numbers,none
process,noun,noun,noun,none,none
process,noun,noun,noun,actions_process,none
process,noun,noun,noun,actions_process,numbers
process,noun,noun,noun,numbers,none
producer,noun,verb,verb,none,none
producer,noun,verb,verb,numbers,none
producer,noun,noun,verb,actions_process,none
producer,noun,adjective,verb,characteristic,none
producer,noun,noun,verb,person_object,none
producer,noun,adjective,adjective,none,none
producer,noun,noun,noun,none,none
producer,noun,noun,verb,person_object,numbers
producer,noun,verb,verb,third_person,none
product,noun,verb,verb,none,none
product,noun,noun,verb,person_object,none
product,noun,noun,noun,none,none
product,noun,noun,noun,numbers,none
product,noun,verb,verb,past_tense,none
product,noun,noun,verb,person_object,actions_process
product,noun,noun,verb,person_object,numbers
product,noun,verb,verb,third_person,none
production,noun,noun,noun,none,none
production,noun,verb,noun,present_participle,none
production,noun,noun,noun,actions_process,none
production,noun,noun,noun,characteristic,characteristic
production,noun,verb,verb,none,none
production,noun,verb,verb,present_participle,none
production,noun,noun,verb,actions_process,none
production,noun,verb,noun,past_tense,none
production,noun,noun,verb,person_object,none
production,noun,noun,verb,person_object,numbers
production,noun,noun,verb,time,person_object
professional,adjective,noun,noun,none,none
professional,adjective,noun,noun,person_object,none
professional,adjective,verb,noun,characteristic,present_participle
professional,adjective,noun,verb,actions_process,none
professional,adjective,noun,verb,person_object,none
professional,adjective,noun,noun,third_person,none
professor,noun,noun,noun,none,none
professor,noun,noun,noun,numbers,none
professor,noun,verb,verb,past_tense,none
professor,noun,noun,verb,actions_process,none
professor,noun,adjective,verb,characteristic,none
professor,noun,noun,verb,person_object,none
professor,noun,noun,noun,person_object,characteristic
professor,noun,verb,verb,none,none
professor,noun,verb,verb,third_person,none
profound,adjective,adjective,adjective,none,none
profound,adjective,verb,verb,present_participle,none
profound,adjective,noun,verb,person_object,none
profound,adjective,adjective,verb,actions_process,none
profound,adjective,verb,verb,past_tense,none
profound,adjective,adjective,noun,characteristic,none
profound,adjective,noun,noun,present_participle,none
profound,adjective,adjective,noun,present_participle,characteristic
profound,adjective,noun,noun,present_participle,numbers
profound,adjective,noun,noun,none,none
profound,adjective,noun,noun,numbers,none
projector,noun,verb,adjective,present_participle,none
projector,noun,noun,noun,numbers,none
projector,noun,adjective,adjective,none,none
projector,noun,other,other,none,none
projector,noun,noun,noun,none,none
projector,noun,verb,noun,present_participle,none
projector,noun,verb,verb,present_participle,none
prom,noun,noun,noun,none,none
prom,noun,noun,noun,numbers,none
prom,noun,noun,noun,present_participle,none
prom,noun,verb,noun,past_tense,none
prom,noun,adjective,adjective,none,none
prom,noun,verb,noun,present_participle,none
prom,noun,noun,adjective,numbers,none
promise,noun,noun,verb,characteristic,none
promise,noun,verb,verb,none,none
promise,noun,verb,verb,present_participle,none
promise,noun,adjective,verb,past_tense,past_tense
promise,noun,noun,verb,actions_process,none
promise,noun,noun,noun,none,none
promise,noun,noun,noun,numbers,none
promise,noun,verb,verb,time,none
promote,verb,verb,noun,actions_process,none
promote,verb,noun,noun,actions_process,person_object
promote,verb,noun,noun,actions_process,present_participle
promote,verb,verb,noun,characteristic,none
promote,verb,adjective,adjective,none,none
promote,verb,adjective,adjective,magnitude,none
promote,verb,other,adjective,characteristic,none
promote,verb,noun,noun,none,none
promote,verb,noun,noun,numbers,none
promote,verb,verb,verb,none,none
promote,verb,verb,verb,present_participle,none
promote,verb,verb,verb,past_tense,none
promote,verb,other,other,none,none
pronoun,noun,other,other,none,none
pronoun,noun,noun,noun,none,none
pronoun,noun,adjective,noun,not,none
pronoun,noun,noun,noun,numbers,none
pronoun,noun,verb,noun,time,none
pronoun,noun,verb,noun,time,numbers
proof,noun,verb,verb,none,none
proof,noun,verb,verb,present_participle,none
proof,noun,noun,verb,actions_process,none
proof,noun,noun,noun,none,none
proof,noun,noun,noun,numbers,none
proof,noun,adjective,noun,characteristic,none
proof,noun,noun,noun,present_participle,none
property,noun,verb,verb,present_participle,none
property,noun,noun,verb,present_participle,numbers
property,noun,noun,noun,none,none
property,noun,noun,noun,numbers,none
property,noun,adjective,adjective,none,none
property,noun,verb,adjective,past_tense,none
property,noun,noun,adjective,person_object,none
property,noun,noun,adjective,characteristic,none
property,noun,verb,adjective,present_participle,none
property,noun,verb,adjective,third_person,none
property,noun,adjective,noun,characteristic,none
proprietor,noun,noun,noun,none,none
proprietor,noun,noun,verb,person_object,none
proprietor,noun,noun,verb,actions_process,none
proprietor,noun,verb,verb,none,none
proprietor,noun,verb,verb,present_participle,none
proprietor,noun,adjective,adjective,none,none
proprietor,noun,noun,adjective,person_object,none
proprietor,noun,noun,adjective,characteristic,none
proprietor,noun,verb,adjective,third_person,none
proprietor,noun,noun,noun,numbers,none
prose,noun,noun,noun,none,none
prose,noun,noun,noun,characteristic,none
prose,noun,verb,verb,present_participle,none
prose,noun,verb,verb,past_tense,none
prose,noun,verb,verb,characteristic,none
prose,noun,noun,noun,present_participle,none
prose,noun,noun,noun,numbers,none
prose,noun,noun,noun,person_object,none
prose,noun,noun,verb,person_object,none
prose,noun,noun,verb,present_participle,none
prospect,noun,noun,noun,none,none
prospect,noun,verb,verb,none,none
prospect,noun,verb,verb,past_tense,none
prospect,noun,verb,verb,present_participle,none
prospect,noun,noun,verb,not,none
prospect,noun,noun,noun,numbers,none
prospect,noun,noun,adjective,characteristic,numbers
prospect,noun,noun,adjective,characteristic,none
prospect,noun,adjective,adjective,none,none
prospective,adjective,noun,noun,none,none
prospective,adjective,verb,verb,none,none
prospective,adjective,verb,verb,past_tense,none
prospective,adjective,verb,verb,present_participle,none
prospective,adjective,noun,verb,not,none
prospective,adjective,noun,adjective,characteristic,none
prospective,adjective,adjective,adjective,none,none
prospective,adjective,noun,noun,numbers,none
protect,verb,noun,noun,none,none
protect,verb,noun,noun,person_object,none
protect,verb,verb,noun,present_participle,none
protect,verb,noun,noun,numbers,none
protect,verb,verb,noun,past_tense,none
protect,verb,verb,verb,none,none
protect,verb,adjective,adjective,none,none
protect,verb,verb,adjective,characteristic,none
protect,verb,adjective,adjective,person_object,none
protect,verb,noun,adjective,characteristic,none
protect,verb,verb,verb,past_tense,none
protect,verb,verb,verb,third_person,none
protection,noun,noun,noun,none,none
protection,noun,verb,noun,past_tense,none
protection,noun,verb,noun,present_participle,none
protection,noun,noun,noun,numbers,none
protection,noun,adjective,noun,characteristic,none
protection,noun,noun,noun,person_object,none
protection,noun,verb,verb,none,none
protection,noun,verb,verb,past_tense,none
protection,noun,verb,verb,present_participle,none
protection,noun,noun,verb,person_object,none
protection,noun,verb,verb,third_person,none
protection,noun,adjective,adjective,none,none
protection,noun,noun,adjective,characteristic,none
protein,noun,noun,noun,none,none
protein,noun,noun,noun,numbers,none
protein,noun,verb,verb,none,none
protein,noun,noun,verb,present_participle,none
protein,noun,verb,verb,third_person,none
protein,noun,verb,verb,past_tense,none
protein,noun,noun,noun,magnitude,none
protein,noun,noun,noun,characteristic,numbers
protein,noun,noun,noun,characteristic,none
protestant,noun,noun,noun,none,none
protestant,noun,verb,noun,past_tense,third_person
protestant,noun,adjective,adjective,none,none
protestant,noun,noun,adjective,characteristic,none
protestant,noun,noun,adjective,numbers,none
protestant,noun,noun,noun,person_object,none
protestant,noun,noun,noun,person_object,characteristic
protestant,noun,noun,noun,numbers,none
protestant,noun,verb,verb,none,none
protestant,noun,noun,verb,person_object,none
proud,adjective,verb,verb,none,none
proud,adjective,verb,verb,past_tense,none
proud,adjective,noun,verb,actions_process,none
proud,adjective,noun,verb,actions_process,numbers
proud,adjective,noun,noun,none,none
proud,adjective,noun,verb,present_participle,none
proud,adjective,noun,adjective,characteristic,none
proud,adjective,adjective,adjective,none,none
proud,adjective,adjective,noun,characteristic,none
prove,verb,noun,noun,none,none
prove,verb,verb,verb,none,none
prove,verb,verb,verb,present_participle,none
prove,verb,adjective,adjective,none,none
proverb,noun,noun,noun,none,none
proverb,noun,adjective,adjective,none,none
proverb,noun,verb,verb,present_participle,none
proverb,noun,noun,verb,numbers,none
proverb,noun,noun,adjective,characteristic,none
provision,noun,noun,verb,characteristic,none
provision,noun,noun,noun,none,none
provision,noun,verb,verb,none,none
provision,noun,verb,verb,past_tense,none
provision,noun,verb,verb,present_participle,none
provision,noun,verb,noun,past_tense,none
provision,noun,noun,noun,numbers,none
provision,noun,verb,noun,present_participle,none
prune,verb,noun,noun,actions_process,none
prune,verb,adjective,adjective,none,none
prune,verb,verb,adjective,past_tense,none
prune,verb,verb,noun,characteristic,none
prune,verb,noun,noun,none,none
prune,verb,verb,verb,third_person,none
prune,verb,verb,verb,present_participle,none
prune,verb,adjective,noun,characteristic,none
prune,verb,noun,noun,numbers,none
prune,verb,noun,noun,third_person,none
psycho,noun,verb,noun,past_tense,none
psycho,noun,adjective,noun,characteristic,none
psycho,noun,noun,adjective,person_object,not
psycho,noun,noun,verb,person_object,none
psycho,noun,noun,verb,person_object,numbers
psycho,noun,adjective,adjective,none,none
psycho,noun,other,adjective,characteristic,none
psycho,noun,noun,noun,numbers,none
psycho,noun,noun,noun,none,none
psycho,noun,adjective,adjective,not,none
psychology,noun,noun,verb,person_object,none
psychology,noun,noun,noun,none,none
psychology,noun,adjective,adjective,none,none
psychology,noun,noun,noun,numbers,none
psychology,noun,adjective,noun,characteristic,none
psychology,noun,noun,noun,third_person,none
psychology,noun,verb,verb,none,none
psychology,noun,verb,verb,present_participle,none
psychology,noun,verb,verb,third_person,none
pub,noun,noun,noun,none,none
pub,noun,verb,verb,none,none
pub,noun,noun,verb,numbers,none
pub,noun,verb,verb,past_tense,none
pub,noun,noun,verb,person_object,numbers
pub,noun,verb,verb,third_person,none
pub,noun,verb,verb,present_participle,none
puberty,noun,noun,adjective,characteristic,none
puberty,noun,adjective,adjective,none,none
puberty,noun,noun,adjective,numbers,none
puberty,noun,noun,noun,none,none
puberty,noun,noun,noun,characteristic,none
puberty,noun,noun,noun,numbers,none
puberty,noun,verb,noun,present_participle,none
puberty,noun,verb,verb,none,none
puberty,noun,verb,verb,present_participle,none
puberty,noun,noun,verb,person_object,none
puberty,noun,adjective,noun,characteristic,none
puberty,noun,noun,adjective,actions_process,none
puberty,noun,verb,adjective,present_participle,none
puberty,noun,noun,adjective,person_object,none
puberty,noun,noun,adjective,person_object,numbers
public,adjective,noun,noun,none,none
public,adjective,adjective,adjective,none,none
public,adjective,noun,adjective,person_object,none
public,adjective,noun,adjective,characteristic,person_object
public,adjective,noun,adjective,numbers,none
public,adjective,noun,noun,numbers,none
public,adjective,adjective,noun,characteristic,none
publication,noun,noun,noun,none,none
publication,noun,noun,noun,numbers,none
publication,noun,verb,noun,past_tense,none
publication,noun,noun,verb,present_participle,none
publication,noun,verb,verb,characteristic,none
publisher,noun,noun,noun,none,none
publisher,noun,noun,noun,numbers,none
publisher,noun,verb,noun,past_tense,none
publisher,noun,noun,noun,third_person,none
publisher,noun,adjective,adjective,none,none
publisher,noun,noun,adjective,characteristic,none
publisher,noun,verb,adjective,actions_process,none
publisher,noun,verb,verb,none,none
publisher,noun,verb,verb,third_person,none
publisher,noun,verb,verb,present_participle,none
publisher,noun,noun,verb,person_object,none
publisher,noun,verb,verb,characteristic,none
pudding,noun,noun,noun,none,none
pudding,noun,verb,noun,characteristic,none
pudding,noun,adjective,noun,actions_process,none
pudding,noun,adjective,noun,characteristic,none
pudding,noun,noun,noun,numbers,none
pudding,noun,adjective,adjective,none,none
pudding,noun,adjective,adjective,not,actions_process
puff,noun,noun,noun,none,none
puff,noun,adjective,noun,characteristic,none
puff,noun,noun,noun,person_object,none
puff,noun,noun,noun,person_object,numbers
puff,noun,noun,noun,numbers,none
puff,noun,verb,noun,past_tense,none
puff,noun,verb,noun,third_person,none
puff,noun,noun,noun,present_participle,none
puke,noun,noun,noun,none,none
puke,noun,noun,noun,numbers,none
puke,noun,adjective,adjective,none,none
puke,noun,adjective,adjective,magnitude,none
puke,noun,adjective,adjective,present_participle,none
puke,noun,noun,adjective,characteristic,none
puke,noun,verb,noun,present_participle,none
puke,noun,verb,noun,third_person,none
puke,noun,adjective,noun,characteristic,none
puke,noun,verb,verb,none,none
puke,noun,verb,verb,present_participle,none
puke,noun,other,other,none,none
pull,verb,noun,noun,actions_process,none
pull,verb,noun,noun,none,none
pull,verb,other,other,none,none
pull,verb,verb,verb,none,none
pull,verb,adjective,adjective,none,none
pull,verb,noun,adjective,actions_process,none
pull,verb,adjective,noun,characteristic,none
pull,verb,noun,adjective,numbers,none
pull,verb,noun,verb,person_object,none
pump,noun,noun,noun,none,none
pump,noun,noun,noun,numbers,none
pump,noun,adjective,adjective,none,none
pump,noun,noun,adjective,numbers,none
pump,noun,verb,verb,none,none
pump,noun,noun,verb,third_person,none
pump,noun,verb,verb,present_participle,none
pumpkin,noun,other,other,none,none
pumpkin,noun,noun,noun,none,none
pumpkin,noun,verb,verb,none,none
pumpkin,noun,verb,verb,present_participle,none
pumpkin,noun,verb,noun,characteristic,none
pumpkin,noun,adjective,adjective,none,none
pumpkin,noun,verb,verb,third_person,none
pumpkin,noun,adjective,noun,characteristic,none
pumpkin,noun,noun,noun,numbers,none
punch,noun,noun,noun,actions_process,none
punch,noun,adjective,adjective,none,none
punch,noun,noun,noun,none,none
punch,noun,verb,verb,none,none
punch,noun,noun,adjective,numbers,none
punch,noun,adjective,noun,actions_process,characteristic
punch,noun,adjective,noun,characteristic,none
punctuation,noun,noun,noun,none,none
punctuation,noun,noun,noun,numbers,none
punctuation,noun,noun,noun,present_participle,none
punctuation,noun,adjective,noun,characteristic,none
punctuation,noun,other,noun,characteristic,characteristic
punctuation,noun,verb,verb,none,none
punctuation,noun,verb,verb,third_person,none
punctuation,noun,verb,noun,present_participle,none
punctuation,noun,noun,verb,person_object,none
punctuation,noun,noun,verb,person_object,numbers
punctuation,noun,noun,noun,numbers,numbers
punctuation,noun,noun,verb,present_participle,none
punctuation,noun,verb,verb,characteristic,none
punishment,noun,noun,noun,none,none
punishment,noun,noun,noun,actions_process,none
punishment,noun,noun,noun,actions_process,numbers
punishment,noun,noun,noun,characteristic,characteristic
punishment,noun,adjective,adjective,none,none
punishment,noun,noun,verb,person_object,none
punishment,noun,noun,verb,person_object,numbers
punishment,noun,noun,noun,characteristic,none
punishment,noun,noun,noun,numbers,none
punishment,noun,adjective,noun,person_object,none
punishment,noun,noun,noun,person_object,numbers
punishment,noun,verb,noun,past_tense,none
punishment,noun,verb,noun,present_participle,none
punishment,noun,verb,verb,none,none
punishment,noun,verb,verb,third_person,none
punishment,noun,noun,verb,opposites_wrong,actions_process
punishment,noun,adjective,verb,characteristic,none
punishment,noun,adjective,noun,time,characteristic
punishment,noun,verb,verb,past_tense,none
punishment,noun,noun,adjective,actions_process,none
punishment,noun,noun,adjective,actions_process,numbers
punishment,noun,noun,adjective,numbers,none
purchase,verb,verb,verb,none,none
purchase,verb,noun,verb,person_object,none
purchase,verb,verb,verb,present_participle,none
purchase,verb,noun,noun,none,none
purchase,verb,noun,verb,present_participle,none
purple,adjective,noun,noun,none,none
purple,adjective,verb,noun,none,none
purple,adjective,adjective,adjective,none,none
purple,adjective,adjective,adjective,characteristic,none
purple,adjective,noun,noun,present_participle,none
purple,adjective,noun,noun,numbers,none
purple,adjective,adjective,noun,past_tense,none
purple,adjective,verb,noun,present_participle,none
purple,adjective,noun,noun,characteristic,none
purple,adjective,noun,adjective,characteristic,none
purpose,noun,noun,noun,none,none
purpose,noun,noun,noun,numbers,none
purpose,noun,noun,noun,present_participle,none
purpose,noun,adjective,noun,present_participle,characteristic
purpose,noun,verb,noun,past_tense,none
purpose,noun,other,other,none,none
purse,noun,noun,noun,none,none
purse,noun,noun,noun,characteristic,none
purse,noun,verb,verb,past_tense,none
purse,noun,verb,verb,third_person,none
purse,noun,verb,verb,none,none
purse,noun,noun,verb,characteristic,none
purse,noun,verb,verb,present_participle,none
purse,noun,adjective,adjective,none,none
purse,noun,noun,noun,numbers,none
push,verb,noun,noun,actions_process,none
push,verb,noun,noun,none,none
push,verb,adjective,adjective,none,none
push,verb,other,other,none,none
push,verb,noun,verb,actions_process,none
push,verb,verb,noun,present_participle,none
push,verb,noun,noun,numbers,none
push,verb,verb,verb,none,none
push,verb,adjective,noun,characteristic,none
push,verb,noun,adjective,numbers,none
push,verb,adjective,noun,actions_process,characteristic
push,verb,adjective,adjective,not,characteristic
push,verb,verb,verb,present_participle,none
push,verb,adjective,verb,not,past_tense
push,verb,noun,verb,person_object,none
pushy,other,adjective,adjective,none,none
pushy,other,adjective,noun,characteristic,none
pushy,other,verb,verb,present_participle,none
pushy,other,adjective,verb,characteristic,none
pushy,other,noun,noun,third_person,none
pushy,other,verb,noun,present_participle,none
pushy,other,noun,noun,numbers,none
pushy,other,noun,noun,none,none
put,verb,noun,noun,actions_process,none
put,verb,other,other,none,none
put,verb,verb,verb,none,none
put,verb,noun,noun,none,none
put,verb,adjective,adjective,none,none
put,verb,noun,adjective,numbers,none
put,verb,adjective,noun,actions_process,characteristic
put,verb,noun,verb,actions_process,none
puzzle,noun,noun,noun,none,none
puzzle,noun,noun,noun,numbers,none
puzzle,noun,verb,noun,present_participle,none
puzzle,noun,verb,verb,past_tense,none
puzzle,noun,adjective,verb,present_participle,none
puzzle,noun,noun,verb,actions_process,none
puzzle,noun,adjective,adjective,none,none
puzzle,noun,verb,verb,none,none
puzzle,noun,verb,verb,present_participle,none
puzzle,noun,other,other,none,none
pyramid,noun,noun,other,none,none
pyramid,noun,adjective,other,characteristic,none
pyramid,noun,adjective,adjective,none,none
pyramid,noun,noun,noun,numbers,none
pyramid,noun,noun,noun,none,none
pyramid,noun,adjective,noun,person_object,none
pyramid,noun,noun,noun,person_object,numbers
pyramid,noun,noun,adjective,numbers,none
pyramid,noun,adjective,noun,characteristic,none
pyramid,noun,other,other,none,none
pyramid,noun,noun,noun,numbers,numbers
pyramid,noun,adjective,noun,numbers,characteristic
python,noun,noun,noun,none,none
python,noun,noun,noun,numbers,none
python,noun,adjective,noun,characteristic,none
python,noun,verb,noun,numbers,none
python,noun,adjective,adjective,none,none
python,noun,verb,verb,third_person,none
quack,noun,noun,noun,none,none
quack,noun,noun,noun,magnitude,none
quack,noun,noun,noun,person_object,numbers
quack,noun,adjective,adjective,none,none
quack,noun,adjective,noun,characteristic,none
quack,noun,other,noun,characteristic,characteristic
quack,noun,noun,noun,person_object,none
quack,noun,noun,noun,numbers,none
quality,noun,adjective,adjective,none,none
quality,noun,noun,adjective,characteristic,none
quality,noun,noun,noun,none,none
quality,noun,verb,noun,past_tense,none
quality,noun,noun,noun,actions_process,none
quality,noun,verb,verb,past_tense,none
quality,noun,noun,verb,person_object,none
quality,noun,noun,verb,person_object,numbers
quality,noun,adjective,noun,actions_process,none
quantity,noun,noun,noun,none,none
quantity,noun,adjective,adjective,none,none
quantity,noun,adjective,noun,actions_process,none
quantity,noun,noun,noun,actions_process,none
quantity,noun,adjective,noun,characteristic,none
quart,noun,noun,other,none,none
quart,noun,adjective,other,numbers,none
quart,noun,noun,noun,none,none
quart,noun,noun,noun,numbers,none
quart,noun,other,other,none,none
quart,noun,adjective,adjective,none,none
quart,noun,noun,adjective,numbers,none
quart,noun,verb,noun,past_tense,none
quart,noun,noun,noun,actions_process,none
quart,noun,noun,noun,actions_process,numbers
quart,noun,noun,noun,person_object,none
quart,noun,noun,noun,third_person,none
quart,noun,verb,noun,present_participle,none
quarter,noun,noun,adjective,none,none
quarter,noun,noun,other,none,none
quarter,noun,noun,noun,none,none
quarter,noun,noun,noun,slang,none
quarter,noun,noun,noun,numbers,none
quarter,noun,other,other,none,none
quarter,noun,adjective,other,numbers,none
quarter,noun,adjective,noun,characteristic,none
quarter,noun,adjective,adjective,none,none
queen,noun,adjective,adjective,none,none
queen,noun,noun,noun,none,none
queen,noun,noun,noun,characteristic,none
queen,noun,noun,noun,numbers,none
queen,noun,noun,noun,person_object,none
queen,noun,adjective,noun,characteristic,none
quench,verb,noun,verb,actions_process,none
quench,verb,verb,verb,none,none
quench,verb,noun,verb,present_participle,none
quench,verb,verb,verb,present_participle,none
quench,verb,verb,verb,time,none
quench,verb,adjective,verb,present_participle,none
quench,verb,noun,noun,none,none
quench,verb,verb,noun,present_participle,none
quest,noun,noun,noun,none,none
quest,noun,adjective,adjective,none,none
question,noun,noun,noun,none,none
question,noun,verb,noun,past_tense,none
question,noun,noun,noun,numbers,none
question,noun,verb,verb,none,none
question,noun,verb,verb,past_tense,none
question,noun,verb,verb,present_participle,none
question,noun,verb,verb,third_person,none
question,noun,noun,verb,actions_process,none
question,noun,noun,verb,person_object,none
question,noun,adjective,verb,past_tense,none
questions,noun,noun,noun,none,none
questions,noun,adjective,noun,actions_process,none
questions,noun,noun,noun,numbers,none
questions,noun,verb,verb,none,none
questions,noun,verb,verb,past_tense,none
questions,noun,verb,verb,present_participle,none
questions,noun,verb,verb,third_person,none
questions,noun,noun,noun,characteristic,characteristic
questions,noun,noun,verb,person_object,numbers
questions,noun,noun,verb,person_object,none
questions,noun,noun,verb,location,actions_process
questions,noun,adjective,verb,characteristic,none
questions,noun,noun,verb,location,characteristic
questions,noun,adjective,verb,location,characteristic
questions,noun,adjective,noun,not,actions_process
quick,adjective,adjective,adjective,none,none
quick,adjective,other,adjective,magnitude,none
quick,adjective,adjective,adjective,magnitude,none
quick,adjective,verb,verb,none,none
quick,adjective,noun,verb,person_object,none
quick,adjective,noun,verb,person_object,numbers
quick,adjective,noun,verb,present_participle,none
quick,adjective,noun,noun,none,none
quick,adjective,adjective,noun,characteristic,none
quiet,adjective,noun,noun,none,none
quiet,adjective,adjective,adjective,none,none
quiet,adjective,noun,noun,numbers,none
quiet,adjective,adjective,noun,characteristic,none
quiet,adjective,noun,adjective,characteristic,none
quiet,adjective,verb,noun,numbers,none
quill,noun,noun,noun,none,none
quill,noun,noun,noun,numbers,none
quill,noun,verb,noun,past_tense,none
quill,noun,verb,noun,present_participle,none
quill,noun,adjective,noun,characteristic,none
quill,noun,noun,noun,characteristic,none
quill,noun,adjective,adjective,none,none
quill,noun,verb,verb,none,none
quill,noun,noun,verb,present_participle,none
quilt,noun,noun,noun,none,none
quilt,noun,noun,noun,present_participle,none
quilt,noun,noun,noun,person_object,none
quilt,noun,verb,verb,none,none
quilt,noun,verb,verb,present_participle,none
quilt,noun,noun,verb,characteristic,none
quilt,noun,noun,noun,numbers,none
quilt,noun,verb,noun,past_tense,none
quilt,noun,adjective,noun,characteristic,none
quilt,noun,noun,verb,present_participle,none
quilt,noun,verb,verb,past_tense,none
quilt,noun,other,other,none,none
quilt,noun,adjective,adjective,none,none
quilt,noun,verb,adjective,present_participle,none
quilt,noun,noun,adjective,characteristic,none
quiz,noun,noun,noun,none,none
quiz,noun,noun,noun,numbers,none
quiz,noun,verb,verb,none,none
quiz,noun,verb,verb,past_tense,none
quiz,noun,noun,verb,person_object,none
quiz,noun,verb,verb,third_person,none
quiz,noun,noun,noun,person_object,none
quiz,noun,adjective,adjective,none,none
quiz,noun,adjective,adjective,magnitude,none
quotient,noun,noun,noun,none,none
quotient,noun,verb,verb,none,none
quotient,noun,verb,verb,past_tense,none
quotient,noun,verb,verb,present_participle,none
quotient,noun,noun,verb,characteristic,none
quotient,noun,noun,noun,characteristic,none
quotient,noun,adjective,noun,characteristic,none
quotient,noun,noun,noun,numbers,none
rabbi,noun,noun,noun,none,none
rabbi,noun,adjective,noun,characteristic,none
rabbi,noun,noun,noun,characteristic,none
rabbi,noun,noun,verb,person_object,none
rabbi,noun,adjective,adjective,none,none
rabbi,noun,verb,verb,third_person,none
rabbit,noun,noun,noun,none,none
rabbit,noun,adjective,adjective,none,none
rabbit,noun,noun,noun,numbers,none
rabbit,noun,verb,noun,numbers,none
rabbit,noun,adjective,noun,actions_process,none
rabbit,noun,other,other,none,none
rabbit,noun,adjective,noun,characteristic,none
rabbit,noun,verb,noun,third_person,none
rabbit,noun,verb,noun,past_tense,none
rabbit,noun,noun,adjective,numbers,none
raccoon,noun,noun,noun,none,none
raccoon,noun,adjective,adjective,none,none
raccoon,noun,verb,noun,numbers,none
raccoon,noun,noun,noun,numbers,none
raccoon,noun,adjective,noun,characteristic,none
race,noun,noun,noun,none,none
race,noun,noun,noun,numbers,none
race,noun,adjective,noun,characteristic,none
race,noun,verb,verb,none,none
race,noun,noun,verb,actions_process,none
race,noun,adjective,verb,characteristic,none
race,noun,noun,verb,person_object,numbers
race,noun,adjective,adjective,none,none
race,noun,noun,adjective,characteristic,none
race,noun,other,adjective,magnitude,none
race,noun,adjective,adjective,magnitude,none
race,noun,verb,verb,past_tense,none
race,noun,noun,verb,person_object,none
race,noun,noun,verb,present_participle,none
race,noun,verb,verb,present_participle,none
race,noun,verb,verb,third_person,none
rack,noun,verb,verb,none,none
rack,noun,noun,verb,person_object,numbers
rack,noun,verb,verb,present_participle,none
rack,noun,noun,verb,person_object,none
rack,noun,verb,verb,third_person,none
rack,noun,noun,noun,none,none
rack,noun,noun,noun,numbers,none
rack,noun,noun,noun,characteristic,none
rack,noun,noun,verb,present_participle,none
rack,noun,noun,noun,person_object,none
rack,noun,verb,noun,present_participle,none
racket,noun,noun,noun,none,none
racket,noun,noun,noun,numbers,none
racket,noun,noun,noun,actions_process,none
racket,noun,verb,verb,none,none
racket,noun,noun,verb,third_person,none
racket,noun,verb,verb,present_participle,none
racket,noun,adjective,adjective,none,none
racket,noun,noun,adjective,characteristic,none
