partno,trialcode,latency,response
910120.3909722222222228,real30,4820,5
910120.3909722222222228,real77,6096,5
910120.3909722222222228,real59,4515,7
910120.3909722222222228,real73,3165,7
910120.3909722222222228,real89,4420,10
910120.3909722222222228,real82,4847,6
910120.3909722222222228,real94,3660,10
910120.3909722222222228,real64,5487,10
910120.3909722222222228,real20,5099,7
910120.3909722222222228,real5,5873,5
910120.3909722222222228,real40,4573,9
910120.3909722222222228,real22,4677,6
910120.3909722222222228,real25,4056,8
910120.3909722222222228,real9,4690,10
910120.3909722222222228,real53,4645,5
910120.3909722222222228,real60,12193,5
910120.3909722222222228,real92,3890,9
910120.3909722222222228,real91,4005,7
910120.3909722222222228,real8,3515,5
910120.3909722222222228,real4,3613,7
910120.3909722222222228,real49,3803,8
910120.3909722222222228,real31,3567,6
910120.3909722222222228,real55,5566,8
910120.3909722222222228,real14,3406,9
910120.3909722222222228,real42,2997,5
910120.3909722222222228,real50,3299,10
910120.3909722222222228,real12,3980,10
910120.3909722222222228,real11,5012,8
910120.3909722222222228,real65,3017,7
910120.3909722222222228,real95,3959,9
910120.3909722222222228,real52,2503,10
910120.3909722222222228,real78,5041,5
910120.3909722222222228,real81,4902,8
910120.3909722222222228,real76,4450,6
910120.3909722222222228,real45,7990,10
910120.3909722222222228,real29,2838,8
910120.3909722222222228,real83,5283,10
910120.3909722222222228,real51,4535,9
910120.3909722222222228,real74,2808,9
910120.3909722222222228,real1,4958,10
910120.3909722222222228,real63,4695,9
910120.3909722222222228,real41,6544,4
910120.3909722222222228,real57,6945,10
910120.3909722222222228,real70,6002,7
910120.3909722222222228,real10,3409,3
910120.3909722222222228,real28,3174,8
910120.3909722222222228,real27,2870,8
910120.3909722222222228,real84,6033,10
910120.3909722222222228,real87,5791,4
910120.3909722222222228,real2,7359,4
910120.3909722222222228,real3,5159,7
910120.3909722222222228,real21,2775,4
910120.3909722222222228,real23,2982,10
910120.3909722222222228,real96,6095,8
910120.3909722222222228,real46,11986,4
910120.3909722222222228,real47,1892,10
910120.3909722222222228,real85,5894,10
910120.49097222222222234543,real33,12688,4
910120.49097222222222234543,real35,4254,10
910120.49097222222222234543,real79,16586,1
910120.49097222222222234543,real18,12669,10
910120.49097222222222234543,real24,7445,10
910120.49097222222222234543,real54,5059,8
910120.49097222222222234543,real48,4663,8
910120.49097222222222234543,real6,5315,9
910120.49097222222222234543,real7,15202,9
910120.49097222222222234543,real68,5013,9
910120.49097222222222234543,real38,4051,9
910120.49097222222222234543,real58,8663,9
910120.49097222222222234543,real86,14964,10
910120.49097222222222234543,real17,3823,6
910120.49097222222222234543,real71,12557,6
910120.49097222222222234543,real66,4223,7
910120.49097222222222234543,real19,9175,5
910120.49097222222222234543,real67,15408,5
910120.49097222222222234543,real32,8321,5
910120.49097222222222234543,real43,24404,8
910120.49097222222222234543,real93,4211,7
910120.49097222222222234543,real15,11129,9
910120.49097222222222234543,real16,3876,7
910120.49097222222222234543,real61,7455,5
910120.49097222222222234543,real44,7418,5
910120.49097222222222234543,real88,9680,6
910120.49097222222222234543,real69,7973,6
910120.49097222222222234543,real34,4862,5
910120.49097222222222234543,real13,7439,8
910120.49097222222222234543,real56,5285,6
910120.49097222222222234543,real80,10592,6
910120.49097222222222234543,real36,6552,5
910120.49097222222222234543,real62,4436,8
910120.49097222222222234543,real75,3057,8
910120.49097222222222234543,real39,5805,6
910120.49097222222222234543,real26,3043,6
910120.49097222222222234543,real37,12558,9
910120.49097222222222234543,real90,3833,3
910120.49097222222222234543,real72,2446,6
910120.49097222222222234543,real30,55096,6
910120.49097222222222234543,real77,2615,6
910120.49097222222222234543,real59,47699,8
910120.49097222222222234543,real73,2580,6
910120.49097222222222234543,real89,3602,9
910120.49097222222222234543,real82,2476,10
910120.49097222222222234543,real94,3863,8
910120.49097222222222234543,real64,4346,10
910120.49097222222222234543,real20,3931,9
910120.49097222222222234543,real5,4031,7
910120.49097222222222234543,real40,5691,7
910120.49097222222222234543,real22,9871,2
910120.49097222222222234543,real25,8900,9
910120.49097222222222234543,real9,6294,3
910120.49097222222222234543,real53,6066,8
910120.49097222222222234543,real60,2478,6
910120.49097222222222234543,real92,8176,6
910120.49097222222222234543,real91,19420,3
910120.49097222222222234543,real8,3999,3
910120.49097222222222234543,real4,5685,9
910120.49097222222222234543,real49,33880,3
910120.49097222222222234543,real31,3787,9
910120.49097222222222234543,real55,2794,10
910120.49097222222222234543,real14,5207,2
910120.49097222222222234543,real42,33941,3
910120.49097222222222234543,real50,7505,10
910120.49097222222222234543,real12,17083,4
910120.49097222222222234543,real11,7868,10
910120.49097222222222234543,real65,6809,2
910120.49097222222222234543,real95,9775,10
910120.49097222222222234543,real52,1816,10
910120.49097222222222234543,real78,4365,5
910120.49097222222222234543,real81,1885,10
910120.49097222222222234543,real76,4285,8
910120.49097222222222234543,real45,24151,4
910120.49097222222222234543,real29,1759,10
910120.49097222222222234543,real83,4414,8
910120.49097222222222234543,real51,19909,10
910120.49097222222222234543,real74,1644,10
910120.49097222222222234543,real1,2911,8
910120.49097222222222234543,real63,1817,10
910120.49097222222222234543,real41,1863,10
910120.49097222222222234543,real57,3402,3
910120.49097222222222234543,real70,3704,10
910120.49097222222222234543,real10,24505,9
910120.49097222222222234543,real28,24650,4
910120.49097222222222234543,real27,2590,10
910120.49097222222222234543,real84,2068,8
910120.49097222222222234543,real87,1167,10
910120.49097222222222234543,real2,4292,9
910120.49097222222222234543,real3,2519,9
910120.49097222222222234543,real21,1632,10
910120.49097222222222234543,real23,2108,10
910120.49097222222222234543,real96,3932,10
910120.49097222222222234543,real46,2245,10
910120.49097222222222234543,real47,2793,9
910120.49097222222222234543,real85,4367,9
910120.53819444444444454,real33,4317,7
910120.53819444444444454,real35,4047,7
910120.53819444444444454,real79,7203,4
910120.53819444444444454,real18,6858,5
910120.53819444444444454,real24,5285,6
910120.53819444444444454,real54,3992,8
910120.53819444444444454,real48,5079,5
910120.53819444444444454,real6,6099,7
910120.53819444444444454,real7,4824,8
910120.53819444444444454,real68,5110,4
910120.53819444444444454,real38,4872,5
910120.53819444444444454,real58,3916,3
910120.53819444444444454,real86,7777,4
910120.53819444444444454,real17,4697,6
910120.53819444444444454,real71,6547,8
910120.53819444444444454,real66,3413,8
910120.53819444444444454,real19,5267,9
910120.53819444444444454,real67,4295,8
910120.53819444444444454,real32,5361,3
910120.53819444444444454,real43,5601,6
910120.53819444444444454,real93,7537,7
910120.53819444444444454,real15,6108,8
910120.53819444444444454,real16,5271,5
910120.53819444444444454,real61,5251,8
910120.53819444444444454,real44,6746,2
910120.53819444444444454,real88,5739,4
910120.53819444444444454,real69,5524,9
910120.53819444444444454,real34,5967,7
910120.53819444444444454,real13,4245,6
910120.53819444444444454,real56,2993,8
910120.53819444444444454,real80,3247,8
910120.53819444444444454,real36,3651,2
910120.53819444444444454,real62,3783,8
910120.53819444444444454,real75,5598,6
910120.53819444444444454,real39,4765,7
910120.53819444444444454,real26,5876,3
910120.53819444444444454,real37,6836,6
910120.53819444444444454,real90,4498,5
910120.53819444444444454,real72,4461,6
910120.53819444444444454,real30,3808,7
910120.53819444444444454,real77,3369,8
910120.53819444444444454,real59,3872,4
910120.53819444444444454,real73,2860,9
910120.53819444444444454,real89,4799,7
910120.53819444444444454,real82,7604,6
910120.53819444444444454,real94,3003,8
910120.53819444444444454,real64,3113,8
910120.53819444444444454,real20,3915,4
910120.53819444444444454,real5,12973,10
910120.53819444444444454,real40,7910,6
910120.53819444444444454,real22,3777,6
910120.53819444444444454,real25,3488,7
910120.53819444444444454,real9,4714,6
910120.53819444444444454,real53,11140,6
910120.53819444444444454,real60,4831,5
910120.53819444444444454,real92,2556,8
910120.53819444444444454,real91,5948,3
910120.53819444444444454,real8,4645,2
910120.53819444444444454,real4,2962,9
910120.53819444444444454,real49,3825,7
910120.53819444444444454,real31,7357,1
910120.53819444444444454,real55,3367,7
910120.53819444444444454,real14,4942,9
910120.53819444444444454,real42,5471,6
910120.53819444444444454,real50,2628,8
910120.53819444444444454,real12,2776,8
910120.53819444444444454,real11,2543,9
910120.53819444444444454,real65,3519,4
910120.53819444444444454,real95,2800,8
910120.53819444444444454,real52,3662,2
910120.53819444444444454,real78,5201,1
910120.53819444444444454,real81,4416,8
910120.53819444444444454,real76,4967,6
910120.53819444444444454,real45,3471,6
910120.53819444444444454,real29,2539,8
910120.53819444444444454,real83,4211,4
910120.53819444444444454,real51,5132,2
910120.53819444444444454,real74,2725,7
910120.53819444444444454,real1,2702,7
910120.53819444444444454,real63,4256,2
910120.53819444444444454,real41,2299,8
910120.53819444444444454,real57,5581,3
910120.53819444444444454,real70,3260,7
910120.53819444444444454,real10,3600,1
910120.53819444444444454,real28,4912,8
910120.53819444444444454,real27,4642,1
910120.53819444444444454,real84,6207,1
910120.53819444444444454,real87,3518,8
910120.53819444444444454,real2,4717,3
910120.53819444444444454,real3,3120,3
910120.53819444444444454,real21,4578,10
910120.53819444444444454,real23,9104,4
910120.53819444444444454,real96,2932,2
910120.53819444444444454,real46,2596,9
910120.53819444444444454,real47,3522,5
910120.53819444444444454,real85,4036,7
911120.55833333333333350,real33,3905,8
911120.55833333333333350,real35,2739,9
911120.55833333333333350,real79,2684,5
911120.55833333333333350,real18,3487,4
911120.55833333333333350,real24,4424,8
911120.55833333333333350,real54,3734,2
911120.55833333333333350,real48,3215,5
911120.55833333333333350,real6,2004,10
911120.55833333333333350,real7,4300,7
911120.55833333333333350,real68,3776,9
911120.55833333333333350,real38,2911,6
911120.55833333333333350,real58,5872,9
911120.55833333333333350,real86,3197,6
911120.55833333333333350,real17,2883,8
911120.55833333333333350,real71,2637,8
911120.55833333333333350,real66,1802,9
911120.55833333333333350,real19,2534,10
911120.55833333333333350,real67,3135,9
911120.55833333333333350,real32,6695,4
911120.55833333333333350,real43,4107,6
911120.55833333333333350,real93,6913,9
911120.55833333333333350,real15,4787,4
911120.55833333333333350,real16,3114,5
911120.55833333333333350,real61,1420,9
911120.55833333333333350,real44,2967,3
911120.55833333333333350,real88,2959,4
911120.55833333333333350,real69,2983,7
911120.55833333333333350,real34,4573,9
911120.55833333333333350,real13,5705,5
911120.55833333333333350,real56,2180,9
911120.55833333333333350,real80,5570,7
911120.55833333333333350,real36,5810,3
911120.55833333333333350,real62,2450,8
911120.55833333333333350,real75,5862,4
911120.55833333333333350,real39,2658,6
911120.55833333333333350,real26,3158,6
911120.55833333333333350,real37,3155,8
911120.55833333333333350,real90,1683,8
911120.55833333333333350,real72,1621,7
911120.55833333333333350,real30,3970,7
911120.55833333333333350,real77,2426,10
911120.55833333333333350,real59,3271,6
911120.55833333333333350,real73,2762,10
911120.55833333333333350,real89,2553,5
911120.55833333333333350,real82,2216,6
911120.55833333333333350,real94,5214,6
911120.55833333333333350,real64,5451,3
911120.55833333333333350,real20,2368,7
911120.55833333333333350,real5,3541,9
911120.55833333333333350,real40,2861,4
911120.55833333333333350,real22,2904,6
911120.55833333333333350,real25,2979,4
911120.55833333333333350,real9,4927,2
911120.55833333333333350,real53,2992,1
911120.55833333333333350,real60,5231,5
911120.55833333333333350,real92,2276,8
911120.55833333333333350,real91,3085,6
911120.55833333333333350,real8,2944,3
911120.55833333333333350,real4,2464,10
911120.55833333333333350,real49,4163,5
911120.55833333333333350,real31,3609,4
911120.55833333333333350,real55,1503,9
911120.55833333333333350,real14,1912,9
911120.55833333333333350,real42,3121,7
911120.55833333333333350,real50,4323,8
911120.55833333333333350,real12,4045,6
911120.55833333333333350,real11,1753,6
911120.55833333333333350,real65,2513,5
911120.55833333333333350,real95,3080,6
911120.55833333333333350,real52,3947,4
911120.55833333333333350,real78,4578,4
911120.55833333333333350,real81,2170,8
911120.55833333333333350,real76,4084,6
911120.55833333333333350,real45,3767,1
911120.55833333333333350,real29,2735,7
911120.55833333333333350,real83,4495,6
911120.55833333333333350,real51,1712,7
911120.55833333333333350,real74,1817,9
911120.55833333333333350,real1,4358,5
911120.55833333333333350,real63,4126,6
911120.55833333333333350,real41,2689,8
911120.55833333333333350,real57,4091,4
911120.55833333333333350,real70,2598,8
911120.55833333333333350,real10,8324,3
911120.55833333333333350,real28,4198,5
911120.55833333333333350,real27,1620,4
911120.55833333333333350,real84,4001,3
911120.55833333333333350,real87,3862,9
911120.55833333333333350,real2,3151,5
911120.55833333333333350,real3,2823,5
911120.55833333333333350,real21,4716,7
911120.55833333333333350,real23,2758,8
911120.55833333333333350,real96,5600,5
911120.55833333333333350,real46,2575,10
911120.55833333333333350,real47,4318,6
911120.55833333333333350,real85,2775,5
913120.5409722222222228675306,real33,7693,7
913120.5409722222222228675306,real35,6553,7
913120.5409722222222228675306,real79,3770,3
913120.5409722222222228675306,real18,4825,6
913120.5409722222222228675306,real24,6099,6
913120.5409722222222228675306,real54,9165,5
913120.5409722222222228675306,real48,6399,6
913120.5409722222222228675306,real6,5614,8
913120.5409722222222228675306,real7,6216,5
913120.5409722222222228675306,real68,9062,4
913120.5409722222222228675306,real38,3827,6
913120.5409722222222228675306,real58,4296,7
913120.5409722222222228675306,real86,8849,1
913120.5409722222222228675306,real17,4375,5
913120.5409722222222228675306,real71,3375,7
913120.5409722222222228675306,real66,3862,7
913120.5409722222222228675306,real19,5999,8
913120.5409722222222228675306,real67,4502,8
913120.5409722222222228675306,real32,5984,4
913120.5409722222222228675306,real43,13312,2
913120.5409722222222228675306,real93,7830,7
913120.5409722222222228675306,real15,11572,1
913120.5409722222222228675306,real16,12046,3
913120.5409722222222228675306,real61,6741,8
913120.5409722222222228675306,real44,6822,1
913120.5409722222222228675306,real88,8389,4
913120.5409722222222228675306,real69,8901,9
913120.5409722222222228675306,real34,8545,5
913120.5409722222222228675306,real13,7024,5
913120.5409722222222228675306,real56,4703,9
913120.5409722222222228675306,real80,9481,8
913120.5409722222222228675306,real36,12646,3
913120.5409722222222228675306,real62,4773,7
913120.5409722222222228675306,real75,5749,8
913120.5409722222222228675306,real39,12021,2
913120.5409722222222228675306,real26,11285,1
913120.5409722222222228675306,real37,7751,6
913120.5409722222222228675306,real90,9665,5
913120.5409722222222228675306,real72,10606,2
913120.5409722222222228675306,real30,10622,6
913120.5409722222222228675306,real77,8385,7
913120.5409722222222228675306,real59,8802,4
913120.5409722222222228675306,real73,5514,9
913120.5409722222222228675306,real89,4212,9
913120.5409722222222228675306,real82,6137,4
913120.5409722222222228675306,real94,9586,7
913120.5409722222222228675306,real64,5611,7
913120.5409722222222228675306,real20,12521,4
913120.5409722222222228675306,real5,5245,9
913120.5409722222222228675306,real40,10098,9
913120.5409722222222228675306,real22,6207,3
913120.5409722222222228675306,real25,5973,7
913120.5409722222222228675306,real9,5548,9
913120.5409722222222228675306,real53,5917,2
913120.5409722222222228675306,real60,8542,3
913120.5409722222222228675306,real92,4176,9
913120.5409722222222228675306,real91,7930,2
913120.5409722222222228675306,real8,6628,3
913120.5409722222222228675306,real4,5522,9
913120.5409722222222228675306,real49,5364,8
913120.5409722222222228675306,real31,6199,6
913120.5409722222222228675306,real55,3022,9
913120.5409722222222228675306,real14,9419,8
913120.5409722222222228675306,real42,9187,2
913120.5409722222222228675306,real50,2954,9
913120.5409722222222228675306,real12,4466,9
913120.5409722222222228675306,real11,10413,6
913120.5409722222222228675306,real65,10573,1
913120.5409722222222228675306,real95,7378,8
913120.5409722222222228675306,real52,6098,7
913120.5409722222222228675306,real78,9589,3
913120.5409722222222228675306,real81,4158,9
913120.5409722222222228675306,real76,11737,3
913120.5409722222222228675306,real45,5917,3
913120.5409722222222228675306,real29,4807,9
913120.5409722222222228675306,real83,6957,7
913120.5409722222222228675306,real51,4100,8
913120.5409722222222228675306,real74,3310,9
913120.5409722222222228675306,real1,5415,9
913120.5409722222222228675306,real63,11061,6
913120.5409722222222228675306,real41,3710,9
913120.5409722222222228675306,real57,3360,9
913120.5409722222222228675306,real70,5743,7
913120.5409722222222228675306,real10,6904,2
913120.5409722222222228675306,real28,6257,7
913120.5409722222222228675306,real27,7485,5
913120.5409722222222228675306,real84,7801,7
913120.5409722222222228675306,real87,3457,9
913120.5409722222222228675306,real2,6307,3
913120.5409722222222228675306,real3,13990,2
913120.5409722222222228675306,real21,4688,9
913120.5409722222222228675306,real23,6155,10
913120.5409722222222228675306,real96,11737,3
913120.5409722222222228675306,real46,3269,9
913120.5409722222222228675306,real47,7032,9
913120.5409722222222228675306,real85,7086,3
913120.58680555555555621254564,real33,3937,9
913120.58680555555555621254564,real35,3898,8
913120.58680555555555621254564,real79,4228,4
913120.58680555555555621254564,real18,4185,8
913120.58680555555555621254564,real24,6968,10
913120.58680555555555621254564,real54,6537,7
913120.58680555555555621254564,real48,4883,6
913120.58680555555555621254564,real6,4454,9
913120.58680555555555621254564,real7,5681,8
913120.58680555555555621254564,real68,3564,5
913120.58680555555555621254564,real38,11915,8
913120.58680555555555621254564,real58,3680,9
913120.58680555555555621254564,real86,7396,2
913120.58680555555555621254564,real17,6140,9
913120.58680555555555621254564,real71,4413,10
913120.58680555555555621254564,real66,4307,9
913120.58680555555555621254564,real19,5620,7
913120.58680555555555621254564,real67,15218,4
913120.58680555555555621254564,real32,4443,6
913120.58680555555555621254564,real43,12807,7
913120.58680555555555621254564,real93,4694,9
913120.58680555555555621254564,real15,9248,4
913120.58680555555555621254564,real16,8206,2
913120.58680555555555621254564,real61,3846,9
913120.58680555555555621254564,real44,7048,1
913120.58680555555555621254564,real88,5621,4
913120.58680555555555621254564,real69,5659,1
913120.58680555555555621254564,real34,8183,10
913120.58680555555555621254564,real13,9973,8
913120.58680555555555621254564,real56,3335,6
913120.58680555555555621254564,real80,3992,9
913120.58680555555555621254564,real36,6031,3
913120.58680555555555621254564,real62,4628,8
913120.58680555555555621254564,real75,13441,1
913120.58680555555555621254564,real39,5888,6
913120.58680555555555621254564,real26,5644,2
913120.58680555555555621254564,real37,4851,8
913120.58680555555555621254564,real90,14888,3
913120.58680555555555621254564,real72,7654,4
913120.58680555555555621254564,real30,4508,3
913120.58680555555555621254564,real77,4633,10
913120.58680555555555621254564,real59,6942,6
913120.58680555555555621254564,real73,3552,10
913120.58680555555555621254564,real89,3288,9
913120.58680555555555621254564,real82,5888,3
913120.58680555555555621254564,real94,3331,6
913120.58680555555555621254564,real64,6796,7
913120.58680555555555621254564,real20,6667,8
913120.58680555555555621254564,real5,3978,9
913120.58680555555555621254564,real40,4897,4
913120.58680555555555621254564,real22,4364,2
913120.58680555555555621254564,real25,3595,2
913120.58680555555555621254564,real9,6798,5
913120.58680555555555621254564,real53,13613,2
913120.58680555555555621254564,real60,6222,2
913120.58680555555555621254564,real92,7117,7
913120.58680555555555621254564,real91,4095,1
913120.58680555555555621254564,real8,6049,2
913120.58680555555555621254564,real4,3814,8
913120.58680555555555621254564,real49,5900,3
913120.58680555555555621254564,real31,6029,4
913120.58680555555555621254564,real55,10787,7
913120.58680555555555621254564,real14,6772,9
913120.58680555555555621254564,real42,5300,4
913120.58680555555555621254564,real50,6897,10
913120.58680555555555621254564,real12,5669,10
913120.58680555555555621254564,real11,11097,9
913120.58680555555555621254564,real65,10997,2
913120.58680555555555621254564,real95,8426,8
913120.58680555555555621254564,real52,12512,3
913120.58680555555555621254564,real78,10709,8
913120.58680555555555621254564,real81,8521,10
913120.58680555555555621254564,real76,7993,3
913120.58680555555555621254564,real45,2921,1
913120.58680555555555621254564,real29,2226,7
913120.58680555555555621254564,real83,3031,7
913120.58680555555555621254564,real51,4370,5
913120.58680555555555621254564,real74,5465,9
913120.58680555555555621254564,real1,4869,9
913120.58680555555555621254564,real63,3456,6
913120.58680555555555621254564,real41,5241,8
913120.58680555555555621254564,real57,3383,10
913120.58680555555555621254564,real70,6869,4
913120.58680555555555621254564,real10,8602,2
913120.58680555555555621254564,real28,6736,8
913120.58680555555555621254564,real27,8986,4
913120.58680555555555621254564,real84,5051,7
913120.58680555555555621254564,real87,3935,10
913120.58680555555555621254564,real2,7943,1
913120.58680555555555621254564,real3,6345,1
913120.58680555555555621254564,real21,2442,9
913120.58680555555555621254564,real23,2582,10
913120.58680555555555621254564,real96,6141,2
913120.58680555555555621254564,real46,3351,10
913120.58680555555555621254564,real47,6895,6
913120.58680555555555621254564,real85,5834,3
913120.62361111111111169788674,real33,6005,3
913120.62361111111111169788674,real35,6435,5
913120.62361111111111169788674,real79,3857,3
913120.62361111111111169788674,real18,10341,7
913120.62361111111111169788674,real24,6968,9
913120.62361111111111169788674,real54,6409,6
913120.62361111111111169788674,real48,5471,5
913120.62361111111111169788674,real6,5564,8
913120.62361111111111169788674,real7,6899,6
913120.62361111111111169788674,real68,6031,7
913120.62361111111111169788674,real38,3836,5
913120.62361111111111169788674,real58,7625,6
913120.62361111111111169788674,real86,8535,4
913120.62361111111111169788674,real17,7377,4
913120.62361111111111169788674,real71,6186,6
913120.62361111111111169788674,real66,5913,4
913120.62361111111111169788674,real19,4784,7
913120.62361111111111169788674,real67,3575,6
913120.62361111111111169788674,real32,3735,3
913120.62361111111111169788674,real43,5624,8
913120.62361111111111169788674,real93,5420,6
913120.62361111111111169788674,real15,7818,9
913120.62361111111111169788674,real16,4513,3
913120.62361111111111169788674,real61,3779,9
913120.62361111111111169788674,real44,5436,6
913120.62361111111111169788674,real88,11913,2
913120.62361111111111169788674,real69,5326,7
913120.62361111111111169788674,real34,5255,6
913120.62361111111111169788674,real13,10194,3
913120.62361111111111169788674,real56,4474,7
913120.62361111111111169788674,real80,3302,9
913120.62361111111111169788674,real36,6312,6
913120.62361111111111169788674,real62,2895,7
913120.62361111111111169788674,real75,3769,6
913120.62361111111111169788674,real39,2648,8
913120.62361111111111169788674,real26,3548,8
913120.62361111111111169788674,real37,3716,9
913120.62361111111111169788674,real90,6222,6
913120.62361111111111169788674,real72,3612,5
913120.62361111111111169788674,real30,2682,6
913120.62361111111111169788674,real77,4849,8
913120.62361111111111169788674,real59,11453,7
913120.62361111111111169788674,real73,3908,8
913120.62361111111111169788674,real89,4814,7
913120.62361111111111169788674,real82,4900,5
913120.62361111111111169788674,real94,7678,8
913120.62361111111111169788674,real64,3042,9
913120.62361111111111169788674,real20,2447,9
913120.62361111111111169788674,real5,4318,7
913120.62361111111111169788674,real40,2423,8
913120.62361111111111169788674,real22,5757,6
913120.62361111111111169788674,real25,7141,3
913120.62361111111111169788674,real9,4924,8
913120.62361111111111169788674,real53,3318,4
913120.62361111111111169788674,real60,4335,7
913120.62361111111111169788674,real92,12592,6
913120.62361111111111169788674,real91,3910,4
913120.62361111111111169788674,real8,4936,5
913120.62361111111111169788674,real4,4137,9
913120.62361111111111169788674,real49,5370,8
913120.62361111111111169788674,real31,4607,7
913120.62361111111111169788674,real55,4493,9
913120.62361111111111169788674,real14,7160,6
913120.62361111111111169788674,real42,4217,8
913120.62361111111111169788674,real50,17037,10
913120.62361111111111169788674,real12,5390,8
913120.62361111111111169788674,real11,5709,8
913120.62361111111111169788674,real65,2304,8
913120.62361111111111169788674,real95,3866,9
913120.62361111111111169788674,real52,7821,6
913120.62361111111111169788674,real78,5380,4
913120.62361111111111169788674,real81,2804,9
913120.62361111111111169788674,real76,6328,5
913120.62361111111111169788674,real45,6082,8
913120.62361111111111169788674,real29,4942,10
913120.62361111111111169788674,real83,7079,10
913120.62361111111111169788674,real51,4416,8
913120.62361111111111169788674,real74,7581,7
913120.62361111111111169788674,real1,4838,3
913120.62361111111111169788674,real63,2619,8
913120.62361111111111169788674,real41,2942,8
913120.62361111111111169788674,real57,2719,8
913120.62361111111111169788674,real70,3864,9
913120.62361111111111169788674,real10,6716,3
913120.62361111111111169788674,real28,3952,9
913120.62361111111111169788674,real27,4152,7
913120.62361111111111169788674,real84,2745,9
913120.62361111111111169788674,real87,4337,10
913120.62361111111111169788674,real2,2788,5
913120.62361111111111169788674,real3,5523,4
913120.62361111111111169788674,real21,2749,10
913120.62361111111111169788674,real23,8053,6
913120.62361111111111169788674,real96,5936,6
913120.62361111111111169788674,real46,4425,10
913120.62361111111111169788674,real47,2679,9
913120.62361111111111169788674,real85,2282,9
402120.556251,real33,3973,4
402120.556251,real35,4774,7
402120.556251,real79,3311,4
402120.556251,real18,2195,7
402120.556251,real24,3033,7
402120.556251,real54,2745,8
402120.556251,real48,2781,5
402120.556251,real6,3535,9
402120.556251,real7,2207,7
402120.556251,real68,2657,5
402120.556251,real38,4360,7
402120.556251,real58,3673,9
402120.556251,real86,4980,5
402120.556251,real17,4644,7
402120.556251,real71,1970,6
402120.556251,real66,1949,7
402120.556251,real19,3383,9
402120.556251,real67,3025,8
402120.556251,real32,3281,5
402120.556251,real43,4159,3
402120.556251,real93,2730,3
402120.556251,real15,3278,6
402120.556251,real16,7996,5
402120.556251,real61,9769,10
402120.556251,real44,2507,6
402120.556251,real88,3473,3
402120.556251,real69,1591,8
402120.556251,real34,1818,8
402120.556251,real13,8934,4
402120.556251,real56,1524,5
402120.556251,real80,2642,3
402120.556251,real36,1538,6
402120.556251,real62,2971,5
402120.556251,real75,2964,6
402120.556251,real39,2247,2
402120.556251,real26,1888,1
402120.556251,real37,2030,2
402120.556251,real90,8287,3
402120.556251,real72,1807,4
402120.556251,real30,1642,6
402120.556251,real77,1864,4
402120.556251,real59,2048,3
402120.556251,real73,1897,5
402120.556251,real89,2896,3
402120.556251,real82,14353,5
402120.556251,real94,2089,7
402120.556251,real64,3063,8
402120.556251,real20,5974,4
402120.556251,real5,1899,9
402120.556251,real40,1442,2
402120.556251,real22,9091,5
402120.556251,real25,1834,3
402120.556251,real9,4296,8
402120.556251,real53,4148,3
402120.556251,real60,1935,7
402120.556251,real92,2987,10
402120.556251,real91,2093,4
402120.556251,real8,5188,3
402120.556251,real4,4828,9
402120.556251,real49,2090,8
402120.556251,real31,1444,5
402120.556251,real55,1541,8
402120.556251,real14,3378,7
402120.556251,real42,1548,6
402120.556251,real50,1690,10
402120.556251,real12,2370,7
402120.556251,real11,1980,6
402120.556251,real65,2168,2
402120.556251,real95,1688,3
402120.556251,real52,2183,3
402120.556251,real78,2698,3
402120.556251,real81,1512,10
402120.556251,real76,1679,6
402120.556251,real45,1183,5
402120.556251,real29,1443,8
402120.556251,real83,2284,8
402120.628472222222222120,real33,3107,4
402120.628472222222222120,real35,2223,8
402120.628472222222222120,real79,2041,3
402120.628472222222222120,real18,2497,9
402120.628472222222222120,real24,3004,5
402120.628472222222222120,real54,2133,8
402120.628472222222222120,real48,1626,10
402120.628472222222222120,real6,988,10
402120.628472222222222120,real7,2146,9
402120.628472222222222120,real68,1790,4
402120.628472222222222120,real38,2433,6
402120.628472222222222120,real58,3210,9
402120.628472222222222120,real86,4914,6
402120.628472222222222120,real17,3429,9
402120.628472222222222120,real71,2997,10
402120.628472222222222120,real66,2126,9
402120.628472222222222120,real19,1393,10
402120.628472222222222120,real67,1932,10
402120.628472222222222120,real32,2385,4
402120.628472222222222120,real43,2436,3
402120.628472222222222120,real93,2601,6
402120.628472222222222120,real15,4403,9
402120.628472222222222120,real16,10683,8
402120.628472222222222120,real61,2841,10
402120.628472222222222120,real44,2680,5
402120.628472222222222120,real88,2679,9
402120.628472222222222120,real69,8525,8
402120.628472222222222120,real34,9891,9
402120.628472222222222120,real13,2303,9
402120.628472222222222120,real56,4997,10
402120.628472222222222120,real80,997,9
402120.628472222222222120,real36,3192,5
402120.628472222222222120,real62,1933,10
402120.628472222222222120,real75,1858,10
402120.628472222222222120,real39,1955,10
402120.628472222222222120,real26,14294,4
402120.628472222222222120,real37,2085,10
402120.628472222222222120,real90,1420,10
402120.628472222222222120,real72,2973,7
402120.628472222222222120,real30,4952,8
402120.628472222222222120,real77,1040,10
402120.628472222222222120,real59,4129,4
402120.628472222222222120,real73,1468,10
402120.628472222222222120,real89,26884,10
402120.628472222222222120,real82,1093,10
402120.628472222222222120,real94,1341,10
402120.628472222222222120,real64,1354,10
