expno,rating,orginalcode,id,speed,error,whichhand,LR_switch,finger_switch,rha,word_length,letter_freq,real_fake,speed_c
5,4,skeeve,385,47,95,right,2,4,-4,6,7.697166667,1,-12.83
5,2,snoog,385,47,95,right,2,3,1,5,6.021,1,-12.83
5,2,thweel,385,47,95,right,3,4,-2,6,7.823166667,1,-12.83
5,3,zode,385,47,95,right,2,2,-2,4,6.134,1,-12.83
5,2,mabe,385,47,95,right,1,3,-2,4,6.19175,1,-12.83
5,2,broge,385,47,95,right,2,3,-3,5,5.9406,1,-12.83
5,5,snoof,385,47,95,right,2,3,1,5,6.0636,1,-12.83
5,3,bague,385,47,95,right,2,4,-3,5,5.4268,1,-12.83
5,3,peeth,385,47,95,right,2,3,-1,5,8.4966,1,-12.83
5,2,floob,385,47,95,right,2,2,1,5,4.5518,1,-12.83
5,2,thathe,385,47,95,right,4,5,-2,6,8.528166667,1,-12.83
5,2,skave,385,47,95,right,2,4,-3,5,5.7892,1,-12.83
5,3,bloge,385,47,95,right,2,3,-1,5,5.5482,1,-12.83
5,4,snove,385,47,95,right,2,4,-1,5,6.8526,1,-12.83
5,3,throoch,385,47,95,right,5,5,1,7,6.432428571,1,-12.83
5,5,tage,385,47,95,right,0,3,-4,4,7.985,1,-12.83
5,3,klode,385,47,95,right,1,2,1,5,5.8518,1,-12.83
5,4,skove,385,47,95,right,2,4,-1,5,5.6572,1,-12.83
5,4,krafe,385,47,95,right,1,4,-3,5,5.9712,1,-12.83
5,5,floop,385,47,95,right,1,2,3,5,4.6392,1,-12.83
5,3,ploche,385,47,95,right,3,4,2,6,5.839833333,1,-12.83
5,3,shreeb,385,47,95,right,2,4,-4,6,7.550666667,1,-12.83
5,3,kleeb,385,47,95,right,1,3,-1,5,6.3386,1,-12.83
5,3,gleesh,385,47,95,right,3,4,-2,6,7.310833333,1,-12.83
5,4,thwool,385,47,95,right,3,3,2,6,6.0915,1,-12.83
5,2,vofe,385,47,95,right,2,3,-2,4,5.85375,1,-12.83
5,3,krathe,385,47,95,right,3,5,-2,6,7.129666667,1,-12.83
5,4,zathe,385,47,95,right,2,3,-3,5,7.2186,1,-12.83
5,4,droog,385,47,95,right,2,3,-1,5,5.4538,1,-12.83
5,1,kwase,385,47,95,right,1,4,-3,5,6.0656,1,-12.83
5,2,jeeth,385,47,95,right,2,3,-1,5,8.1414,1,-12.83
5,4,toove,385,47,95,right,2,3,-1,5,7.55,1,-12.83
5,5,toof,385,47,95,right,2,2,0,4,6.5745,1,-12.83
5,3,shreeth,385,47,95,right,3,5,-3,7,8.423142857,1,-12.83
5,1,spobe,385,47,95,right,2,4,-1,5,5.9914,1,-12.83
5,4,zoge,385,47,95,right,2,3,-2,4,5.5745,1,-12.83
5,6,fleeg,385,47,95,right,2,3,-3,5,6.7344,1,-12.83
5,1,gwoosh,385,47,95,right,3,4,0,6,5.301666667,1,-12.83
5,2,blofe,385,47,95,right,2,3,-1,5,5.5908,1,-12.83
5,1,shrofe,385,47,95,right,4,5,-2,6,6.8075,1,-12.83
5,1,dwate,385,47,95,right,0,4,-5,5,7.3076,1,-12.83
5,2,seech,385,47,95,right,1,2,-3,5,8.1214,1,-12.83
5,5,yache,386,65,100,Right,3,4,-1,5,6.3438,1,5.17
5,2,skeeg,386,65,100,Right,2,3,-3,5,6.9036,1,5.17
5,4,thwothe,386,65,100,Right,6,6,-1,7,7.552714286,1,5.17
5,3,neeb,386,65,100,Right,1,2,-2,4,8.41125,1,5.17
5,2,dwooth,386,65,100,Right,3,4,0,6,6.1295,1,5.17
5,4,skashe,386,65,100,Right,4,5,-2,6,6.7315,1,5.17
5,5,troof,386,65,100,Right,2,2,-1,5,6.457,1,5.17
5,4,skofe,386,65,100,Right,2,4,-1,5,5.9072,1,5.17
5,5,kwooge,386,65,100,Right,3,4,0,6,5.477166667,1,5.17
5,7,bloosh,386,65,100,Right,3,3,2,6,5.492,1,5.17
5,6,yoop,386,65,100,Right,0,2,4,4,4.72925,1,5.17
5,6,frague,386,65,100,Right,2,4,-4,6,5.642833333,1,5.17
5,6,weech,386,65,100,Right,1,2,-3,5,7.328,1,5.17
5,8,sashe,386,65,100,Right,2,4,-3,5,7.9234,1,5.17
5,5,steef,386,65,100,Right,0,3,-5,5,8.603,1,5.17
5,3,dreege,386,65,100,Right,0,4,-6,6,8.3935,1,5.17
5,5,plale,386,65,100,Right,3,4,1,5,6.1696,1,5.17
5,4,drooch,386,65,100,Right,3,4,0,6,5.688333333,1,5.17
5,7,swoche,386,65,100,Right,4,4,-2,6,6.295333333,1,5.17
5,6,brabe,386,65,100,Right,0,3,-5,5,5.968,1,5.17
5,5,shogue,386,65,100,Right,4,5,0,6,6.233833333,1,5.17
5,4,vame,386,65,100,Right,2,3,-2,4,6.06325,1,5.17
5,5,noosh,386,65,100,Right,2,3,3,5,6.8368,1,5.17
5,6,kreef,386,65,100,Right,1,3,-3,5,6.8782,1,5.17
5,4,kweeb,386,65,100,Right,1,3,-3,5,6.0056,1,5.17
5,6,zeesh,386,65,100,Right,1,3,-3,5,7.5798,1,5.17
5,7,skobe,386,65,100,Right,2,4,-1,5,5.76,1,5.17
5,4,dwode,386,65,100,Right,2,3,-3,5,6.215,1,5.17
5,4,prope,386,65,100,Right,3,4,1,5,6.0108,1,5.17
5,6,pague,386,65,100,Right,3,4,-1,5,5.5142,1,5.17
5,4,thweeg,386,65,100,Right,2,4,-4,6,7.488166667,1,5.17
5,5,gache,386,65,100,Right,2,4,-3,5,6.352,1,5.17
5,8,twague,386,65,100,Right,2,5,-4,6,6.176333333,1,5.17
5,7,thwathe,386,65,100,Right,4,6,-3,7,7.647,1,5.17
5,6,sneef,386,65,100,Right,2,3,-3,5,8.1416,1,5.17
5,5,slofe,386,65,100,Right,2,3,-1,5,6.5578,1,5.17
5,6,thwone,386,65,100,Right,4,5,0,6,7.411333333,1,5.17
5,6,snose,386,65,100,Right,2,4,-1,5,7.9224,1,5.17
5,4,krogue,386,65,100,Right,5,5,0,6,5.290166667,1,5.17
5,5,nofe,386,65,100,Right,1,3,0,4,7.2965,1,5.17
5,4,thweer,386,65,100,Right,2,4,-4,6,8.150166667,1,5.17
5,5,prake,386,65,100,Right,3,4,-1,5,5.9114,1,5.17
5,6,swabe,386,65,100,Right,0,3,-5,5,6.2096,1,5.17
5,5,skague,386,65,100,Right,4,5,-2,6,5.456833333,1,5.17
5,6,theet,386,65,100,Right,2,3,-3,5,9.922,1,5.17
5,8,frothe,386,65,100,Right,4,4,-2,6,7.262333333,1,5.17
5,3,skabe,386,65,100,Right,2,4,-3,5,5.892,1,5.17
5,6,proom,386,65,100,Right,2,3,3,5,5.0672,1,5.17
5,3,slashe,386,65,100,Right,4,5,-2,6,7.273666667,1,5.17
5,5,brope,386,65,100,Right,2,3,-1,5,5.9234,1,5.17
5,4,beeg,386,65,100,Right,0,2,-4,4,7.22775,1,5.17
5,6,shreese,386,65,100,Right,2,5,-5,7,8.977285714,1,5.17
5,3,poosh,386,65,100,Right,2,3,3,5,5.8728,1,5.17
5,5,kleep,386,65,100,Right,2,3,1,5,6.426,1,5.17
5,4,twabe,386,65,100,Right,0,4,-5,5,6.7554,1,5.17
5,4,preep,386,65,100,Right,2,3,-1,5,7.0498,1,5.17
5,6,kloosh,386,65,100,Right,2,3,4,6,5.372,1,5.17
5,7,soshe,386,65,100,Right,4,4,-1,5,7.7914,1,5.17
5,5,foob,386,65,100,Right,2,2,0,4,4.6835,1,5.17
5,4,floog,386,65,100,Right,2,2,1,5,4.6564,1,5.17
5,4,dweep,387,55,85,Right ,1,3,-3,5,6.7892,1,-4.83
5,4,dreeth,387,55,85,Right ,1,4,-4,6,8.465666667,1,-4.83
5,4,smoose,387,55,85,Right ,2,4,0,6,7.129333333,1,-4.83
5,2,chooth,387,55,85,Right ,3,4,2,6,6.506666667,1,-4.83
5,2,twache,387,55,85,Right ,2,5,-4,6,6.860166667,1,-4.83
5,2,thage,387,55,85,Right ,2,4,-3,5,7.6068,1,-4.83
5,3,thwoob,387,55,85,Right ,4,4,0,6,5.669333333,1,-4.83
5,4,tave,387,55,85,Right ,0,3,-4,4,7.72575,1,-4.83
5,4,tage,387,55,85,Right ,0,3,-4,4,7.985,1,-4.83
5,4,frooth,387,55,85,Right ,3,3,0,6,6.3965,1,-4.83
5,4,chome,387,55,85,Right ,2,4,1,5,6.2982,1,-4.83
5,4,sneeb,387,55,85,Right ,2,3,-3,5,7.9944,1,-4.83
5,4,zook,387,55,85,Right ,1,2,2,4,3.965,1,-4.83
5,4,swase,387,55,85,Right ,0,3,-5,5,7.1766,1,-4.83
5,4,soog,387,55,85,Right ,2,2,0,4,5.839,1,-4.83
5,6,swooth,387,55,85,Right ,3,3,0,6,6.475166667,1,-4.83
5,4,sloosh,387,55,85,Right ,3,3,2,6,6.297833333,1,-4.83
5,3,prake,387,55,85,Right ,3,4,-1,5,5.9114,1,-4.83
5,3,thwoot,387,55,85,Right ,4,4,0,6,6.93,1,-4.83
5,7,zode,387,55,85,Right ,2,2,-2,4,6.134,1,-4.83
5,3,gloke,387,55,85,Right ,2,3,1,5,5.4042,1,-4.83
5,7,zobe,387,55,85,Right ,2,3,-2,4,5.44375,1,-4.83
5,8,skabe,387,55,85,Right ,2,4,-3,5,5.892,1,-4.83
5,2,dwool,387,55,85,Right ,1,2,1,5,5.1304,1,-4.83
5,2,noog,387,55,85,Right ,1,2,2,4,5.9445,1,-4.83
5,3,shroot,387,55,85,Right ,4,4,0,6,7.079666667,1,-4.83
5,1,gleeg,387,55,85,Right ,2,3,-3,5,6.6918,1,-4.83
5,6,frashe,387,55,85,Right ,2,4,-4,6,6.9175,1,-4.83
5,2,dwome,387,55,85,Right ,2,4,-1,5,5.8456,1,-4.83
5,6,shreeth,387,55,85,Right ,3,5,-3,7,8.423142857,1,-4.83
5,3,vade,387,55,85,Right ,0,2,-4,4,6.525,1,-4.83
5,6,deech,387,55,85,Right ,1,1,-3,5,7.7066,1,-4.83
5,4,skeege,387,55,85,Right ,2,4,-4,6,7.87,1,-4.83
5,4,thwale,387,55,85,Right ,4,5,-2,6,7.067333333,1,-4.83
5,3,jobe,387,55,85,Right ,1,3,0,4,5.4635,1,-4.83
5,7,smeep,387,55,85,Right ,3,3,-1,5,7.2132,1,-4.83
5,7,theed,387,55,85,Right ,2,2,-3,5,8.9614,1,-4.83
5,7,zofe,387,55,85,Right ,2,3,-2,4,5.62775,1,-4.83
5,7,thwame,387,55,85,Right ,4,5,-2,6,6.7975,1,-4.83
5,8,tweem,387,55,85,Right ,1,3,-3,5,7.8452,1,-4.83
5,8,yeesh,387,55,85,Right ,2,3,-1,5,7.9598,1,-4.83
5,6,greesh,387,55,85,Right ,1,3,-4,6,7.637833333,1,-4.83
5,5,tweeth,387,55,85,Right ,1,4,-4,6,8.661666667,1,-4.83
5,5,kwobe,387,55,85,Right ,3,4,-1,5,4.9666,1,-4.83
5,2,plooch,387,55,85,Right ,2,3,4,6,4.974,1,-4.83
5,4,throfe,387,55,85,Right ,4,5,-2,6,7.262333333,1,-4.83
5,2,slame,387,55,85,Right ,4,4,-1,5,6.7254,1,-4.83
5,2,peeg,387,55,85,Right ,1,2,-2,4,7.337,1,-4.83
5,7,zave,387,55,85,Right ,0,2,-4,4,5.48025,1,-4.83
5,5,nogue,387,55,85,Right ,3,4,1,5,6.3462,1,-4.83
5,6,freesh,387,55,85,Right ,1,3,-4,6,7.673333333,1,-4.83
5,4,swache,387,55,85,Right ,2,4,-4,6,6.405333333,1,-4.83
5,4,throke,387,55,85,Right ,4,5,0,6,7.019666667,1,-4.83
5,4,dwood,387,55,85,Right ,2,3,-1,5,5.176,1,-4.83
5,3,throve,387,55,85,Right ,4,5,-2,6,7.054,1,-4.83
5,6,trague,387,55,85,Right ,2,4,-4,6,6.780833333,1,-4.83
5,6,yape,387,55,85,Right ,3,3,0,4,6.193,1,-4.83
5,6,bove,387,55,85,Right ,2,3,-2,4,5.66975,1,-4.83
5,6,vashe,387,55,85,Right ,2,4,-3,5,6.8536,1,-4.83
5,6,froove,387,55,85,Right ,2,3,-2,6,6.1515,1,-4.83
5,4,nothe,388,46,95,Right,3,4,1,5,8.4216,1,-13.83
5,4,greeb,388,46,95,Right,0,2,-5,5,6.9796,1,-13.83
5,3,kwooge,388,46,95,Right,3,4,0,6,5.477166667,1,-13.83
5,3,shrogue,388,46,95,Right,6,6,-1,7,6.198571429,1,-13.83
5,3,shoche,388,46,95,Right,4,5,0,6,6.917666667,1,-13.83
5,3,thwole,388,46,95,Right,4,4,0,6,6.957333333,1,-13.83
5,5,thooch,388,46,95,Right,3,4,2,6,6.506666667,1,-13.83
5,4,bloge,388,46,95,Right,2,3,-1,5,5.5482,1,-13.83
5,4,grobe,388,46,95,Right,2,3,-3,5,5.9406,1,-13.83
5,3,jote,388,46,95,Right,1,3,0,4,7.3545,1,-13.83
5,4,sweech,388,46,95,Right,1,2,-4,6,7.161166667,1,-13.83
5,3,vofe,388,46,95,Right,2,3,-2,4,5.85375,1,-13.83
5,4,kweem,388,46,95,Right,2,3,-1,5,6.1884,1,-13.83
5,9,swole,388,46,95,Right,2,2,-1,5,6.5842,1,-13.83
5,4,swofe,388,46,95,Right,2,3,-3,5,6.2248,1,-13.83
5,3,zoog,388,46,95,Right,2,2,0,4,4.27575,1,-13.83
5,3,cheed,388,46,95,Right,2,2,-3,5,7.7066,1,-13.83
5,3,blage,388,46,95,Right,2,4,-3,5,5.6802,1,-13.83
5,3,dweep,388,46,95,Right,1,3,-3,5,6.7892,1,-13.83
5,3,twoor,388,46,95,Right,2,3,-1,5,6.4834,1,-13.83
5,3,brooth,388,46,95,Right,3,3,0,6,6.273833333,1,-13.83
5,3,swafe,388,46,95,Right,0,3,-5,5,6.3568,1,-13.83
5,3,snabe,388,46,95,Right,2,4,-3,5,7.0874,1,-13.83
5,4,thoshe,388,46,95,Right,4,5,0,6,7.963333333,1,-13.83
5,5,lool,388,46,95,Right,0,0,4,4,5.766,1,-13.83
5,5,gleesh,388,46,95,Right,3,4,-2,6,7.310833333,1,-13.83
5,4,jeeb,388,46,95,Right,1,2,-2,4,6.76225,1,-13.83
5,4,thwobe,388,46,95,Right,4,5,-2,6,6.535166667,1,-13.83
5,3,tweef,388,46,95,Right,0,3,-5,5,7.8096,1,-13.83
5,4,snood,388,46,95,Right,2,3,1,5,6.4686,1,-13.83
5,4,spoot,388,46,95,Right,2,3,1,5,6.4652,1,-13.83
5,4,kwoosh,388,46,95,Right,4,4,2,6,5.0945,1,-13.83
5,4,thwaze,388,46,95,Right,2,4,-4,6,6.408833333,1,-13.83
5,4,prate,388,46,95,Right,1,4,-3,5,7.5682,1,-13.83
5,4,plooge,388,46,95,Right,1,3,2,6,5.9475,1,-13.83
5,4,skoog,388,46,95,Right,2,3,1,5,4.8256,1,-13.83
5,4,veed,388,46,95,Right,0,1,-4,4,7.65875,1,-13.83
5,4,pleeth,388,46,95,Right,2,4,0,6,7.751333333,1,-13.83
5,4,tweel,388,46,95,Right,1,3,-3,5,8.169,1,-13.83
5,4,klood,388,46,95,Right,1,2,3,5,4.8128,1,-13.83
5,4,twore,388,46,95,Right,2,4,-3,5,7.5224,1,-13.83
5,3,kleeg,388,46,95,Right,1,3,-1,5,6.4432,1,-13.83
5,3,kweeg,388,46,95,Right,1,3,-3,5,6.1102,1,-13.83
5,4,krore,388,46,95,Right,3,4,-1,5,6.591,1,-13.83
5,4,shreege,388,46,95,Right,2,5,-5,7,8.361285714,1,-13.83
5,6,swoose,388,46,95,Right,2,3,-2,6,7.121666667,1,-13.83
5,4,threeg,388,46,95,Right,2,4,-4,6,8.092666667,1,-13.83
5,4,boshe,388,46,95,Right,4,4,-1,5,6.8244,1,-13.83
5,4,kogue,388,46,95,Right,3,4,1,5,5.1508,1,-13.83
5,4,gwobe,388,46,95,Right,2,4,-3,5,5.2152,1,-13.83
5,4,stooth,388,46,95,Right,3,4,0,6,7.591166667,1,-13.83
5,5,kloche,388,46,95,Right,3,4,2,6,5.647,1,-13.83
5,4,kwome,388,46,95,Right,3,4,1,5,5.1494,1,-13.83
5,5,spobe,388,46,95,Right,2,4,-1,5,5.9914,1,-13.83
5,3,gleeth,388,46,95,Right,3,4,-2,6,7.765666667,1,-13.83
5,4,sweese,388,46,95,Right,0,3,-6,6,8.853333333,1,-13.83
5,3,kreege,388,46,95,Right,1,4,-4,6,7.813333333,1,-13.83
5,4,skeeve,388,46,95,Right,2,4,-4,6,7.697166667,1,-13.83
5,4,shroot,388,46,95,Right,4,4,0,6,7.079666667,1,-13.83
5,5,skoge,388,46,95,Right,2,4,-1,5,5.8646,1,-13.83
5,1,zoshe,389,41,92,right,4,4,-1,5,6.5408,1,-18.83
5,4,smade,389,41,92,right,2,3,-3,5,6.771,1,-18.83
5,5,dweeze,389,41,92,right,0,4,-6,6,7.4655,1,-18.83
5,8,spame,389,41,92,right,4,4,-1,5,6.3062,1,-18.83
5,4,thwoot,389,41,92,right,4,4,0,6,6.93,1,-18.83
5,2,vove,389,41,92,right,2,3,-2,4,5.54125,1,-18.83
5,3,thale,389,41,92,right,4,4,-1,5,8.0088,1,-18.83
5,5,skook,389,41,92,right,1,3,3,5,4.577,1,-18.83
5,5,slole,389,41,92,right,2,2,1,5,6.9172,1,-18.83
5,4,dwoop,389,41,92,right,1,3,1,5,4.7112,1,-18.83
5,3,thweeb,389,41,92,right,2,4,-4,6,7.401,1,-18.83
5,3,pleech,389,41,92,right,2,3,0,6,6.705666667,1,-18.83
5,2,zeeve,389,41,92,right,0,3,-5,5,7.8316,1,-18.83
5,3,plooge,389,41,92,right,1,3,2,6,5.9475,1,-18.83
5,4,threeve,389,41,92,right,2,5,-5,7,8.603,1,-18.83
5,5,proche,389,41,92,right,5,5,0,6,6.166833333,1,-18.83
5,2,vome,389,41,92,right,2,3,0,4,5.89825,1,-18.83
5,1,gwame,389,41,92,right,2,4,-3,5,5.53,1,-18.83
5,1,dwote,389,41,92,right,2,4,-3,5,7.1756,1,-18.83
5,2,dwoog,389,41,92,right,2,3,-1,5,4.7284,1,-18.83
5,2,rashe,389,41,92,right,2,4,-3,5,7.8554,1,-18.83
5,3,freeth,389,41,92,right,1,3,-4,6,8.128166667,1,-18.83
5,4,plache,389,41,92,right,3,5,0,6,5.949833333,1,-18.83
5,2,smeed,389,41,92,right,2,2,-3,5,7.678,1,-18.83
5,1,shrofe,389,41,92,right,4,5,-2,6,6.8075,1,-18.83
5,3,skoob,389,41,92,right,2,3,1,5,4.721,1,-18.83
5,1,slase,389,41,92,right,2,4,-3,5,7.5096,1,-18.83
5,3,feep,389,41,92,right,1,2,-2,4,7.39025,1,-18.83
5,3,kroog,389,41,92,right,3,3,1,5,4.7576,1,-18.83
5,3,smode,389,41,92,right,2,3,-1,5,6.639,1,-18.83
5,5,vofe,389,41,92,right,2,3,-2,4,5.85375,1,-18.83
5,4,shoob,389,41,92,right,2,3,1,5,5.7854,1,-18.83
5,3,prame,389,41,92,right,3,4,-1,5,6.2382,1,-18.83
5,3,smeef,389,41,92,right,2,3,-3,5,7.273,1,-18.83
5,5,flave,389,41,92,right,2,4,-3,5,5.62,1,-18.83
5,6,kobe,389,41,92,right,1,3,0,4,5.61825,1,-18.83
5,5,sneeth,389,41,92,right,3,4,-2,6,8.938333333,1,-18.83
5,2,shroosh,389,41,92,right,5,5,1,7,6.549,1,-18.83
5,2,neeb,389,41,92,right,1,2,-2,4,8.41125,1,-18.83
5,1,krogue,389,41,92,right,5,5,0,6,5.290166667,1,-18.83
5,1,thweer,389,41,92,right,2,4,-4,6,8.150166667,1,-18.83
5,1,zoob,389,41,92,right,2,2,0,4,4.145,1,-18.83
5,2,peeb,389,41,92,right,1,2,-2,4,7.20625,1,-18.83
5,3,thoke,389,41,92,right,2,4,1,5,7.2262,1,-18.83
5,2,jofe,389,41,92,right,1,3,0,4,5.6475,1,-18.83
5,1,smoof,389,41,92,right,2,3,1,5,5.195,1,-18.83
5,4,floop,389,41,92,right,1,2,3,5,4.6392,1,-18.83
5,7,fabe,389,41,92,right,0,3,-4,4,6.14725,1,-18.83
5,2,deech,389,41,92,right,1,1,-3,5,7.7066,1,-18.83
5,1,gwome,389,41,92,right,2,4,-1,5,5.398,1,-18.83
5,5,spoosh,389,41,92,right,3,4,2,6,5.9485,1,-18.83
5,6,joot,389,41,92,right,1,2,2,4,6.05575,1,-18.83
5,4,spoob,389,41,92,right,2,3,1,5,4.9524,1,-18.83
5,4,thashe,389,41,92,right,4,5,-2,6,8.073333333,1,-18.83
5,3,thate,389,41,92,right,2,4,-3,5,9.015,1,-18.83
5,5,spoove,389,41,92,right,2,4,0,6,6.158333333,1,-18.83
5,1,thweeg,389,41,92,right,2,4,-4,6,7.488166667,1,-18.83
5,2,geech,389,41,92,right,1,2,-3,5,7.259,1,-18.83
5,8,proop,389,41,92,right,2,3,3,5,4.9718,1,-18.83
5,5,roosh,389,41,92,right,3,3,1,5,6.6844,1,-18.83
5,2,blage,390,43,83,right,2,4,-3,5,5.6802,1,-16.83
5,1,dathe,390,43,83,right,2,4,-3,5,8.0544,1,-16.83
5,3,dafe,390,43,83,right,0,3,-4,4,6.8375,1,-16.83
5,4,vape,390,43,83,right,2,3,-2,4,5.944,1,-16.83
5,5,woog,390,43,83,right,2,2,0,4,4.84725,1,-16.83
5,3,smague,390,43,83,right,4,5,-2,6,5.729166667,1,-16.83
5,6,thwoshe,390,43,83,right,6,6,-1,7,7.162857143,1,-16.83
5,5,jooth,390,43,83,right,2,3,3,5,6.0634,1,-16.83
5,7,meeb,390,43,83,right,1,2,-2,4,7.3255,1,-16.83
5,6,glogue,390,43,83,right,4,4,0,6,5.170333333,1,-16.83
5,6,smoog,390,43,83,right,2,3,1,5,5.1524,1,-16.83
5,3,trake,390,43,83,right,2,3,-3,5,7.3368,1,-16.83
5,5,klope,390,43,83,right,1,3,3,5,5.387,1,-16.83
5,5,gathe,390,43,83,right,2,4,-3,5,7.6068,1,-16.83
5,6,cheed,390,43,83,right,2,2,-3,5,7.7066,1,-16.83
5,6,swoog,390,43,83,right,2,2,-1,5,5.1432,1,-16.83
5,7,floosh,390,43,83,right,3,3,2,6,5.614666667,1,-16.83
5,6,gweel,390,43,83,right,1,3,-3,5,6.7608,1,-16.83
5,7,dreet,390,43,83,right,0,3,-5,5,8.94,1,-16.83
5,4,shreesh,390,43,83,right,3,5,-3,7,8.033285714,1,-16.83
5,5,spabe,390,43,83,right,2,4,-3,5,6.1234,1,-16.83
5,6,troom,390,43,83,right,1,2,1,5,6.4926,1,-16.83
5,6,mooth,390,43,83,right,2,3,3,5,6.514,1,-16.83
5,6,theeb,390,43,83,right,2,3,-3,5,8.4092,1,-16.83
5,5,dware,390,43,83,right,0,4,-5,5,6.6938,1,-16.83
5,8,yeese,390,43,83,right,1,3,-3,5,9.2814,1,-16.83
5,7,gweet,390,43,83,right,0,3,-5,5,7.767,1,-16.83
5,4,pleeve,390,43,83,right,1,4,-2,6,7.506333333,1,-16.83
5,7,thwoose,390,43,83,right,4,5,-1,7,7.364714286,1,-16.83
5,5,sname,390,43,83,right,4,4,-1,5,7.2702,1,-16.83
5,6,grore,390,43,83,right,2,3,-3,5,6.8396,1,-16.83
5,6,plathe,390,43,83,right,3,5,0,6,6.9955,1,-16.83
5,4,feef,390,43,83,right,0,2,-4,4,7.465,1,-16.83
5,6,blool,390,43,83,right,1,1,3,5,4.9112,1,-16.83
5,5,threesh,390,43,83,right,3,5,-3,7,8.423142857,1,-16.83
5,6,chame,390,43,83,right,4,4,-1,5,6.4302,1,-16.83
5,6,krooge,390,43,83,right,3,4,0,6,6.081666667,1,-16.83
5,4,broog,390,43,83,right,2,2,-1,5,4.9016,1,-16.83
5,6,threef,390,43,83,right,2,4,-4,6,8.128166667,1,-16.83
5,5,preep,390,43,83,right,2,3,-1,5,7.0498,1,-16.83
5,4,drare,390,43,83,right,0,4,-5,5,7.4192,1,-16.83
5,4,veef,390,43,83,right,0,2,-4,4,7.1525,1,-16.83
5,6,snoosh,390,43,83,right,3,4,2,6,6.751833333,1,-16.83
5,6,vashe,390,43,83,right,2,4,-3,5,6.8536,1,-16.83
5,3,thrashe,390,43,83,right,4,6,-3,7,7.775285714,1,-16.83
5,3,poog,390,43,83,right,1,2,2,4,4.7395,1,-16.83
5,2,voge,390,43,83,right,2,3,-2,4,5.8005,1,-16.83
5,4,trafe,390,43,83,right,0,3,-5,5,7.628,1,-16.83
5,4,thothe,390,43,83,right,4,5,0,6,8.418166667,1,-16.83
5,2,dwooch,390,43,83,right,3,4,0,6,5.083833333,1,-16.83
5,6,thoge,390,43,83,right,2,4,-1,5,7.4748,1,-16.83
5,3,dothe,390,43,83,right,4,4,-1,5,7.9224,1,-16.83
5,4,blooge,390,43,83,right,2,3,0,6,5.874666667,1,-16.83
5,4,freef,390,43,83,right,0,2,-5,5,7.1694,1,-16.83
5,4,swage,390,43,83,right,0,3,-5,5,6.3142,1,-16.83
5,5,krooth,390,43,83,right,4,4,2,6,6.153833333,1,-16.83
5,4,vade,390,43,83,right,0,2,-4,4,6.525,1,-16.83
5,7,nooch,390,43,83,right,2,3,3,5,6.1278,1,-16.83
5,4,shroge,390,43,83,right,4,5,-2,6,6.772,1,-16.83
5,6,gwoot,390,43,83,right,2,3,-1,5,5.689,1,-16.83
5,2,thwothe,391,24,80,Left,6,6,-1,7,7.552714286,1,-35.83
5,3,thrabe,391,24,80,Left,2,5,-4,6,7.249666667,1,-35.83
5,6,feef,391,24,80,Left,0,2,-4,4,7.465,1,-35.83
5,5,glase,391,24,80,Left,2,4,-3,5,6.6472,1,-35.83
5,4,trome,391,24,80,Left,2,3,-1,5,7.5316,1,-35.83
5,7,bove,391,24,80,Left,2,3,-2,4,5.66975,1,-35.83
5,5,kwode,391,24,80,Left,3,3,-1,5,5.5188,1,-35.83
5,2,shooge,391,24,80,Left,2,4,0,6,7.025333333,1,-35.83
5,1,kreeg,391,24,80,Left,1,3,-3,5,6.8356,1,-35.83
5,2,krafe,391,24,80,Left,1,4,-3,5,5.9712,1,-35.83
5,8,thween,391,24,80,Left,3,4,-2,6,8.277166667,1,-35.83
5,5,thone,391,24,80,Left,2,4,1,5,8.4216,1,-35.83
5,3,wague,391,24,80,Left,2,4,-3,5,5.6004,1,-35.83
5,2,krare,391,24,80,Left,1,4,-3,5,6.723,1,-35.83
5,4,pogue,391,24,80,Left,3,4,1,5,5.3822,1,-35.83
5,3,shage,391,24,80,Left,2,4,-3,5,7.061,1,-35.83
5,9,fooch,391,24,80,Left,3,3,1,5,5.2236,1,-35.83
5,8,bloosh,391,24,80,Left,3,3,2,6,5.492,1,-35.83
5,4,gwape,391,24,80,Left,2,4,-3,5,5.4346,1,-35.83
5,7,veeb,391,24,80,Left,0,2,-4,4,6.9685,1,-35.83
5,3,trame,391,24,80,Left,2,3,-3,5,7.6636,1,-35.83
5,7,kreer,391,24,80,Left,1,3,-3,5,7.63,1,-35.83
5,5,snase,391,24,80,Left,2,4,-3,5,8.0544,1,-35.83
5,9,smoze,391,24,80,Left,2,4,-1,5,5.8032,1,-35.83
5,5,thoof,391,24,80,Left,2,3,1,5,6.4784,1,-35.83
5,2,shoob,391,24,80,Left,2,3,1,5,5.7854,1,-35.83
5,8,plope,391,24,80,Left,1,3,3,5,5.6184,1,-35.83
5,7,choom,391,24,80,Left,1,3,3,5,5.2592,1,-35.83
5,9,zape,391,24,80,Left,2,2,-2,4,5.718,1,-35.83
5,2,shreeg,391,24,80,Left,2,4,-4,6,7.637833333,1,-35.83
5,5,pleer,391,24,80,Left,1,3,-1,5,7.469,1,-35.83
5,2,thoshe,391,24,80,Left,4,5,0,6,7.963333333,1,-35.83
5,7,drooge,391,24,80,Left,2,4,-2,6,6.661833333,1,-35.83
