posemo,negemo
7.69,7.69
0.00,0.00
0.00,0.00
3.57,3.57
5.41,5.41
3.23,0.00
7.69,3.85
3.03,9.09
3.45,0.00
0.00,3.23
0.00,0.00
8.82,0.00
2.86,8.57
0.00,0.00
0.00,0.00
3.45,3.45
7.41,3.70
0.00,2.86
0.00,0.00
2.86,0.00
6.06,3.03
9.09,0.00
0.00,6.25
6.45,0.00
5.88,5.88
3.70,3.70
6.67,0.00
0.00,3.33
3.33,3.33
3.23,3.23
0.00,0.00
3.70,3.70
3.70,3.70
3.70,3.70
3.70,3.70
3.70,3.70
0.00,0.00
0.00,0.00
0.00,0.00
3.23,3.23
0.00,3.33
0.00,0.00
3.12,3.12
3.70,3.70
3.70,3.70
0.00,0.00
0.00,9.38
0.00,0.00
3.45,3.45
5.00,0.00
3.70,3.70
2.70,5.41
0.00,6.45
0.00,8.57
0.00,0.00
0.00,2.78
3.23,9.68
3.57,14.29
0.00,3.70
0.00,2.86
0.00,5.88
0.00,2.50
2.86,14.29
3.70,3.70
0.00,0.00
10.34,6.90
5.71,0.00
0.00,0.00
0.00,2.70
0.00,5.71
0.00,0.00
0.00,7.41
0.00,3.70
3.23,3.23
3.03,3.03
0.00,6.25
2.86,2.86
2.86,2.86
0.00,9.38
3.12,9.38
0.00,0.00
0.00,0.00
0.00,6.25
0.00,2.86
2.63,0.00
0.00,3.03
3.12,0.00
3.12,0.00
6.67,6.67
0.00,3.12
0.00,3.12
3.45,0.00
3.12,3.12
3.23,9.68
3.45,0.00
0.00,0.00
5.41,2.70
0.00,0.00
3.12,3.12
0.00,2.94
5.56,2.78
0.00,2.63
0.00,2.86
2.78,0.00
5.71,0.00
12.12,0.00
0.00,6.90
0.00,3.03
0.00,0.00
5.13,5.13
5.88,5.88
0.00,0.00
0.00,0.00
0.00,2.94
0.00,6.45
0.00,0.00
0.00,11.11
0.00,7.14
0.00,0.00
0.00,2.78
0.00,7.69
0.00,3.33
8.11,0.00
3.03,3.03
0.00,0.00
2.63,0.00
2.63,7.89
0.00,5.26
2.56,2.56
0.00,0.00
4.88,0.00
4.88,0.00
0.00,9.09
2.94,8.82
4.88,4.88
0.00,10.34
0.00,9.38
0.00,2.44
3.57,0.00
0.00,2.70
0.00,2.94
6.06,0.00
0.00,0.00
2.63,2.63
5.71,0.00
0.00,3.12
3.33,6.67
0.00,6.06
2.94,2.94
0.00,2.94
3.12,9.38
5.71,2.86
0.00,2.63
0.00,2.27
2.33,6.98
2.56,0.00
0.00,7.50
3.23,6.45
0.00,8.82
0.00,5.41
0.00,6.45
0.00,6.06
2.86,0.00
2.78,5.56
2.86,0.00
0.00,0.00
0.00,2.70
0.00,0.00
0.00,5.00
6.45,3.23
6.06,3.03
3.12,6.25
9.38,0.00
3.03,6.06
3.03,3.03
3.03,0.00
0.00,2.78
0.00,0.00
0.00,11.76
0.00,0.00
5.41,0.00
2.94,5.88
6.25,3.12
0.00,6.90
0.00,0.00
3.03,6.06
0.00,8.11
2.63,0.00
2.50,2.50
0.00,3.45
3.03,0.00
2.94,0.00
0.00,7.41
3.33,3.33
0.00,0.00
6.67,0.00
2.70,8.11
0.00,0.00
0.00,7.89
0.00,2.94
5.41,0.00
0.00,3.23
0.00,8.33
6.25,3.12
2.78,5.56
0.00,0.00
0.00,13.89
0.00,0.00
0.00,5.13
0.00,2.78
0.00,5.56
0.00,9.09
0.00,3.23
6.25,6.25
9.09,3.03
0.00,0.00
0.00,0.00
2.70,2.70
5.56,2.78
2.78,0.00
5.41,2.70
2.70,2.70
3.33,3.33
0.00,5.00
2.44,2.44
0.00,5.26
0.00,5.88
0.00,0.00
6.06,3.03
5.88,0.00
0.00,0.00
5.88,2.94
0.00,0.00
0.00,5.71
0.00,9.68
0.00,0.00
0.00,0.00
0.00,8.82
0.00,0.00
0.00,0.00
3.23,6.45
0.00,2.63
5.41,2.70
3.85,0.00
0.00,5.26
10.26,5.13
2.38,0.00
9.09,0.00
3.23,3.23
0.00,0.00
0.00,0.00
0.00,10.00
0.00,8.82
0.00,2.94
3.12,3.12
2.56,2.56
0.00,0.00
0.00,3.03
3.03,3.03
2.86,2.86
3.03,3.03
0.00,2.56
2.78,5.56
0.00,0.00
4.65,2.33
5.88,8.82
0.00,2.33
0.00,4.65
3.33,6.67
2.78,0.00
2.70,2.70
0.00,4.65
6.06,15.15
0.00,9.38
10.00,0.00
0.00,2.94
0.00,0.00
4.55,4.55
7.14,0.00
0.00,0.00
8.82,5.88
0.00,2.94
0.00,0.00
0.00,3.33
0.00,0.00
0.00,9.38
4.26,0.00
0.00,2.50
0.00,2.63
2.70,2.70
0.00,2.94
2.78,2.78
0.00,6.06
2.70,0.00
0.00,3.03
0.00,2.44
9.76,4.88
4.76,0.00
0.00,0.00
2.13,2.13
0.00,8.82
0.00,5.71
3.03,6.06
2.70,0.00
2.86,2.86
0.00,2.44
0.00,15.38
2.70,2.70
0.00,5.88
0.00,5.13
5.41,0.00
2.78,5.56
4.76,2.38
5.00,5.00
4.55,2.27
0.00,2.63
2.44,4.88
2.94,0.00
0.00,2.78
2.70,0.00
2.56,5.13
0.00,0.00
5.26,0.00
0.00,0.00
0.00,3.23
2.63,5.26
0.00,0.00
2.56,0.00
0.00,0.00
0.00,2.44
0.00,8.33
0.00,7.69
0.00,2.50
2.63,2.63
2.94,2.94
0.00,2.63
0.00,0.00
2.94,5.88
2.63,2.63
2.44,2.44
0.00,7.89
0.00,12.12
7.50,0.00
5.56,11.11
5.56,0.00
4.65,6.98
2.27,11.36
0.00,0.00
0.00,5.26
0.00,10.81
0.00,4.76
0.00,4.88
0.00,3.45
0.00,2.70
2.94,0.00
0.00,0.00
5.56,0.00
2.86,2.86
5.56,2.78
2.50,2.50
0.00,10.26
0.00,7.14
7.50,5.00
0.00,0.00
2.70,0.00
2.70,2.70
2.94,2.94
0.00,2.33
9.30,0.00
2.70,0.00
2.44,2.44
2.94,2.94
0.00,5.41
0.00,2.56
0.00,0.00
0.00,5.41
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,4.88
0.00,4.88
0.00,2.38
0.00,2.86
5.41,0.00
2.86,8.57
0.00,0.00
0.00,0.00
0.00,4.88
2.70,0.00
0.00,2.44
0.00,4.76
6.82,0.00
2.78,2.78
0.00,6.82
0.00,5.00
0.00,5.26
2.33,2.33
2.70,5.41
0.00,0.00
0.00,2.63
0.00,2.38
2.50,2.50
5.71,0.00
3.03,3.03
3.12,0.00
0.00,9.09
0.00,0.00
0.00,10.53
2.78,0.00
2.56,12.82
8.57,0.00
0.00,6.98
0.00,0.00
0.00,6.45
5.13,0.00
0.00,0.00
4.55,0.00
2.27,2.27
0.00,0.00
0.00,0.00
4.88,0.00
0.00,0.00
2.50,2.50
0.00,2.70
2.44,2.44
0.00,2.38
0.00,0.00
0.00,0.00
2.22,2.22
2.56,0.00
2.63,0.00
2.50,5.00
2.50,2.50
0.00,2.17
0.00,0.00
5.00,7.50
5.00,0.00
0.00,2.38
0.00,0.00
0.00,0.00
0.00,2.33
2.13,4.26
0.00,2.33
0.00,4.88
2.44,4.88
3.33,3.33
5.13,2.56
0.00,2.44
5.56,8.33
0.00,8.11
0.00,8.89
0.00,0.00
2.44,2.44
0.00,2.33
0.00,2.56
2.56,5.13
5.26,2.63
2.56,2.56
0.00,2.22
0.00,0.00
0.00,2.63
0.00,0.00
0.00,0.00
0.00,4.55
0.00,2.63
0.00,0.00
5.41,2.70
0.00,2.56
2.50,5.00
2.44,2.44
2.44,2.44
2.04,0.00
0.00,7.50
0.00,5.56
0.00,2.56
0.00,0.00
4.44,0.00
0.00,0.00
10.26,7.69
0.00,2.33
2.33,0.00
0.00,0.00
0.00,0.00
2.08,2.08
2.50,5.00
0.00,2.33
5.41,2.70
0.00,2.27
0.00,4.44
2.38,2.38
4.44,0.00
0.00,0.00
4.76,2.38
0.00,2.63
0.00,4.88
5.13,5.13
0.00,0.00
4.26,2.13
0.00,0.00
0.00,2.50
0.00,2.63
0.00,4.35
2.44,2.44
2.44,0.00
0.00,10.53
0.00,2.70
0.00,18.92
0.00,4.55
0.00,2.86
5.26,0.00
2.50,0.00
2.27,2.27
2.50,2.50
2.86,2.86
5.41,0.00
4.26,0.00
2.33,2.33
0.00,4.55
0.00,4.26
0.00,4.26
0.00,2.70
0.00,7.14
2.22,2.22
0.00,0.00
0.00,0.00
0.00,1.89
0.00,10.00
3.03,3.03
0.00,6.06
0.00,2.44
2.86,2.86
8.11,0.00
9.76,2.44
0.00,4.26
4.26,4.26
2.27,2.27
2.00,4.00
0.00,1.92
2.38,2.38
4.44,0.00
0.00,4.88
0.00,4.76
5.26,5.26
2.13,2.13
2.27,2.27
0.00,5.13
4.76,2.38
4.08,2.04
2.04,4.08
2.27,6.82
2.17,6.52
2.22,0.00
1.82,0.00
0.00,2.70
7.32,0.00
4.35,0.00
0.00,0.00
2.27,4.55
7.32,0.00
0.00,2.56
2.44,0.00
2.17,8.70
4.65,11.63
0.00,1.96
0.00,0.00
2.44,2.44
0.00,9.76
2.56,10.26
2.50,2.50
0.00,0.00
5.56,2.78
0.00,0.00
0.00,7.69
0.00,2.27
2.04,2.04
0.00,2.17
2.56,7.69
2.22,2.22
0.00,2.22
0.00,0.00
0.00,10.26
0.00,2.50
0.00,2.13
0.00,6.98
2.13,0.00
4.88,4.88
0.00,7.14
0.00,2.56
2.56,0.00
2.38,2.38
0.00,2.33
2.38,4.76
0.00,2.33
0.00,2.33
0.00,3.92
8.11,2.70
0.00,2.27
0.00,2.27
4.00,2.00
0.00,2.33
1.79,1.79
7.14,7.14
2.17,2.17
2.22,4.44
2.27,4.55
0.00,2.63
4.17,6.25
0.00,0.00
0.00,5.00
0.00,0.00
2.08,0.00
0.00,2.17
0.00,0.00
0.00,2.04
4.35,0.00
6.67,4.44
0.00,0.00
0.00,2.22
0.00,0.00
0.00,4.55
0.00,4.35
2.22,2.22
8.11,2.70
0.00,2.17
0.00,6.98
0.00,2.44
0.00,9.52
9.09,0.00
4.55,4.55
2.27,2.27
4.65,4.65
2.04,4.08
4.88,0.00
0.00,0.00
0.00,0.00
0.00,2.22
0.00,2.27
2.22,0.00
0.00,0.00
0.00,2.38
0.00,0.00
0.00,2.17
5.13,5.13
0.00,4.65
2.33,6.98
2.22,0.00
0.00,0.00
0.00,2.17
0.00,4.44
0.00,0.00
4.00,4.00
6.67,0.00
2.27,0.00
0.00,4.00
0.00,0.00
2.38,11.90
10.00,2.50
0.00,4.26
8.70,2.17
5.00,2.50
2.27,0.00
0.00,4.65
2.04,6.12
6.12,0.00
4.88,4.88
2.27,0.00
2.38,4.76
6.98,4.65
4.88,2.44
1.82,0.00
0.00,4.17
2.38,2.38
4.00,4.00
0.00,5.13
4.76,0.00
2.22,4.44
0.00,4.17
0.00,9.52
0.00,0.00
0.00,0.00
0.00,0.00
0.00,2.50
2.63,5.26
0.00,7.50
0.00,9.30
7.32,7.32
1.92,0.00
0.00,4.65
2.44,0.00
0.00,6.38
0.00,2.27
2.04,10.20
6.67,0.00
0.00,0.00
0.00,8.51
2.17,2.17
2.04,2.04
2.08,4.17
2.04,2.04
0.00,0.00
0.00,0.00
1.89,0.00
4.76,2.38
2.33,0.00
0.00,6.82
0.00,8.00
4.08,4.08
6.12,16.33
2.04,4.08
0.00,4.08
1.69,10.17
0.00,0.00
0.00,7.14
0.00,1.96
0.00,0.00
4.17,0.00
0.00,3.85
5.77,0.00
2.33,0.00
0.00,2.08
2.22,6.67
4.26,2.13
2.04,2.04
0.00,1.92
2.22,4.44
2.17,4.35
6.98,4.65
4.08,2.04
0.00,3.92
0.00,0.00
5.00,2.50
6.00,6.00
0.00,2.44
0.00,2.17
0.00,0.00
0.00,1.82
4.08,0.00
1.85,0.00
2.04,2.04
0.00,0.00
0.00,0.00
3.64,3.64
0.00,2.63
2.08,0.00
5.77,1.92
0.00,4.35
0.00,0.00
4.65,0.00
3.64,0.00
1.89,3.77
4.76,11.90
2.22,2.22
2.22,8.89
6.67,0.00
2.33,0.00
0.00,9.30
2.00,0.00
4.08,0.00
2.17,2.17
0.00,6.12
0.00,0.00
4.00,2.00
0.00,3.85
0.00,0.00
0.00,2.00
4.44,6.67
4.44,6.67
0.00,0.00
0.00,0.00
2.22,2.22
2.08,4.17
0.00,5.00
0.00,7.69
5.00,2.50
2.50,10.00
4.88,0.00
5.13,2.56
0.00,7.55
0.00,4.08
0.00,1.85
2.04,6.12
4.08,10.20
0.00,0.00
4.00,4.00
4.08,4.08
3.77,3.77
2.00,0.00
12.50,2.08
6.12,2.04
2.17,6.52
0.00,0.00
0.00,4.17
0.00,9.26
2.33,0.00
0.00,8.16
0.00,2.27
0.00,3.77
2.04,0.00
0.00,5.41
3.57,3.57
0.00,0.00
4.26,4.26
3.70,1.85
4.44,6.67
0.00,1.92
2.04,8.16
0.00,7.84
0.00,1.92
2.08,2.08
0.00,0.00
2.17,8.70
4.55,2.27
2.00,0.00
0.00,7.69
4.55,4.55
0.00,9.62
2.00,6.00
0.00,2.33
0.00,8.00
0.00,0.00
3.77,1.89
0.00,0.00
2.08,0.00
0.00,0.00
4.17,2.08
3.85,5.77
3.85,5.77
2.08,4.17
1.89,3.77
0.00,5.77
4.08,10.20
0.00,0.00
6.67,4.44
3.85,5.77
0.00,4.65
0.00,0.00
4.17,6.25
0.00,0.00
0.00,0.00
1.79,0.00
0.00,0.00
0.00,2.04
0.00,2.22
1.79,5.36
2.04,0.00
1.79,1.79
0.00,4.17
4.55,2.27
5.45,0.00
4.35,0.00
6.00,4.00
3.92,5.88
8.16,6.12
9.80,1.96
2.17,10.87
1.67,0.00
0.00,2.04
0.00,0.00
2.00,2.00
0.00,1.89
4.17,8.33
0.00,2.08
3.45,3.45
4.35,2.17
4.35,4.35
0.00,4.35
2.27,4.55
4.00,6.00
1.92,1.92
3.57,1.79
4.08,0.00
1.82,0.00
1.85,1.85
4.08,2.04
2.22,4.44
1.72,6.90
1.89,3.77
5.88,5.88
4.55,6.82
0.00,0.00
0.00,10.00
1.85,3.70
2.04,4.08
3.92,0.00
1.82,3.64
9.62,0.00
3.77,0.00
1.82,3.64
5.66,0.00
0.00,0.00
2.04,4.08
0.00,1.96
4.76,4.76
1.96,0.00
0.00,19.64
6.25,2.08
2.27,6.82
0.00,4.26
6.25,8.33
3.57,3.57
5.66,3.77
5.77,3.85
2.04,0.00
0.00,5.08
3.51,5.26
0.00,0.00
1.89,5.66
0.00,3.70
0.00,1.79
3.57,5.36
0.00,7.41
0.00,1.85
1.75,3.51
2.00,12.00
1.67,1.67
1.67,1.67
0.00,0.00
6.67,5.00
3.85,0.00
2.27,4.55
5.36,1.79
0.00,3.03
0.00,0.00
0.00,1.72
8.89,2.22
0.00,3.45
0.00,0.00
0.00,0.00
0.00,11.11
3.77,5.66
0.00,6.98
3.51,0.00
7.27,10.91
1.72,1.72
0.00,1.67
0.00,8.33
0.00,4.17
0.00,6.90
3.51,0.00
3.77,1.89
0.00,0.00
2.13,8.51
0.00,6.00
1.67,0.00
1.89,1.89
1.85,3.70
1.85,7.41
1.85,3.70
9.80,1.96
1.85,1.85
1.82,0.00
0.00,1.82
3.85,5.77
0.00,3.57
5.66,3.77
0.00,6.12
4.08,2.04
5.17,5.17
1.75,3.51
3.57,3.57
3.64,3.64
0.00,4.26
1.64,0.00
1.85,0.00
1.85,3.70
1.89,7.55
6.12,0.00
0.00,1.82
1.89,0.00
0.00,0.00
0.00,4.26
3.64,1.82
0.00,1.47
0.00,1.56
0.00,3.45
1.69,1.69
5.45,0.00
1.85,3.70
2.00,12.00
3.70,1.85
3.39,3.39
0.00,3.64
0.00,3.45
0.00,0.00
1.69,1.69
0.00,3.70
3.57,0.00
3.57,1.79
0.00,1.67
5.45,0.00
0.00,3.45
0.00,8.00
0.00,0.00
0.00,1.61
5.56,5.56
0.00,0.00
1.79,5.36
1.82,3.64
2.08,8.33
4.35,4.35
1.85,7.41
3.92,1.96
4.00,6.00
0.00,2.04
10.87,4.35
0.00,1.89
0.00,0.00
0.00,0.00
1.69,3.39
2.08,4.17
1.85,1.85
0.00,3.85
1.67,5.00
6.00,6.00
0.00,1.96
0.00,3.92
0.00,0.00
0.00,8.77
5.26,5.26
0.00,14.29
0.00,1.79
0.00,0.00
0.00,1.89
3.45,3.45
6.90,3.45
0.00,3.77
0.00,3.85
0.00,3.92
0.00,1.92
6.00,2.00
3.12,0.00
0.00,3.45
0.00,0.00
1.52,6.06
1.69,0.00
0.00,7.02
1.89,0.00
3.70,3.70
5.66,1.89
6.90,0.00
0.00,3.92
0.00,0.00
0.00,8.20
1.69,0.00
0.00,0.00
1.72,1.72
5.00,0.00
1.79,3.57
1.64,3.28
0.00,3.45
0.00,1.79
3.92,5.88
5.56,1.85
1.85,3.70
5.36,1.79
5.88,0.00
0.00,0.00
0.00,0.00
0.00,3.28
1.85,1.85
0.00,0.00
0.00,4.84
1.85,0.00
0.00,1.72
6.90,5.17
0.00,5.17
0.00,7.94
3.85,5.77
3.64,0.00
1.85,1.85
0.00,4.35
6.12,2.04
3.17,0.00
0.00,3.51
0.00,3.64
0.00,3.70
4.92,4.92
0.00,0.00
3.39,3.39
2.00,6.00
3.64,0.00
1.92,3.85
4.76,4.76
0.00,1.67
1.79,8.93
3.28,6.56
0.00,5.08
5.26,10.53
0.00,16.98
1.64,0.00
0.00,3.33
0.00,1.67
0.00,0.00
10.91,0.00
5.26,5.26
3.39,5.08
0.00,3.17
3.51,5.26
3.57,1.79
0.00,1.69
5.36,3.57
3.77,5.66
0.00,1.52
0.00,0.00
0.00,0.00
0.00,1.96
3.51,5.26
0.00,3.45
0.00,0.00
5.66,1.89
0.00,0.00
0.00,1.54
0.00,1.79
2.00,2.00
1.75,1.75
0.00,5.26
0.00,1.72
3.08,1.54
0.00,4.69
0.00,1.72
3.45,3.45
3.51,0.00
3.70,1.85
1.89,1.89
0.00,3.77
1.85,5.56
1.56,0.00
1.69,0.00
6.78,3.39
1.89,1.89
3.70,1.85
7.27,1.82
3.28,1.64
0.00,3.23
0.00,5.26
1.89,7.55
0.00,1.61
1.59,6.35
1.64,0.00
1.82,1.82
0.00,0.00
1.52,3.03
1.82,3.64
0.00,5.36
0.00,1.67
0.00,1.75
1.61,0.00
0.00,5.97
1.79,1.79
1.56,0.00
1.69,8.47
3.77,9.43
0.00,1.72
1.64,1.64
1.85,11.11
0.00,3.77
0.00,0.00
1.64,1.64
1.72,0.00
1.96,0.00
4.17,0.00
3.57,5.36
1.72,0.00
0.00,1.61
1.85,5.56
1.89,0.00
1.54,1.54
1.89,5.66
0.00,6.78
0.00,6.06
1.82,3.64
1.85,1.85
0.00,2.74
5.77,1.92
0.00,3.77
1.49,10.45
1.64,11.48
0.00,10.17
1.59,6.35
3.33,1.67
6.78,6.78
0.00,3.12
0.00,3.51
0.00,2.99
6.78,0.00
3.77,9.43
0.00,1.67
4.62,1.54
4.69,1.56
0.00,1.59
0.00,1.56
0.00,1.49
4.55,1.52
4.08,0.00
0.00,11.76
3.28,0.00
0.00,4.76
0.00,2.86
3.39,3.39
1.61,1.61
1.59,4.76
1.49,4.48
0.00,6.35
0.00,1.54
5.80,0.00
1.59,0.00
3.08,4.62
4.35,2.90
9.80,0.00
1.61,4.84
1.89,5.66
0.00,0.00
1.72,6.90
3.12,4.69
1.67,5.00
0.00,1.67
0.00,2.67
1.59,6.35
3.12,1.56
0.00,3.92
0.00,1.59
5.56,0.00
0.00,0.00
0.00,0.00
0.00,1.75
0.00,5.56
0.00,1.54
1.72,3.45
0.00,4.84
6.35,1.59
7.02,1.75
0.00,3.08
0.00,1.59
5.45,0.00
1.52,3.03
0.00,4.84
8.22,6.85
3.85,1.92
1.85,1.85
1.56,10.94
1.52,4.55
1.67,3.33
0.00,3.12
0.00,1.75
0.00,1.67
2.00,4.00
5.66,3.77
0.00,4.41
1.56,3.12
0.00,6.45
3.57,3.57
1.82,9.09
3.03,3.03
3.28,0.00
0.00,1.56
1.47,1.47
11.94,0.00
0.00,0.00
1.37,1.37
0.00,5.63
7.46,0.00
1.39,2.78
1.52,3.03
1.67,1.67
0.00,1.59
0.00,3.70
0.00,4.84
1.75,7.02
1.59,7.94
0.00,3.08
0.00,0.00
1.56,1.56
0.00,5.17
1.49,5.97
0.00,0.00
1.49,1.49
6.56,0.00
1.39,1.39
0.00,6.45
0.00,0.00
0.00,15.00
0.00,1.43
1.61,3.23
0.00,3.08
1.67,3.33
0.00,0.00
0.00,0.00
1.64,4.92
0.00,3.17
0.00,5.36
4.92,4.92
0.00,8.62
2.94,0.00
3.08,0.00
0.00,4.84
0.00,8.06
3.45,0.00
1.56,0.00
2.90,4.35
0.00,0.00
1.61,3.23
4.41,7.35
1.43,4.29
3.12,0.00
3.12,3.12
3.08,4.62
4.76,6.35
1.61,1.61
8.20,0.00
1.43,2.86
3.23,4.84
0.00,5.00
1.47,11.76
4.62,4.62
14.55,1.82
5.08,1.69
4.76,0.00
0.00,3.12
8.77,1.75
3.28,0.00
5.00,3.33
1.61,4.84
3.28,1.64
3.03,1.52
0.00,1.56
4.62,10.77
1.61,1.61
3.03,0.00
8.57,0.00
1.69,5.08
1.54,10.77
0.00,0.00
0.00,4.41
1.49,5.97
0.00,3.08
2.99,2.99
0.00,1.41
1.64,3.28
0.00,3.12
1.54,6.15
0.00,2.70
1.54,10.77
1.61,1.61
1.49,5.97
0.00,8.20
1.27,3.80
1.43,5.71
4.41,1.47
1.39,2.78
3.17,0.00
0.00,0.00
0.00,1.43
0.00,2.90
0.00,8.20
1.33,1.33
2.78,5.56
2.86,1.43
10.00,11.67
0.00,2.99
0.00,13.11
3.33,0.00
0.00,1.69
4.55,3.03
0.00,3.33
2.78,2.78
1.45,2.90
3.39,5.08
0.00,10.61
2.86,0.00
2.60,1.30
1.47,0.00
5.00,1.67
0.00,11.76
0.00,1.45
1.54,6.15
3.17,1.59
0.00,3.17
3.33,1.67
4.92,1.64
1.37,2.74
5.88,0.00
0.00,0.00
3.23,1.61
3.45,1.72
1.47,0.00
10.77,0.00
0.00,1.37
0.00,1.52
3.12,3.12
3.28,3.28
1.49,0.00
7.69,7.69
2.70,10.81
0.00,6.06
1.54,0.00
0.00,4.23
2.94,1.47
0.00,4.48
1.45,5.80
4.29,0.00
7.94,4.76
4.84,4.84
0.00,0.00
1.43,1.43
2.70,0.00
0.00,1.49
0.00,0.00
1.35,4.05
1.45,0.00
1.56,7.81
1.54,4.62
0.00,0.00
4.62,0.00
1.30,10.39
0.00,5.36
1.56,3.12
0.00,4.17
0.00,0.00
0.00,2.78
2.74,0.00
3.33,0.00
1.43,1.43
0.00,2.74
9.38,0.00
2.82,2.82
5.48,6.85
4.76,9.52
1.59,7.94
4.29,4.29
0.00,1.23
0.00,1.41
1.52,0.00
1.72,6.90
2.78,1.39
3.03,0.00
1.61,0.00
0.00,4.29
0.00,4.62
0.00,5.26
1.35,1.35
0.00,0.00
0.00,6.58
1.39,5.56
3.95,0.00
1.33,1.33
0.00,4.41
1.43,0.00
1.35,1.35
1.30,1.30
2.82,5.63
2.99,4.48
3.08,3.08
1.45,8.70
0.00,1.33
1.25,1.25
1.61,8.06
4.29,0.00
0.00,0.00
0.00,5.56
0.00,2.94
0.00,3.03
0.00,6.94
1.45,7.25
6.90,1.15
2.47,4.94
0.00,2.47
1.41,0.00
1.64,3.28
0.00,4.76
1.54,1.54
2.78,0.00
1.54,0.00
0.00,4.00
0.00,4.00
2.90,0.00
2.90,4.35
0.00,5.80
4.35,2.90
0.00,1.67
1.41,4.23
1.47,5.88
3.08,0.00
1.28,1.28
0.00,0.00
1.32,10.53
0.00,7.50
2.82,9.86
1.52,0.00
1.56,4.69
2.99,1.49
2.70,1.35
1.49,0.00
4.48,1.49
3.03,3.03
2.90,0.00
1.39,2.78
4.62,4.62
2.74,0.00
1.49,2.99
0.00,2.60
0.00,2.60
4.35,7.25
0.00,1.37
1.49,0.00
1.47,1.47
1.28,1.28
0.00,0.00
1.37,2.74
4.23,8.45
0.00,4.00
1.64,11.48
0.00,2.82
0.00,7.35
1.33,1.33
1.64,0.00
0.00,1.30
4.29,1.43
1.35,4.05
2.82,2.82
0.00,5.13
2.70,1.35
1.43,5.71
2.53,1.27
0.00,3.70
7.14,2.86
2.67,5.33
1.33,0.00
0.00,5.26
1.30,2.60
1.52,3.03
2.41,1.20
1.37,5.48
0.00,0.00
0.00,2.63
0.00,6.17
0.00,5.63
1.61,8.06
0.00,5.33
1.35,0.00
6.25,1.56
4.35,0.00
0.00,4.94
5.41,2.70
1.37,0.00
3.57,2.38
0.00,0.00
0.00,0.00
4.17,6.94
1.43,4.29
0.00,0.00
0.00,4.48
7.35,2.94
0.00,2.82
0.00,1.27
0.00,5.71
3.08,1.54
1.20,1.20
0.00,2.67
0.00,5.19
1.32,6.58
0.00,0.00
2.67,4.00
2.67,0.00
1.52,0.00
2.70,0.00
1.37,1.37
2.67,4.00
4.00,1.33
0.00,0.00
8.45,0.00
1.41,0.00
1.41,7.04
1.37,1.37
6.15,4.62
1.35,6.76
2.67,4.00
0.00,1.27
2.67,5.33
0.00,2.99
3.95,3.95
2.53,1.27
2.90,1.45
0.00,8.11
2.67,8.00
7.25,0.00
1.45,4.35
0.00,4.05
1.41,2.82
2.86,4.29
4.05,0.00
0.00,2.56
2.82,4.23
1.43,1.43
5.80,1.45
1.28,6.41
4.41,0.00
0.00,8.57
1.41,4.23
2.78,8.33
2.67,2.67
2.70,4.05
0.00,2.63
1.27,5.06
1.41,14.08
0.00,5.33
2.53,2.53
0.00,7.14
3.85,2.56
4.17,2.78
1.28,5.13
6.33,2.53
5.33,1.33
2.70,5.41
1.47,4.41
2.67,0.00
1.39,4.17
3.33,1.11
0.00,3.08
1.43,4.29
1.25,1.25
1.33,1.33
1.43,0.00
1.27,3.80
4.00,1.33
5.71,0.00
1.22,6.10
1.30,3.90
4.29,2.86
0.00,0.00
1.45,0.00
2.99,2.99
2.38,1.19
2.44,1.22
1.19,2.38
0.00,0.00
2.63,5.26
4.35,1.45
0.00,0.00
1.27,1.27
1.33,6.67
3.70,0.00
0.00,5.56
0.00,6.76
2.63,3.95
2.56,2.56
5.71,1.43
4.65,3.49
2.56,2.56
1.33,2.67
0.00,7.35
1.32,10.53
0.00,5.19
0.00,0.00
2.53,5.06
0.00,0.00
1.30,6.49
2.78,0.00
2.41,2.41
0.00,4.65
0.00,0.00
0.00,5.00
3.41,0.00
3.90,1.30
2.67,4.00
0.00,2.74
2.74,2.74
3.61,9.64
0.00,0.00
5.62,4.49
2.63,5.26
1.30,5.19
2.74,0.00
1.27,5.06
2.50,0.00
0.00,1.33
0.00,0.00
2.50,0.00
1.39,0.00
4.88,3.66
2.94,2.94
2.38,4.76
2.56,2.56
1.30,1.30
2.47,6.17
9.52,2.38
0.00,1.33
1.27,3.80
2.47,2.47
10.98,2.44
1.35,0.00
2.86,4.29
5.41,4.05
1.20,1.20
4.11,8.22
0.00,5.13
4.00,5.33
1.28,6.41
0.00,1.32
0.00,6.33
6.25,1.25
2.63,2.63
5.00,2.50
1.10,4.40
1.16,4.65
2.35,2.35
1.30,6.49
0.00,8.14
2.53,1.27
0.00,7.79
2.63,5.26
4.00,0.00
1.23,2.47
4.88,3.66
0.00,6.02
6.17,4.94
1.33,2.67
4.05,0.00
5.41,4.05
0.00,6.10
1.27,7.59
1.16,0.00
4.17,1.39
4.05,1.35
0.00,0.00
1.27,0.00
0.00,0.00
1.19,1.19
0.00,2.33
5.71,4.29
0.00,3.66
1.15,0.00
1.20,3.61
0.00,7.50
2.38,1.19
3.80,2.53
5.63,0.00
3.57,0.00
0.00,3.75
0.00,4.00
1.32,7.89
2.41,4.82
5.41,5.41
2.25,3.37
1.22,1.22
1.33,4.00
5.95,0.00
2.60,3.90
