group,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,total1,total2,total3
Random Not,5,2,6,6,3,6,1,6,7,2,7,2,6,2,7,7,1,2,2,5,103,105,111
Random Not,5,1,7,7,3,7,1,6,7,1,7,7,7,2,7,7,1,2,1,7,100,106,105
Random Not,5,3,7,7,2,1,1,7,7,1,7,7,7,1,7,7,1,1,1,7,105,109,108
Random Not,5,2,7,7,2,7,1,6,6,1,7,6,7,3,7,7,3,2,1,7,103,105,105
Random Not,5,2,6,6,2,5,1,6,6,4,5,4,7,1,7,7,2,1,2,6,107,110,109
Random Not,5,2,5,6,5,6,1,5,5,2,6,4,6,3,7,7,2,1,2,5,103,109,110
Random Not,5,3,6,6,4,6,1,5,5,2,5,3,7,6,7,6,4,3,5,5,112,114,112
Random Random,5,6,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,104,106,109
Random Random,5,2,7,7,4,6,1,5,6,2,7,7,7,2,,7,1,3,4,6,106,107,108
Random Random,5,2,7,7,2,7,1,6,6,1,6,6,7,2,,7,2,2,2,6,106,110,112
Random Random,5,3,5,6,6,7,1,6,5,1,6,4,7,1,,4,2,4,1,6,100,106,106
Random Random,5,1,7,7,1,7,1,7,7,1,4,7,7,1,,4,1,1,1,7,101,104,105
Random Random,5,2,7,7,4,7,1,5,6,2,5,6,6,3,,6,1,3,2,6,99,100,103
Random Random,5,2,6,6,3,7,1,5,5,1,5,6,5,1,,2,3,1,4,5,103,109,109
Random Random,5,2,5,6,2,5,2,5,6,2,4,6,6,2,,6,2,3,3,5,107,112,111
Random Random,5,7,6,5,7,5,1,5,4,5,6,4,5,2,,6,4,3,5,4,101,102,104
Random Random,5,3,7,7,3,,1,5,5,1,6,5,6,1,,5,2,3,2,5,110,111,116
Random Random,5,6,6,6,3,5,2,5,6,2,5,5,6,2,,6,3,5,3,6,104,104,106
Random Random,5,5,5,5,5,5,1,5,4,4,4,5,5,3,,4,4,4,5,5,107,111,111
Random Random,5,2,6,6,3,5,3,5,6,2,5,5,6,2,,4,3,3,3,5,111,112,116
Random Random,5,3,6,5,3,5,1,6,6,2,6,5,6,2,,4,2,2,2,6,106,109,111
Random Random,5,2,6,7,4,7,1,3,6,3,7,6,2,2,,7,1,2,3,5,100,103,102
Random Random,5,3,6,7,5,5,1,6,6,3,5,6,5,1,,7,1,1,1,6,103,102,108
Random Random,5,5,4,5,5,4,3,3,5,3,4,5,5,5,,5,5,4,4,3,106,108,109
Random Random,5,2,6,7,3,7,4,4,6,2,6,6,7,2,,7,2,2,2,6,104,105,107
Random Random,5,2,6,7,2,6,1,6,5,1,6,6,7,1,,6,1,1,2,5,102,106,110
Random Random,5,5,5,3,5,5,1,3,5,2,5,2,6,5,,6,6,5,6,3,101,108,110
Random Random,5,5,6,5,6,4,1,6,6,3,3,5,6,3,,5,2,2,5,3,102,108,109
Random Random,5,2,7,7,3,5,1,6,6,2,6,6,7,2,,7,2,1,3,6,103,106,107
Random Random,5,3,4,4,4,6,4,5,5,4,2,3,6,4,,7,3,4,4,5,102,104,105
Random Random,5,5,5,3,4,4,4,3,7,7,4,5,4,4,,5,6,6,5,3,107,111,110
Random Random,5,5,6,6,4,6,1,5,5,1,7,1,7,1,,7,2,1,2,5,108,109,112
Random Random,5,4,5,5,4,5,1,5,6,3,5,3,6,3,,6,3,5,3,5,102,104,106
Random Random,5,2,6,6,6,7,1,6,6,1,6,6,7,2,,7,2,4,3,6,106,107,107
Random Random,5,6,5,5,5,4,6,4,6,5,4,5,6,4,,6,6,5,5,4,104,108,107
Random Random,5,2,5,5,3,6,1,5,6,2,5,5,5,2,,7,2,2,2,5,106,107,110
Random Random,5,3,5,5,3,5,2,5,5,2,5,4,5,3,,5,3,3,3,5,110,113,113
Random Random,5,3,6,6,3,6,1,6,6,3,7,5,7,3,,6,1,2,5,7,99,100,103
Random Random,5,2,7,7,3,6,1,6,6,3,4,4,7,3,,6,1,4,4,6,107,109,109
Random Random,5,3,7,7,5,7,1,6,5,1,7,4,7,1,,7,1,1,4,7,103,106,108
Random Random,5,1,7,7,4,7,1,4,7,1,6,4,6,2,,7,4,1,4,5,105,109,110
Random Random,5,6,5,5,2,5,2,5,6,3,5,6,6,1,,5,2,2,3,5,105,104,110
Random Random,5,4,7,7,5,7,2,5,6,2,7,5,7,2,,5,4,3,3,6,106,109,108
Random Random,5,2,7,6,2,6,6,5,5,3,5,5,,3,,6,2,2,5,6,105,107,106
Random Random,5,2,7,7,2,7,1,6,6,1,7,7,7,1,,7,1,1,1,7,103,105,108
Random Random,5,4,6,5,3,7,2,5,6,2,5,5,6,4,,6,2,2,3,6,106,108,109
Random Random,5,2,7,6,2,4,2,5,6,2,6,6,7,2,,5,1,1,2,6,109,111,115
Random Random,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,104,103,105
Random Random,5,3,6,6,3,6,2,5,6,1,6,6,6,7,,6,3,2,3,5,108,111,110
Random Random,5,3,6,5,4,4,4,5,5,3,5,5,5,3,,7,3,4,3,5,107,111,111
Random Random,5,4,6,6,1,6,2,5,5,2,6,5,6,2,,4,2,3,2,5,112,114,114
Random Random,5,3,7,6,4,6,1,5,6,2,6,6,7,1,,7,2,1,2,7,107,108,109
Random Random,5,3,6,5,2,5,1,5,5,3,6,4,6,2,,7,2,3,1,6,100,107,107
Random Random,5,4,7,5,4,7,1,5,7,1,6,5,7,3,,2,4,5,1,5,101,106,110
Random Random,5,2,5,6,3,6,2,5,5,3,5,5,6,3,,6,3,3,4,5,103,108,109
Random Random,5,3,6,5,5,5,2,4,5,2,7,5,2,4,,7,1,1,3,5,102,107,108
Random Random,5,3,7,6,3,4,2,3,5,6,1,3,6,5,,3,3,5,3,5,103,110,109
Random Random,5,4,7,7,3,5,1,5,6,3,5,4,6,4,,7,3,4,2,5,106,106,110
Random Random,5,2,7,1,1,7,1,7,7,1,7,7,1,1,,7,1,1,5,7,105,112,111
Random Random,5,4,4,3,5,5,1,3,4,4,4,5,3,3,,5,3,5,5,4,103,105,108
Random Random,5,5,6,6,5,6,2,6,6,2,7,4,6,3,,7,2,2,2,5,104,104,110
Random Random,5,3,7,6,3,6,1,6,6,3,5,6,7,2,,3,2,1,3,6,101,104,109
Random Random,5,1,7,6,5,7,2,5,5,2,6,4,7,1,,7,3,1,3,6,106,106,108
Random Random,5,5,5,5,4,7,1,5,4,3,6,5,7,3,,7,5,4,5,6,103,108,107
Random Random,5,3,6,6,3,5,1,5,6,2,2,2,7,3,,6,1,3,3,5,97,103,101
Random Random,5,4,5,4,4,6,4,6,5,1,4,1,7,2,,2,4,4,4,3,104,104,106
Random Random,5,3,6,7,4,7,2,5,6,3,7,4,7,1,,7,2,1,2,6,102,109,108
Random Random,5,2,5,7,3,4,2,6,5,5,7,3,6,3,,7,3,2,3,6,100,105,107
Random Random,5,1,7,6,3,7,3,6,6,2,7,6,7,1,,5,1,1,2,7,101,105,108
Random Random,5,2,6,7,2,5,1,7,5,4,7,5,7,5,,7,4,2,3,7,106,109,111
Random Random,5,2,6,7,3,7,1,5,7,2,7,4,5,5,,7,2,7,1,4,106,108,111
Random Random,5,2,7,5,2,5,1,5,6,3,7,3,5,3,,3,2,1,3,4,95,97,101
Random Random,5,2,6,6,3,6,2,5,5,3,6,5,5,3,,5,3,2,2,5,102,106,107
Random Random,5,2,5,7,3,7,1,5,6,2,7,4,5,1,,7,2,2,3,7,102,104,105
Random Random,5,2,7,5,1,5,1,5,7,3,6,6,7,3,,5,2,1,2,6,109,113,112
Random Random,5,4,7,7,3,7,2,5,6,2,7,5,5,3,,6,2,1,3,6,101,107,108
Random Random,5,3,6,6,3,7,4,5,6,2,5,3,5,2,,7,2,3,3,6,102,101,103
Random Random,5,2,3,7,3,6,2,6,6,1,6,3,5,1,,7,1,1,3,7,103,106,109
Random Random,5,3,6,6,4,5,1,5,5,4,5,5,4,2,,5,2,2,4,6,105,107,109
Random Random,5,6,7,7,5,6,1,5,5,1,7,1,7,1,,7,2,1,3,7,95,98,101
Random Random,5,3,6,7,4,7,1,7,6,2,7,7,7,2,,7,1,1,2,6,102,104,105
Random Random,5,3,6,5,5,5,2,6,5,2,5,5,6,3,,3,2,2,3,6,97,102,106
Random Random,5,3,6,6,3,6,1,5,5,4,5,4,6,2,,7,3,2,3,5,99,98,102
Random Random,5,5,3,5,4,5,3,5,5,5,4,4,5,2,,6,3,6,3,4,102,106,110
Random Random,5,3,7,7,3,6,1,5,6,2,7,6,7,4,,5,1,2,2,6,101,110,108
Random Random,5,3,5,7,1,5,1,3,5,5,5,4,3,2,,3,1,3,3,3,100,108,109
Random Random,5,5,6,6,5,4,1,5,6,2,6,3,7,2,,7,1,4,2,6,101,104,106
Random Random,5,1,7,7,1,6,1,7,7,7,5,1,7,2,,6,1,2,2,7,101,101,105
Random Random,5,3,6,5,5,5,1,5,5,3,5,5,6,2,,7,2,3,3,5,99,104,103
Random Random,5,2,6,6,3,6,3,5,6,2,6,6,5,2,,7,2,2,3,7,101,104,106
Random Random,5,5,5,5,5,5,5,5,3,5,3,3,6,1,,2,3,5,3,5,97,101,99
Random Random,5,3,6,5,4,5,2,6,6,6,7,6,6,5,,7,2,4,3,6,97,102,104
Random Random,5,2,6,5,5,6,1,5,7,2,5,2,6,2,,2,4,2,6,3,105,103,107
Random Random,5,2,6,7,1,4,1,5,7,1,7,5,7,3,,6,1,3,2,6,104,107,109
Random Random,5,2,5,6,3,7,1,3,6,3,5,3,5,3,,7,3,3,4,5,104,105,108
Random Random,5,3,7,6,2,6,2,6,6,1,7,3,7,2,,6,1,2,3,5,103,105,109
Random Random,5,2,6,7,2,6,1,5,6,2,7,5,6,1,,7,2,1,2,6,104,105,106
Random Random,5,2,6,6,4,7,1,6,6,2,4,5,6,2,,7,1,2,4,5,105,106,110
Random Random,5,3,5,5,4,4,4,3,5,4,,4,7,4,,2,4,3,5,4,111,106,111
Random Random,5,1,6,7,1,5,2,5,7,1,7,6,7,2,,6,1,2,3,6,105,103,107
Random Random,5,2,5,6,2,5,1,5,6,2,4,4,6,2,,6,4,2,2,5,98,102,106
Random Random,5,2,7,7,1,6,1,5,7,2,5,6,7,3,,7,2,2,2,6,108,109,109
Random Random,5,2,6,7,3,6,2,5,5,3,4,4,6,2,,6,2,2,3,6,100,100,104
Random Random,5,1,5,5,3,5,1,5,5,3,5,5,6,2,,1,3,3,3,5,102,107,109
Random Random,5,3,7,7,6,6,1,6,5,2,6,3,7,1,,4,1,1,4,6,99,103,106
Random Random,5,3,7,6,2,4,1,5,7,2,6,2,7,3,,6,1,2,1,7,105,108,110
Random Random,5,3,6,7,2,6,1,6,6,2,7,5,6,2,,7,1,2,3,6,112,114,115
Random Random,5,3,6,5,4,6,2,5,5,2,6,1,7,2,,2,1,2,2,5,109,114,116
Random Random,5,4,7,7,3,6,1,6,5,1,7,6,7,1,,4,1,1,2,7,101,103,109
Random Random,5,2,6,6,3,7,2,5,6,,6,6,6,4,,6,2,2,2,6,110,112,113
Random Random,5,3,5,7,4,6,2,5,5,2,6,2,5,4,,6,2,4,3,6,102,104,108
Random Random,5,5,5,6,2,5,2,6,6,2,6,5,5,2,,7,3,2,2,5,102,107,107
Random Random,5,1,7,6,3,6,1,5,6,1,7,4,7,,,3,2,2,2,6,105,105,104
Random Random,5,5,6,6,6,7,2,5,5,2,7,4,7,1,,7,3,1,2,6,105,108,108
Random Random,5,4,6,7,3,6,1,6,7,3,6,5,7,1,,4,2,1,2,6,104,107,106
Random Random,5,3,5,6,4,5,2,5,6,2,4,5,7,3,,7,2,2,4,6,106,106,107
Random Random,5,3,6,7,3,5,3,4,5,1,7,3,7,1,,7,1,5,3,7,101,108,106
Random Random,5,5,6,6,5,5,1,3,5,3,5,6,7,3,,7,3,3,3,5,97,97,99
Random Random,5,2,6,6,1,6,2,5,6,2,6,6,7,2,,7,2,2,,6,109,112,112
Random Random,5,3,6,6,3,6,2,5,5,3,5,6,6,3,,6,2,1,2,6,102,104,108
Random Random,5,3,6,7,3,5,1,5,7,2,7,3,7,5,,7,1,1,4,5,102,104,109
Random Random,5,3,7,6,3,5,2,5,6,2,6,3,5,4,,6,2,4,3,6,109,111,111
Random Random,5,2,6,7,3,7,1,6,7,2,6,6,6,1,,7,1,1,3,5,97,97,104
Random Random,5,3,6,7,3,7,1,6,5,2,7,3,7,1,,6,1,1,4,6,103,104,105
Random Random,5,3,5,6,3,5,3,5,6,1,7,6,5,2,,5,3,2,3,6,102,107,108
Random Random,5,3,7,6,4,5,1,5,5,2,6,5,7,2,,7,2,1,3,6,105,107,110
Random Random,5,4,5,5,4,4,4,5,4,3,7,4,7,1,,6,3,2,3,5,102,101,105
Random Random,5,2,6,6,3,6,2,6,6,2,6,5,6,2,,5,2,2,3,6,101,102,105
Random Random,5,2,7,7,2,7,1,5,6,2,7,5,7,2,,2,4,3,3,7,100,104,104
Random Random,5,5,6,6,4,6,2,5,6,3,5,6,6,5,,5,2,2,5,6,101,102,102
Random Random,5,4,6,5,5,5,3,5,4,4,3,4,6,2,,5,5,3,4,5,107,110,111
Random Random,5,7,7,7,5,7,1,6,6,1,7,6,7,1,,7,1,2,2,7,108,106,112
Random Random,5,2,6,7,2,6,1,6,4,2,6,5,7,2,,4,2,1,1,6,97,103,107
Random Random,5,3,6,5,3,5,1,4,4,6,5,5,7,2,,3,3,2,4,5,101,102,105
Random Random,5,1,7,6,3,7,1,5,7,2,7,6,5,2,,6,2,1,3,6,106,107,111
Random Random,5,5,4,5,3,4,3,4,2,3,5,2,4,4,,4,4,5,6,5,103,104,108
Random Random,5,2,7,7,2,6,1,6,6,1,7,6,6,2,1,7,1,3,3,7,101,105,106
Random Random,5,3,7,7,3,7,1,6,6,1,6,6,7,2,1,7,2,1,3,6,102,103,108
Random Random,5,2,6,6,2,5,2,6,6,2,6,6,5,2,1,7,1,2,2,6,106,106,109
Random Random,5,2,7,5,5,6,1,7,6,1,6,5,7,2,1,7,1,1,5,6,99,101,103
Random Random,5,3,7,5,3,6,4,4,5,4,2,4,6,1,1,7,4,3,2,4,106,113,109
Random Random,5,2,7,7,3,6,2,5,7,3,6,6,6,1,1,3,1,1,3,7,97,102,109
Random Random,5,3,5,5,4,5,4,5,6,1,5,5,5,2,1,3,1,2,5,5,104,106,109
Random Random,5,3,7,7,4,5,1,5,6,1,7,6,6,4,1,6,1,1,1,7,105,109,109
Random Random,5,3,6,6,1,3,3,6,6,1,7,4,6,3,1,6,2,2,3,6,106,109,111
Random Random,5,2,7,7,3,7,1,7,7,1,7,7,7,4,1,7,1,1,3,7,99,99,103
Random Random,5,2,7,7,3,5,1,7,7,2,7,7,7,1,1,7,1,1,2,7,106,107,102
Random Random,5,2,6,5,4,5,1,5,5,3,5,4,4,2,2,4,2,2,3,5,103,103,109
Random Random,5,1,7,7,1,7,1,6,7,1,7,5,7,1,2,7,1,1,1,7,106,110,115
Random Random,5,3,5,7,3,5,3,5,6,2,6,4,6,3,2,5,1,2,2,7,101,104,105
Random Random,5,3,7,6,3,6,2,5,6,1,7,6,7,2,2,7,2,2,2,6,102,103,109
Random Random,5,4,6,7,4,6,1,5,5,2,7,7,7,2,2,6,1,4,4,7,106,107,109
Random Random,5,4,6,7,5,6,1,5,6,2,6,2,6,3,2,7,6,4,2,6,111,111,113
Random Random,5,3,6,6,3,6,1,5,5,2,5,5,6,4,2,4,2,3,3,5,99,105,106
Random Random,5,2,7,7,3,4,2,6,7,1,7,6,7,2,2,7,1,2,2,6,102,103,108
Random Random,5,3,6,6,3,4,2,6,6,3,6,4,6,1,2,1,3,1,5,6,106,104,107
Random Random,5,2,7,7,3,7,1,5,7,2,7,7,4,1,2,7,1,1,1,7,108,108,115
Random Random,5,3,6,5,1,4,1,5,4,4,1,4,5,4,2,4,3,4,4,5,109,110,114
Random Random,5,2,7,7,1,6,1,5,6,1,7,6,7,2,2,7,2,2,2,7,98,101,105
Random Random,5,1,6,7,3,7,1,5,7,2,7,5,2,1,2,7,1,1,3,5,107,109,110
Random Random,5,4,6,7,6,5,1,5,5,3,6,6,7,4,2,6,2,6,4,5,112,117,119
Random Random,5,3,5,5,5,6,2,5,5,3,3,4,6,3,2,3,3,4,3,6,103,104,108
Random Random,5,2,5,5,3,6,5,5,4,4,6,4,6,3,2,6,4,3,4,5,102,104,106
Random Random,5,2,6,6,2,7,1,2,6,1,3,2,3,3,2,3,2,1,2,6,104,108,112
Random Random,5,3,7,7,4,7,2,5,7,1,7,4,7,3,3,6,1,4,2,7,101,106,108
Random Random,5,3,6,5,5,5,1,5,4,2,5,3,6,3,3,7,2,3,5,6,102,107,105
Random Random,5,3,6,6,3,6,2,5,5,3,5,5,6,1,3,7,2,1,3,5,107,112,113
Random Random,5,5,6,5,5,5,3,5,5,3,3,5,5,3,3,3,3,3,5,3,103,107,106
Random Random,5,3,5,6,5,6,3,3,5,2,3,3,5,3,3,6,4,2,3,5,101,103,107
Random Random,5,1,7,7,2,7,1,5,6,2,7,7,7,1,3,7,4,1,2,6,105,109,108
Random Random,5,3,5,6,4,5,2,4,4,2,6,2,4,2,3,7,4,4,4,5,99,101,103
Random Random,5,3,7,7,1,6,3,6,6,2,6,6,6,2,3,7,2,2,2,6,105,106,108
Random Random,5,5,2,4,2,3,3,1,3,5,3,3,5,3,3,3,3,2,1,3,105,110,108
Random Random,5,4,5,6,1,4,1,4,4,4,6,3,6,4,3,2,4,4,4,4,105,108,112
Random Random,5,3,5,5,5,5,1,5,5,4,5,5,6,3,3,3,2,3,4,5,106,105,107
Random Random,5,2,7,5,3,5,1,5,5,3,5,4,5,2,3,7,2,2,3,7,100,104,104
Random Random,5,2,7,7,4,7,1,4,6,1,7,5,6,1,3,6,1,2,3,7,108,108,112
Random Random,5,2,7,6,2,5,1,5,5,3,7,6,6,3,3,6,1,5,2,5,103,104,109
Random Random,5,3,5,5,2,6,1,5,5,2,6,5,5,3,3,3,2,3,3,6,103,106,108
Random Random,5,3,6,6,2,6,1,5,5,2,6,4,5,1,3,7,2,2,2,6,104,105,107
Random Random,5,2,6,7,4,6,1,5,5,3,5,6,7,4,4,3,2,6,3,5,105,108,109
Random Random,5,4,6,6,4,4,4,5,5,2,7,4,6,3,4,3,2,3,4,5,101,108,110
Random Random,5,3,7,5,3,7,1,5,6,3,7,7,1,1,4,7,1,1,1,5,105,108,105
Random Random,5,6,6,5,6,5,4,6,6,2,5,6,6,5,4,5,2,5,6,2,103,108,111
Random Random,5,4,7,7,4,6,1,6,7,1,4,7,7,2,4,7,1,,4,7,99,102,101
Random Random,5,3,6,5,3,6,3,4,5,3,5,5,5,3,4,5,4,3,4,5,102,101,105
Random Random,5,4,7,6,4,6,1,5,6,2,6,4,6,3,4,4,1,4,4,6,102,101,106
Random Random,5,2,7,5,1,6,1,6,6,2,6,5,5,3,4,7,4,2,1,5,99,103,106
Random Random,5,2,7,7,2,7,1,7,7,1,7,6,7,1,4,7,2,1,2,7,103,104,110
Random Random,5,1,5,4,2,5,2,5,5,2,5,4,4,3,4,7,2,2,2,5,104,107,109
Random Random,5,2,6,7,1,6,1,6,6,1,7,6,7,1,4,4,1,2,2,6,109,113,114
Random Random,5,2,6,6,2,7,1,5,6,2,6,1,6,2,4,5,2,2,2,5,103,105,106
Random Random,5,3,7,5,3,6,2,5,6,3,5,4,5,2,4,7,3,2,3,6,104,109,108
Random Random,5,2,6,6,3,6,2,5,5,2,5,4,6,4,4,3,2,3,3,6,104,107,109
Random Random,5,2,7,6,2,7,1,5,6,2,7,6,5,2,4,7,1,2,2,6,101,105,103
Random Random,5,3,6,6,3,6,2,5,5,3,5,5,6,3,5,5,2,3,3,5,105,109,109
Random Random,5,3,6,6,3,6,1,6,7,1,6,6,6,1,5,7,1,2,3,5,106,108,110
Random Random,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,107,111,109
Random Random,5,3,7,6,6,6,1,5,5,1,4,4,5,5,5,6,2,1,2,7,102,107,106
Random Random,5,2,6,7,2,6,2,6,6,2,7,6,5,3,5,5,5,3,5,6,107,109,111
Random Random,5,3,6,6,3,6,2,5,6,2,5,5,5,2,5,5,2,3,3,6,104,107,107
Random Random,5,3,5,5,3,5,2,5,5,3,6,5,5,3,5,4,3,2,4,5,102,102,103
Random Random,5,3,5,7,5,7,1,5,5,1,7,5,6,1,5,5,2,2,4,5,105,105,108
Random Random,5,3,4,5,4,6,2,3,4,3,5,4,4,1,5,7,3,2,5,3,99,106,106
Random Random,5,1,7,7,1,7,1,6,6,1,7,7,7,1,5,3,1,1,2,6,100,104,105
Random Random,5,2,5,7,5,5,1,4,5,3,5,5,5,4,6,7,2,3,2,5,106,108,111
Random Random,5,3,4,5,5,7,2,4,7,6,4,2,5,7,6,7,6,7,3,5,106,110,110
Random Random,5,3,6,7,3,5,1,5,5,2,6,6,7,1,6,6,1,2,3,7,99,103,106
Random Random,5,2,6,7,4,6,1,6,6,2,7,5,7,2,6,6,2,2,1,6,101,102,106
Random Random,5,1,1,7,1,7,1,7,6,3,6,5,7,3,6,7,1,2,1,7,101,103,109
Random Random,5,3,6,6,3,4,1,5,6,5,5,5,6,4,6,6,3,3,3,6,108,108,110
Random Random,5,3,6,6,3,6,3,5,5,3,6,5,7,2,6,4,2,2,4,5,107,111,111
Random Random,5,3,6,6,3,7,1,5,6,2,6,5,6,2,6,7,2,1,2,6,105,109,112
Random Random,5,3,6,6,4,7,1,5,6,3,7,5,7,3,6,7,2,1,2,6,100,105,107
Random Random,5,3,7,4,4,6,1,3,5,4,4,4,6,5,6,5,6,3,4,4,101,103,104
Random Random,5,2,7,6,5,5,1,5,5,5,6,3,6,2,6,3,1,3,4,6,102,107,110
Random Random,5,3,6,6,3,6,1,5,5,2,6,4,7,1,6,6,2,1,1,6,102,105,108
Random Random,5,4,6,5,6,5,1,5,5,3,5,5,5,3,6,3,,2,3,5,104,103,109
Random Random,5,3,6,7,2,7,2,5,7,1,6,6,6,1,6,7,1,1,4,6,102,104,107
Random Random,5,3,5,6,1,4,3,6,4,4,5,4,5,1,6,4,4,6,3,6,99,101,105
Random Random,5,2,7,6,4,6,1,6,6,1,6,5,7,2,6,7,4,1,2,6,104,108,107
Random Random,5,2,5,6,5,7,2,5,6,4,6,5,6,2,6,7,2,2,4,5,107,109,114
Random Random,5,3,4,3,3,6,1,4,6,3,4,4,5,4,6,5,4,2,2,5,105,106,108
Random Random,5,3,5,6,3,4,2,5,5,3,4,5,6,5,6,3,2,1,3,5,102,104,109
Random Random,5,3,3,6,5,5,2,6,5,3,6,5,5,3,6,6,3,2,2,5,104,107,107
Random Random,5,4,6,6,5,5,2,5,5,3,5,5,6,3,6,6,3,2,4,5,105,106,108
Random Random,5,5,7,7,3,7,1,7,7,4,5,6,7,1,7,7,2,1,2,7,102,103,108
Random Random,5,5,7,5,4,5,1,5,5,3,5,7,7,1,7,3,2,3,5,7,108,113,112
Random Random,5,3,7,2,4,7,1,5,5,4,2,2,7,3,7,3,4,5,4,4,100,104,104
Random Random,5,3,6,5,4,7,1,6,6,2,6,4,6,1,7,7,4,3,2,6,97,105,105
Random Random,5,2,5,5,3,6,3,5,6,2,5,3,6,2,7,5,2,3,3,6,105,106,111
Random Random,5,4,7,6,4,5,4,3,4,3,7,7,6,2,7,7,1,2,5,6,100,100,107
Random Random,5,3,7,5,6,1,1,5,4,1,1,1,7,6,7,1,3,2,2,5,109,114,115
Random Random,5,3,7,7,3,7,1,5,5,1,7,1,6,3,7,6,2,2,4,7,106,105,110
Random Random,5,4,6,4,3,3,4,3,3,3,2,4,7,4,7,1,3,3,5,3,101,103,107
Random Random,5,2,6,7,3,6,1,5,6,1,7,6,7,5,7,7,2,7,3,6,103,104,107
Random Random,5,3,3,5,2,5,1,5,5,3,4,1,7,6,7,3,3,3,3,5,103,106,111
Random Random,5,2,7,6,4,6,2,5,5,3,7,6,6,4,7,5,1,1,2,6,109,111,114
Random Random,5,2,5,6,5,7,1,5,6,2,6,6,6,2,7,6,1,2,2,5,102,104,107
Random Random,5,2,7,7,2,7,7,6,7,1,7,4,7,1,7,7,2,1,2,6,106,110,110
Random Random,5,3,6,6,3,6,1,5,5,3,5,5,6,3,7,6,2,3,4,6,105,107,107
Random Random,5,3,6,7,6,7,1,1,5,1,3,3,3,2,7,6,5,1,5,3,100,103,104
Random Random,5,2,6,7,1,6,1,7,7,2,5,4,5,3,7,7,2,2,1,5,101,104,107
Random Random,5,2,7,7,3,7,1,6,5,2,7,3,1,1,7,7,1,1,3,7,102,108,109
Random Not,5,2,4,6,2,4,3,5,6,5,5,6,6,3,7,6,4,2,4,6,105,110,109
Random Not,6,1,6,6,1,7,3,5,6,2,7,1,4,1,,5,1,4,5,6,108,111,113
Random Not,6,3,6,7,3,5,1,5,7,,7,4,7,5,,6,2,5,3,6,101,103,104
Random Not,6,2,6,6,3,5,6,6,5,5,6,6,6,3,,7,2,3,3,5,110,110,114
Random Not,6,1,5,7,1,7,1,5,6,2,7,5,6,2,,7,3,1,2,6,102,104,109
Random Not,6,2,7,7,4,7,1,7,7,1,7,7,7,1,,7,1,1,1,7,105,113,112
Random Not,6,2,6,6,3,6,3,6,6,2,5,1,5,2,1,3,3,2,5,5,100,103,105
Random Not,6,3,6,7,2,6,1,6,7,1,7,6,7,1,1,7,1,7,2,6,101,101,105
Random Not,6,3,6,6,2,6,2,5,5,2,5,5,7,2,1,6,2,2,2,6,99,105,103
Random Not,6,3,6,7,2,5,1,5,5,1,6,5,7,1,1,6,1,2,2,7,101,101,108
Random Not,6,2,7,6,2,6,2,6,6,1,7,7,6,3,1,4,1,2,2,6,102,104,108
Random Not,6,2,6,7,1,7,1,5,7,1,7,6,6,2,1,7,2,2,1,6,111,111,114
Random Not,6,2,7,7,3,6,2,5,6,1,7,6,6,3,1,7,2,2,1,7,105,106,111
Random Not,6,3,5,7,1,4,4,6,6,1,5,1,6,2,1,6,1,6,4,6,111,111,112
Random Not,6,7,5,5,5,5,7,5,4,3,3,2,7,3,1,7,4,3,5,4,105,105,106
Random Not,6,2,6,6,2,6,1,6,7,1,6,6,7,1,1,7,1,2,2,7,107,108,109
Random Not,6,2,6,7,2,5,1,5,7,2,6,6,7,1,1,4,1,2,2,6,106,111,110
Random Not,6,2,7,7,1,7,4,6,7,1,7,4,7,5,1,7,1,4,1,6,109,108,109
Random Not,6,3,7,7,3,7,1,5,7,1,6,4,6,3,1,7,1,2,3,6,102,103,109
Random Not,6,2,7,7,3,7,1,5,6,1,7,7,7,1,1,6,1,7,1,7,106,107,107
Random Not,6,3,6,6,2,7,4,5,5,1,6,4,5,1,1,7,2,4,3,5,102,106,108
Random Not,6,2,7,7,1,6,1,6,7,1,7,7,5,3,1,7,1,7,2,7,101,105,108
Random Not,6,7,5,7,5,5,7,5,5,3,5,5,6,1,1,5,3,1,4,5,100,107,104
Random Not,6,1,6,7,1,4,3,5,7,1,7,1,2,1,1,7,4,7,1,7,99,105,105
Random Not,6,4,7,7,5,7,1,5,6,1,6,7,6,1,1,5,1,1,3,5,101,103,106
Random Not,6,4,3,5,4,7,4,3,4,1,7,7,7,1,1,7,1,1,1,6,102,103,106
Random Not,6,1,7,7,1,5,1,7,7,1,1,7,7,1,1,7,1,1,1,7,105,106,108
Random Not,6,2,7,6,2,5,1,5,5,1,6,4,7,1,1,5,2,4,2,5,100,106,105
Random Not,6,2,7,7,1,6,1,2,7,1,7,5,7,2,1,7,2,2,2,7,102,104,107
Random Not,6,6,6,6,6,6,1,6,6,1,6,6,6,1,1,7,1,2,2,6,96,103,103
Random Not,6,3,7,7,3,5,2,6,6,2,4,5,5,1,1,5,2,6,3,7,107,107,111
