Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25
3,3,3,2,2,3,3,3,3,3,3,3,3,-3,3,0,3,3,3,3,-3,2,-3,3,3
3,3,2,3,3,3,3,3,3,3,3,3,2,-1,3,-1,2,3,2,2,-1,1,-1,3,3
3,3,2,3,3,3,3,3,3,3,3,3,3,0,2,0,3,3,3,2,-2,3,-2,3,3
3,3,1,2,3,3,3,3,3,3,3,3,2,-3,2,2,3,3,3,2,-3,1,-2,3,3
3,3,2,3,1,3,3,3,3,3,3,3,3,0,2,2,1,3,3,3,-2,-1,-2,3,3
2,2,1,3,2,2,3,2,3,2,2,2,2,-3,2,0,1,2,2,2,-3,1,-3,3,2
3,3,2,3,3,3,3,3,3,2,3,3,1,1,3,2,-1,3,3,2,-1,1,-1,3,3
3,2,1,3,3,3,3,3,2,2,3,3,3,-2,2,2,2,3,2,3,-2,2,-3,3,3
3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,1,1,1,3,3
3,3,1,3,3,3,3,3,3,3,3,3,3,-2,2,2,2,3,3,3,-2,0,-3,3,3
3,3,1,3,2,3,3,3,3,3,3,3,2,-1,2,0,1,3,3,1,-3,-2,-3,3,3
3,3,2,3,3,3,3,3,3,3,3,3,3,-3,3,2,1,3,3,3,-3,3,-3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,-3,3,-1,2,3,3,3,-3,1,-3,3,3
2,3,1,3,2,3,3,3,3,2,3,3,2,0,2,1,2,3,3,1,-2,-2,-2,3,3
3,3,1,2,2,2,3,3,3,2,3,3,1,-2,2,-2,2,3,3,1,-3,-2,-3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,2,2,3,3,2,-3,1,-3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,0,2,2,1,-2,1,-2,1,2
3,3,2,2,3,2,3,3,3,2,3,3,3,-1,2,-2,2,2,2,2,-2,1,-2,3,3
3,3,1,2,1,3,3,3,3,3,3,3,3,-2,3,1,1,3,3,3,-1,1,-2,3,2
3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,-1,3,-1,3,3
3,3,2,3,2,3,3,3,3,3,3,3,3,-2,3,3,3,3,3,3,-2,3,-2,3,3
2,2,1,3,3,1,2,2,2,2,3,3,1,-2,1,-1,1,3,3,0,-3,-1,-3,2,2
3,3,1,3,3,2,3,3,3,3,3,3,1,-3,3,1,-1,3,3,2,-3,0,-3,3,3
3,3,2,3,3,2,3,3,3,3,3,3,2,-2,3,1,2,3,3,2,-2,2,-3,3,3
3,3,2,3,3,3,3,3,3,3,3,3,2,-1,3,2,-1,3,3,2,-2,2,-2,3,3
3,3,3,3,2,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,-1,2,-1,3,3
3,3,1,3,3,3,3,3,3,2,3,3,1,-2,3,0,2,3,3,1,-3,1,-2,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,3,3,3,0,3,0,3,3
3,3,2,3,3,3,3,3,3,3,3,3,3,-1,3,1,2,3,3,3,-2,2,-3,3,3
3,3,1,3,3,2,3,3,3,3,3,3,1,-3,2,-2,1,3,3,1,-3,-2,-3,3,3
3,3,1,2,2,2,3,3,2,2,3,3,3,-1,2,0,1,3,3,2,-3,0,-3,3,2
3,3,1,2,2,3,3,3,2,3,3,3,3,0,3,2,2,3,3,3,-1,1,-2,3,3
3,3,1,3,3,3,3,3,2,2,3,3,3,-2,2,1,-1,3,3,2,-3,1,-3,3,3
3,3,2,3,3,3,3,3,3,3,3,3,3,-3,3,1,2,2,2,2,-3,1,-3,3,3
3,3,2,3,3,3,3,3,3,2,3,3,3,-2,2,0,2,2,2,2,-3,0,-3,3,3
3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,1,3,3,3,-1,1,0,3,3
3,3,2,2,2,3,3,3,3,3,3,3,3,0,3,2,2,2,3,3,-1,2,-1,3,3
3,3,1,3,3,3,3,3,3,3,3,3,2,-2,2,1,1,3,3,2,-3,-1,-3,3,3
3,3,2,3,3,2,3,3,3,3,3,3,3,-2,3,0,2,3,3,3,-3,1,-3,3,3
2,2,0,2,1,2,2,2,2,2,3,2,2,-2,2,0,2,2,2,1,-2,0,-2,2,2
